id, number_of_iterations, initial_pop, final_pop, initial_density, final_density, end_status, elapsed_time
26280, 2500, 9, 41, 0.600000, 0.000832, timeout, 0.111941
26281, 21, 7, 24, 0.466667, 0.142012, stable, 0.001079
26282, 17, 8, 10, 0.533333, 0.312500, stable, 0.001555
26283, 43, 8, 0, 0.533333, 0.000000, empty, 0.003208
26284, 11, 9, 0, 0.600000, 0.000000, empty, 0.000771
26285, 51, 8, 0, 0.533333, 0.000000, empty, 0.001517
26286, 11, 9, 3, 0.600000, 1.000000, period_2, 0.001078
26287, 2500, 9, 39, 0.600000, 0.000689, timeout, 0.120302
26288, 74, 10, 17, 0.666667, 0.134921, stable, 0.003102
26289, 7, 7, 0, 0.466667, 0.000000, empty, 0.000364
26290, 20, 8, 0, 0.533333, 0.000000, empty, 0.000945
26291, 17, 8, 10, 0.533333, 0.312500, stable, 0.001181
26292, 10, 9, 0, 0.600000, 0.000000, empty, 0.001006
26293, 108, 8, 15, 0.533333, 0.059524, period_2, 0.007593
26294, 9, 9, 6, 0.600000, 0.500000, stable, 0.000399
26295, 244, 9, 50, 0.600000, 0.034014, period_2, 0.010177
26296, 9, 10, 12, 0.666667, 0.214286, stable, 0.001121
26297, 21, 8, 24, 0.533333, 0.142012, stable, 0.001029
26298, 31, 9, 48, 0.600000, 0.284024, period_3, 0.000948
26299, 9, 9, 0, 0.600000, 0.000000, empty, 0.000931
26300, 30, 10, 24, 0.666667, 0.142012, stable, 0.002473
26301, 28, 9, 4, 0.600000, 1.000000, stable, 0.000998
26302, 26, 10, 4, 0.666667, 1.000000, stable, 0.001714
26303, 16, 10, 8, 0.666667, 0.181818, stable, 0.000776
26304, 55, 11, 3, 0.733333, 1.000000, period_2, 0.001913
26305, 5, 6, 4, 0.600000, 1.000000, stable, 0.000310
26306, 25, 7, 6, 0.466667, 0.500000, stable, 0.000971
26307, 16, 7, 0, 0.466667, 0.000000, empty, 0.000599
26308, 2500, 8, 17, 0.533333, 0.000471, timeout, 0.100984
26309, 8, 7, 12, 0.466667, 0.244898, period_2, 0.000462
26310, 2500, 8, 71, 0.533333, 0.000941, timeout, 0.127094
26311, 53, 8, 12, 0.533333, 0.150000, stable, 0.001748
26312, 14, 9, 0, 0.600000, 0.000000, empty, 0.000596
26313, 2500, 7, 161, 0.466667, 0.000255, timeout, 2.810467
26314, 22, 8, 0, 0.533333, 0.000000, empty, 0.000993
26315, 26, 8, 24, 0.533333, 0.142012, stable, 0.001317
26316, 68, 9, 16, 0.600000, 0.069565, stable, 0.005853
26317, 53, 8, 12, 0.533333, 0.150000, stable, 0.004311
26318, 6, 9, 3, 0.600000, 1.000000, period_2, 0.000408
26319, 53, 9, 12, 0.600000, 0.150000, stable, 0.004745
26320, 26, 10, 12, 0.666667, 0.244898, period_2, 0.001011
26321, 47, 7, 21, 0.466667, 0.145833, period_2, 0.003839
26322, 129, 8, 15, 0.533333, 0.059524, period_2, 0.008163
26323, 30, 8, 4, 0.533333, 1.000000, stable, 0.002491
26324, 110, 9, 17, 0.600000, 0.103030, stable, 0.004213
26325, 2500, 8, 71, 0.533333, 0.000945, timeout, 0.119172
26326, 20, 9, 12, 0.600000, 0.166667, stable, 0.001345
26327, 5, 9, 0, 0.600000, 0.000000, empty, 0.000313
26328, 6, 10, 3, 0.666667, 1.000000, period_2, 0.000893
26329, 22, 8, 3, 0.533333, 1.000000, period_2, 0.001232
26330, 15, 9, 0, 0.600000, 0.000000, empty, 0.000517
26331, 8, 9, 0, 0.600000, 0.000000, empty, 0.000387
26332, 7, 10, 6, 0.666667, 0.500000, stable, 0.000846
26333, 20, 9, 18, 0.600000, 0.183673, period_2, 0.000986
26334, 67, 10, 16, 0.666667, 0.069565, stable, 0.002540
26335, 20, 10, 18, 0.666667, 0.183673, period_2, 0.084119
26336, 7, 11, 0, 0.733333, 0.000000, empty, 0.000320
26337, 174, 7, 12, 0.700000, 0.133333, stable, 0.011100
26338, 10, 8, 6, 0.533333, 0.500000, stable, 0.001014
26339, 9, 8, 6, 0.533333, 0.500000, stable, 0.000397
26340, 33, 9, 12, 0.600000, 0.244898, period_2, 0.002612
26341, 68, 8, 16, 0.533333, 0.069565, stable, 0.002172
26342, 2500, 9, 136, 0.600000, 0.000627, timeout, 0.199020
26343, 2500, 9, 51, 0.600000, 0.000250, timeout, 0.181226
26344, 2500, 10, 12, 0.666667, 0.000370, timeout, 0.105021
26345, 16, 8, 0, 0.533333, 0.000000, empty, 0.000696
26346, 2500, 9, 136, 0.600000, 0.000627, timeout, 0.196089
26347, 22, 9, 9, 0.600000, 0.204545, stable, 0.000855
26348, 66, 10, 6, 0.666667, 0.250000, period_2, 0.003893
26349, 179, 9, 55, 0.600000, 0.040741, period_2, 0.013143
26350, 72, 10, 6, 0.666667, 0.500000, stable, 0.004156
26351, 28, 10, 9, 0.666667, 0.250000, period_2, 0.002253
26352, 7, 11, 10, 0.733333, 0.285714, stable, 0.000352
26353, 95, 8, 21, 0.533333, 0.067308, stable, 0.005296
26354, 48, 9, 6, 0.600000, 0.500000, stable, 0.001310
26355, 24, 9, 10, 0.600000, 0.277778, stable, 0.001095
26356, 8, 10, 5, 0.666667, 0.555556, stable, 0.000920
26357, 21, 9, 8, 0.600000, 0.200000, stable, 0.000833
26358, 2500, 10, 195, 0.666667, 0.000430, timeout, 0.292747
26359, 2500, 10, 9, 0.666667, 0.000236, timeout, 0.102129
26360, 2500, 11, 231, 0.733333, 0.000385, timeout, 0.196399
26361, 77, 9, 38, 0.600000, 0.082251, period_2, 0.003301
26362, 1878, 10, 68, 0.666667, 0.000390, period_2, 0.103149
26363, 12, 10, 4, 0.666667, 1.000000, stable, 0.000472
26364, 14, 11, 4, 0.733333, 1.000000, stable, 0.001428
26365, 71, 10, 6, 0.666667, 0.500000, stable, 0.005262
26366, 19, 11, 9, 0.733333, 0.200000, period_2, 0.001082
26367, 50, 11, 23, 0.733333, 0.046371, period_2, 0.001661
26368, 2500, 12, 58, 0.800000, 0.001152, timeout, 0.118187
26369, 2, 5, 4, 0.500000, 1.000000, stable, 0.000243
26370, 2, 6, 4, 0.400000, 1.000000, stable, 0.000297
26371, 5, 6, 0, 0.400000, 0.000000, empty, 0.000692
26372, 19, 7, 24, 0.466667, 0.142012, stable, 0.000979
26373, 2, 6, 5, 0.400000, 0.555556, stable, 0.000407
26374, 4, 7, 7, 0.466667, 0.437500, stable, 0.000765
26375, 4, 7, 5, 0.466667, 0.555556, stable, 0.000297
26376, 53, 8, 7, 0.533333, 0.437500, stable, 0.002374
26377, 4, 6, 0, 0.400000, 0.000000, empty, 0.000590
26378, 4, 7, 0, 0.466667, 0.000000, empty, 0.000277
26379, 4, 7, 0, 0.466667, 0.000000, empty, 0.000651
26380, 5, 8, 0, 0.533333, 0.000000, empty, 0.000353
26381, 4, 7, 0, 0.466667, 0.000000, empty, 0.000316
26382, 4, 8, 4, 0.533333, 1.000000, stable, 0.000314
26383, 13, 8, 12, 0.533333, 0.244898, period_2, 0.000561
26384, 5, 9, 3, 0.600000, 1.000000, period_2, 0.000699
26385, 4, 6, 0, 0.400000, 0.000000, empty, 0.000722
26386, 4, 7, 0, 0.466667, 0.000000, empty, 0.000300
26387, 2, 7, 6, 0.466667, 0.500000, stable, 0.000531
26388, 197, 8, 30, 0.533333, 0.046512, period_2, 0.014581
26389, 4, 7, 0, 0.466667, 0.000000, empty, 0.000447
26390, 180, 8, 55, 0.533333, 0.040741, period_2, 0.006023
26391, 3, 8, 0, 0.533333, 0.000000, empty, 0.000565
26392, 17, 9, 4, 0.600000, 0.444444, stable, 0.001457
26393, 2, 7, 6, 0.466667, 0.500000, stable, 0.000504
26394, 2, 8, 6, 0.533333, 0.500000, stable, 0.000520
26395, 8, 8, 0, 0.533333, 0.000000, empty, 0.000638
26396, 18, 9, 0, 0.600000, 0.000000, empty, 0.000600
26397, 7, 8, 0, 0.533333, 0.000000, empty, 0.001012
26398, 12, 9, 3, 0.600000, 1.000000, period_2, 0.000744
26399, 2500, 9, 126, 0.600000, 0.000549, timeout, 0.187504
26400, 131, 10, 14, 0.666667, 0.057613, stable, 0.003798
26401, 2, 6, 4, 0.600000, 1.000000, stable, 0.000297
26402, 20, 7, 24, 0.466667, 0.142012, stable, 0.001744
26403, 19, 7, 24, 0.466667, 0.142012, stable, 0.000689
26404, 11, 8, 4, 0.533333, 0.444444, stable, 0.000415
26405, 4, 7, 7, 0.466667, 0.437500, stable, 0.000650
26406, 2500, 8, 267, 0.533333, 0.000679, timeout, 0.298378
26407, 106, 8, 15, 0.533333, 0.058824, period_2, 0.003015
26408, 15, 9, 6, 0.600000, 0.500000, stable, 0.000531
26409, 4, 7, 0, 0.466667, 0.000000, empty, 0.000609
26410, 10, 8, 3, 0.533333, 1.000000, period_2, 0.000405
26411, 5, 8, 0, 0.533333, 0.000000, empty, 0.000256
26412, 5, 9, 4, 0.600000, 1.000000, stable, 0.000346
26413, 4, 8, 4, 0.533333, 1.000000, stable, 0.000294
26414, 4, 9, 0, 0.600000, 0.000000, empty, 0.000251
26415, 6, 9, 0, 0.600000, 0.000000, empty, 0.000536
26416, 5, 10, 4, 0.666667, 1.000000, stable, 0.000281
26417, 4, 7, 0, 0.466667, 0.000000, empty, 0.000260
26418, 22, 8, 15, 0.533333, 0.164835, period_2, 0.000720
26419, 197, 8, 30, 0.533333, 0.046512, period_2, 0.005748
26420, 9, 9, 9, 0.600000, 0.257143, stable, 0.000360
26421, 180, 8, 55, 0.533333, 0.040741, period_2, 0.006429
26422, 112, 9, 15, 0.600000, 0.059524, period_2, 0.008620
26423, 4, 9, 4, 0.600000, 1.000000, stable, 0.000666
26424, 30, 10, 3, 0.666667, 1.000000, period_2, 0.001948
26425, 2, 8, 6, 0.533333, 0.500000, stable, 0.000254
26426, 53, 9, 35, 0.600000, 0.102339, period_2, 0.001926
26427, 18, 9, 0, 0.600000, 0.000000, empty, 0.000830
26428, 8, 10, 6, 0.666667, 0.500000, stable, 0.000928
26429, 12, 9, 3, 0.600000, 1.000000, period_2, 0.000475
26430, 5, 10, 0, 0.666667, 0.000000, empty, 0.000277
26431, 14, 10, 4, 0.666667, 1.000000, stable, 0.001295
26432, 12, 11, 0, 0.733333, 0.000000, empty, 0.000874
26433, 3, 6, 6, 0.600000, 0.500000, stable, 0.000613
26434, 107, 7, 15, 0.466667, 0.058824, period_2, 0.005233
26435, 18, 7, 24, 0.466667, 0.142012, stable, 0.000738
26436, 12, 8, 10, 0.533333, 0.277778, stable, 0.001185
26437, 19, 7, 24, 0.466667, 0.142012, stable, 0.000881
26438, 68, 8, 9, 0.533333, 0.037500, period_2, 0.002012
26439, 68, 8, 9, 0.533333, 0.037500, period_2, 0.003054
26440, 2500, 9, 79, 0.600000, 0.000211, timeout, 0.176947
26441, 3, 7, 0, 0.466667, 0.000000, empty, 0.000213
26442, 16, 8, 12, 0.533333, 0.244898, period_2, 0.000810
26443, 5, 8, 0, 0.533333, 0.000000, empty, 0.000261
26444, 2500, 9, 65, 0.600000, 0.001157, timeout, 0.119165
26445, 176, 8, 55, 0.533333, 0.037749, period_2, 0.010155
26446, 13, 9, 0, 0.600000, 0.000000, empty, 0.000491
26447, 2500, 9, 195, 0.600000, 0.000389, timeout, 0.243891
26448, 9, 10, 0, 0.666667, 0.000000, empty, 0.000389
26449, 19, 7, 24, 0.466667, 0.142012, stable, 0.001786
26450, 43, 8, 0, 0.533333, 0.000000, empty, 0.001286
26451, 10, 8, 8, 0.533333, 0.571429, stable, 0.000742
26452, 42, 9, 4, 0.600000, 0.444444, stable, 0.002599
26453, 10, 8, 12, 0.533333, 0.244898, period_2, 0.000956
26454, 139, 9, 21, 0.600000, 0.065831, period_2, 0.006900
26455, 139, 9, 21, 0.600000, 0.065831, period_2, 0.009134
26456, 7, 10, 0, 0.666667, 0.000000, empty, 0.000386
26457, 176, 8, 55, 0.533333, 0.037749, period_2, 0.009505
26458, 10, 9, 8, 0.600000, 0.571429, stable, 0.000406
26459, 18, 9, 0, 0.600000, 0.000000, empty, 0.001200
26460, 12, 10, 4, 0.666667, 1.000000, stable, 0.000493
26461, 17, 9, 24, 0.600000, 0.142012, stable, 0.001677
26462, 30, 10, 0, 0.666667, 0.000000, empty, 0.001071
26463, 2500, 10, 232, 0.666667, 0.000735, timeout, 0.193763
26464, 2500, 11, 208, 0.733333, 0.000817, timeout, 0.185712
26465, 11, 7, 0, 0.700000, 0.000000, empty, 0.000413
26466, 29, 8, 0, 0.533333, 0.000000, empty, 0.000858
26467, 68, 8, 17, 0.533333, 0.134921, stable, 0.001929
26468, 243, 9, 50, 0.600000, 0.034014, period_2, 0.013111
26469, 12, 8, 0, 0.533333, 0.000000, empty, 0.001108
26470, 93, 9, 11, 0.600000, 0.070513, stable, 0.003444
26471, 16, 9, 10, 0.600000, 0.312500, stable, 0.000585
26472, 16, 10, 10, 0.666667, 0.312500, stable, 0.001126
26473, 10, 8, 4, 0.533333, 1.000000, stable, 0.000582
26474, 35, 9, 48, 0.600000, 0.284024, period_3, 0.001407
26475, 99, 9, 16, 0.600000, 0.069565, stable, 0.002968
26476, 110, 10, 15, 0.666667, 0.058824, period_2, 0.003126
26477, 34, 9, 12, 0.600000, 0.244898, period_2, 0.000962
26478, 12, 10, 0, 0.666667, 0.000000, empty, 0.000422
26479, 14, 10, 3, 0.666667, 1.000000, period_2, 0.000488
26480, 14, 11, 3, 0.733333, 1.000000, period_2, 0.000493
26481, 26, 8, 0, 0.533333, 0.000000, empty, 0.001166
26482, 2500, 9, 41, 0.600000, 0.000812, timeout, 0.105044
26483, 243, 9, 46, 0.600000, 0.045320, period_2, 0.010389
26484, 30, 10, 48, 0.666667, 0.284024, period_3, 0.000969
26485, 8, 9, 6, 0.600000, 0.500000, stable, 0.000361
26486, 12, 10, 5, 0.666667, 0.555556, , 0.000450
26487, 124, 10, 8, 0.666667, 0.190476, period_2, 0.003628
26488, 124, 11, 8, 0.733333, 0.190476, period_2, 0.005627
26489, 242, 9, 50, 0.600000, 0.034014, period_2, 0.016049
26490, 9, 10, 0, 0.666667, 0.000000, empty, 0.000538
26491, 2500, 10, 87, 0.666667, 0.000377, timeout, 0.158421
26492, 10, 11, 0, 0.733333, 0.000000, empty, 0.000404
26493, 6, 10, 7, 0.666667, 0.437500, stable, 0.000782
26494, 13, 11, 4, 0.733333, 1.000000, stable, 0.000516
26495, 30, 11, 48, 0.733333, 0.284024, period_3, 0.002542
26496, 17, 12, 0, 0.800000, 0.000000, empty, 0.001162
26497, 4, 6, 0, 0.600000, 0.000000, empty, 0.000250
26498, 5, 7, 0, 0.466667, 0.000000, empty, 0.000703
26499, 16, 7, 0, 0.466667, 0.000000, empty, 0.000549
26500, 178, 8, 55, 0.533333, 0.037749, period_2, 0.013788
26501, 9, 7, 0, 0.466667, 0.000000, empty, 0.000903
26502, 13, 8, 12, 0.533333, 0.244898, period_2, 0.001247
26503, 4, 8, 0, 0.533333, 0.000000, empty, 0.000586
26504, 7, 9, 4, 0.600000, 1.000000, stable, 0.000328
26505, 4, 7, 8, 0.466667, 0.500000, stable, 0.000266
26506, 2500, 8, 52, 0.533333, 0.000997, timeout, 0.113610
26507, 3, 8, 0, 0.533333, 0.000000, empty, 0.000211
26508, 3, 9, 0, 0.600000, 0.000000, empty, 0.000211
26509, 3, 8, 0, 0.533333, 0.000000, empty, 0.000529
26510, 3, 9, 0, 0.600000, 0.000000, empty, 0.000538
26511, 3, 9, 0, 0.600000, 0.000000, empty, 0.000220
26512, 23, 10, 24, 0.666667, 0.142012, stable, 0.001266
26513, 4, 7, 0, 0.466667, 0.000000, empty, 0.000628
26514, 15, 8, 3, 0.533333, 1.000000, period_2, 0.000976
26515, 24, 8, 12, 0.533333, 0.244898, period_2, 0.001928
26516, 2500, 9, 51, 0.600000, 0.000797, timeout, 0.116267
26517, 24, 8, 12, 0.533333, 0.244898, period_2, 0.001108
26518, 183, 9, 55, 0.600000, 0.037749, period_2, 0.006131
26519, 3, 9, 0, 0.600000, 0.000000, empty, 0.000551
26520, 6, 10, 0, 0.666667, 0.000000, empty, 0.000301
26521, 10, 8, 12, 0.533333, 0.244898, period_2, 0.000784
26522, 24, 9, 12, 0.600000, 0.244898, period_2, 0.000749
26523, 4, 9, 3, 0.600000, 1.000000, period_2, 0.000270
26524, 6, 10, 3, 0.666667, 1.000000, period_2, 0.000779
26525, 175, 9, 55, 0.600000, 0.037749, period_2, 0.014606
26526, 6, 10, 4, 0.666667, 1.000000, stable, 0.001268
26527, 8, 10, 0, 0.666667, 0.000000, empty, 0.000890
26528, 41, 11, 7, 0.733333, 0.437500, period_2, 0.001485
26529, 5, 7, 5, 0.700000, 0.555556, stable, 0.000290
26530, 68, 8, 16, 0.533333, 0.069565, stable, 0.002090
26531, 16, 8, 3, 0.533333, 1.000000, period_2, 0.000519
26532, 66, 9, 16, 0.600000, 0.123077, period_2, 0.002225
26533, 5, 8, 0, 0.533333, 0.000000, empty, 0.000351
26534, 4, 9, 7, 0.600000, 0.437500, stable, 0.000799
26535, 5, 9, 3, 0.600000, 1.000000, period_2, 0.000342
26536, 14, 10, 12, 0.666667, 0.244898, period_2, 0.000626
26537, 46, 8, 6, 0.533333, 0.352941, period_2, 0.001456
26538, 48, 9, 12, 0.600000, 0.244898, period_2, 0.002697
26539, 3, 9, 0, 0.600000, 0.000000, empty, 0.000530
26540, 8, 10, 0, 0.666667, 0.000000, empty, 0.000355
26541, 2, 9, 0, 0.600000, 0.000000, empty, 0.000408
26542, 5, 10, 4, 0.666667, 1.000000, stable, 0.000280
26543, 5, 10, 6, 0.666667, 0.500000, stable, 0.000696
26544, 12, 11, 12, 0.733333, 0.244898, period_2, 0.000525
26545, 15, 8, 3, 0.533333, 1.000000, period_2, 0.000554
26546, 31, 9, 8, 0.600000, 0.800000, stable, 0.001169
26547, 11, 9, 8, 0.600000, 0.571429, stable, 0.001111
26548, 8, 10, 5, 0.666667, 0.555556, stable, 0.000379
26549, 17, 9, 12, 0.600000, 0.244898, period_2, 0.000564
26550, 33, 10, 12, 0.666667, 0.244898, period_2, 0.001039
26551, 4, 10, 0, 0.666667, 0.000000, empty, 0.000620
26552, 6, 11, 0, 0.733333, 0.000000, empty, 0.000342
26553, 17, 9, 12, 0.600000, 0.244898, period_2, 0.000614
26554, 7, 10, 6, 0.666667, 0.500000, stable, 0.000390
26555, 32, 10, 12, 0.666667, 0.244898, period_2, 0.001935
26556, 30, 11, 18, 0.733333, 0.171429, stable, 0.001410
26557, 7, 10, 4, 0.666667, 1.000000, stable, 0.000328
26558, 16, 11, 8, 0.733333, 0.500000, period_2, 0.001435
26559, 10, 11, 3, 0.733333, 1.000000, period_2, 0.001018
26560, 2500, 12, 47, 0.800000, 0.000397, timeout, 0.140031
26561, 18, 7, 24, 0.700000, 0.142012, stable, 0.000858
26562, 7, 8, 4, 0.533333, 1.000000, stable, 0.000543
26563, 55, 8, 12, 0.533333, 0.150000, stable, 0.001654
26564, 10, 9, 12, 0.600000, 0.244898, period_2, 0.001085
26565, 7, 8, 0, 0.533333, 0.000000, empty, 0.000324
26566, 3, 9, 0, 0.600000, 0.000000, empty, 0.000531
26567, 3, 9, 0, 0.600000, 0.000000, empty, 0.000227
26568, 2, 10, 0, 0.666667, 0.000000, empty, 0.000487
26569, 4, 8, 3, 0.533333, 1.000000, period_2, 0.000653
26570, 55, 9, 12, 0.600000, 0.150000, stable, 0.004763
26571, 55, 9, 12, 0.600000, 0.150000, stable, 0.004171
26572, 10, 10, 12, 0.666667, 0.244898, period_2, 0.000425
26573, 4, 9, 3, 0.600000, 1.000000, period_2, 0.000637
26574, 2, 10, 0, 0.666667, 0.000000, empty, 0.000206
26575, 4, 10, 4, 0.666667, 1.000000, stable, 0.000630
26576, 3, 11, 0, 0.733333, 0.000000, empty, 0.000550
26577, 55, 8, 12, 0.533333, 0.150000, stable, 0.002005
26578, 22, 9, 12, 0.600000, 0.244898, period_2, 0.001845
26579, 12, 9, 12, 0.600000, 0.244898, period_2, 0.001185
26580, 3, 10, 0, 0.666667, 0.000000, empty, 0.000219
26581, 11, 9, 0, 0.600000, 0.000000, empty, 0.001038
26582, 6, 10, 3, 0.666667, 1.000000, period_2, 0.000757
26583, 3, 10, 0, 0.666667, 0.000000, empty, 0.000257
26584, 3, 11, 0, 0.733333, 0.000000, empty, 0.000228
26585, 3, 9, 0, 0.600000, 0.000000, empty, 0.000225
26586, 12, 10, 12, 0.666667, 0.244898, period_2, 0.000473
26587, 12, 10, 12, 0.666667, 0.244898, period_2, 0.000472
26588, 3, 11, 0, 0.733333, 0.000000, empty, 0.000214
26589, 41, 10, 6, 0.666667, 0.085714, period_2, 0.002581
26590, 4, 11, 4, 0.733333, 1.000000, stable, 0.000269
26591, 6, 11, 8, 0.733333, 0.666667, stable, 0.000306
26592, 10, 12, 0, 0.800000, 0.000000, empty, 0.000984
26593, 42, 8, 6, 0.800000, 0.085714, period_2, 0.001261
26594, 12, 9, 0, 0.600000, 0.000000, empty, 0.001141
26595, 5, 9, 6, 0.600000, 0.500000, stable, 0.000322
26596, 3, 10, 0, 0.666667, 0.000000, empty, 0.000531
26597, 3, 9, 0, 0.600000, 0.000000, empty, 0.000566
26598, 9, 10, 0, 0.666667, 0.000000, empty, 0.000892
26599, 4, 10, 3, 0.666667, 1.000000, period_2, 0.000654
26600, 4, 11, 4, 0.733333, 1.000000, stable, 0.000273
26601, 6, 9, 4, 0.600000, 1.000000, stable, 0.000318
26602, 12, 10, 12, 0.666667, 0.244898, period_2, 0.001158
26603, 5, 10, 6, 0.666667, 0.500000, stable, 0.000762
26604, 3, 11, 0, 0.733333, 0.000000, empty, 0.000548
26605, 2, 10, 0, 0.666667, 0.000000, empty, 0.000265
26606, 12, 11, 12, 0.733333, 0.244898, period_2, 0.001145
26607, 6, 11, 6, 0.733333, 0.500000, stable, 0.000737
26608, 5, 12, 7, 0.800000, 0.437500, stable, 0.000329
26609, 9, 9, 6, 0.600000, 0.500000, stable, 0.000540
26610, 9, 10, 0, 0.666667, 0.000000, empty, 0.000366
26611, 5, 10, 6, 0.666667, 0.500000, stable, 0.000295
26612, 3, 11, 0, 0.733333, 0.000000, empty, 0.000399
26613, 6, 10, 3, 0.666667, 1.000000, period_2, 0.000298
26614, 12, 11, 3, 0.733333, 1.000000, period_2, 0.000532
26615, 6, 11, 3, 0.733333, 1.000000, period_2, 0.000350
26616, 4, 12, 4, 0.800000, 1.000000, stable, 0.000252
26617, 4, 10, 6, 0.666667, 0.500000, stable, 0.000262
26618, 12, 11, 12, 0.733333, 0.244898, period_2, 0.000452
26619, 5, 11, 6, 0.733333, 0.500000, stable, 0.000275
26620, 3, 12, 0, 0.800000, 0.000000, empty, 0.000227
26621, 4, 11, 4, 0.733333, 1.000000, stable, 0.000435
26622, 19, 12, 10, 0.800000, 0.178571, period_2, 0.000753
26623, 2500, 12, 70, 0.800000, 0.000510, timeout, 0.156456
26624, 205, 13, 30, 0.866667, 0.047619, period_2, 0.010975
26625, 1, 3, 0, 0.750000, 0.000000, empty, 0.000221
26626, 1, 4, 0, 0.266667, 0.000000, empty, 0.000356
26627, 2, 4, 0, 0.333333, 0.000000, empty, 0.000489
26628, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000327
26629, 2, 4, 0, 0.333333, 0.000000, empty, 0.000209
26630, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000272
26631, 2, 5, 0, 0.416667, 0.000000, empty, 0.000232
26632, 4, 6, 3, 0.400000, 1.000000, period_2, 0.000783
26633, 3, 4, 3, 0.333333, 1.000000, period_2, 0.000700
26634, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000277
26635, 2, 5, 0, 0.416667, 0.000000, empty, 0.000247
26636, 2, 6, 0, 0.400000, 0.000000, empty, 0.000278
26637, 2, 5, 0, 0.416667, 0.000000, empty, 0.000254
26638, 2, 6, 0, 0.400000, 0.000000, empty, 0.000232
26639, 4, 6, 3, 0.500000, 1.000000, period_2, 0.000328
26640, 21, 7, 24, 0.466667, 0.142012, stable, 0.000683
26641, 2, 4, 0, 0.333333, 0.000000, empty, 0.000304
26642, 2, 5, 0, 0.333333, 0.000000, empty, 0.000476
26643, 3, 5, 3, 0.416667, 1.000000, period_2, 0.000262
26644, 9, 6, 12, 0.400000, 0.244898, period_2, 0.000411
26645, 2, 5, 0, 0.416667, 0.000000, empty, 0.000229
26646, 2, 6, 0, 0.400000, 0.000000, empty, 0.000226
26647, 2, 6, 0, 0.500000, 0.000000, empty, 0.000189
26648, 3, 7, 0, 0.466667, 0.000000, empty, 0.000552
26649, 2, 5, 0, 0.416667, 0.000000, empty, 0.000200
26650, 2, 6, 0, 0.400000, 0.000000, empty, 0.000239
26651, 1, 6, 0, 0.500000, 0.000000, empty, 0.000184
26652, 2, 7, 0, 0.466667, 0.000000, empty, 0.000187
26653, 2, 6, 0, 0.500000, 0.000000, empty, 0.000458
26654, 3, 7, 0, 0.466667, 0.000000, empty, 0.000555
26655, 3, 7, 5, 0.583333, 0.555556, stable, 0.001349
26656, 3, 8, 7, 0.533333, 0.437500, stable, 0.000284
26657, 1, 4, 0, 0.400000, 0.000000, empty, 0.000164
26658, 2, 5, 0, 0.333333, 0.000000, empty, 0.000256
26659, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000247
26660, 4, 6, 4, 0.400000, 1.000000, stable, 0.000299
26661, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000325
26662, 3, 6, 4, 0.400000, 1.000000, stable, 0.000259
26663, 2, 6, 0, 0.400000, 0.000000, empty, 0.000627
26664, 12, 7, 12, 0.466667, 0.244898, period_2, 0.000868
26665, 3, 5, 3, 0.333333, 1.000000, period_2, 0.000247
26666, 9, 6, 12, 0.400000, 0.244898, period_2, 0.000405
26667, 2, 6, 0, 0.400000, 0.000000, empty, 0.000211
26668, 3, 7, 4, 0.466667, 1.000000, stable, 0.000270
26669, 2, 6, 0, 0.400000, 0.000000, empty, 0.000197
26670, 2, 7, 0, 0.466667, 0.000000, empty, 0.000514
26671, 6, 7, 0, 0.466667, 0.000000, empty, 0.000293
26672, 67, 8, 16, 0.533333, 0.069565, stable, 0.005292
26673, 2, 5, 0, 0.333333, 0.000000, empty, 0.000193
26674, 2, 6, 0, 0.400000, 0.000000, empty, 0.000226
26675, 9, 6, 12, 0.400000, 0.244898, period_2, 0.000384
26676, 2500, 7, 33, 0.466667, 0.000822, timeout, 0.106397
26677, 2, 6, 0, 0.400000, 0.000000, empty, 0.000204
26678, 3, 7, 0, 0.466667, 0.000000, empty, 0.000213
26679, 2, 7, 0, 0.466667, 0.000000, empty, 0.000609
26680, 4, 8, 6, 0.533333, 0.500000, stable, 0.000740
26681, 2, 6, 0, 0.400000, 0.000000, empty, 0.000220
26682, 3, 7, 3, 0.466667, 1.000000, period_2, 0.000265
26683, 2, 7, 0, 0.466667, 0.000000, empty, 0.000196
26684, 3, 8, 4, 0.533333, 1.000000, stable, 0.000592
26685, 3, 7, 0, 0.466667, 0.000000, empty, 0.000304
26686, 3, 8, 0, 0.533333, 0.000000, empty, 0.000602
26687, 8, 8, 0, 0.533333, 0.000000, empty, 0.000732
26688, 20, 9, 24, 0.600000, 0.142012, stable, 0.001368
26689, 2, 4, 0, 0.500000, 0.000000, empty, 0.000460
26690, 5, 5, 6, 0.333333, 0.500000, stable, 0.000719
26691, 3, 5, 0, 0.416667, 0.000000, empty, 0.000223
26692, 6, 6, 0, 0.400000, 0.000000, empty, 0.000297
26693, 3, 5, 0, 0.416667, 0.000000, empty, 0.000571
26694, 12, 6, 12, 0.400000, 0.244898, period_2, 0.000448
26695, 20, 6, 24, 0.500000, 0.142012, stable, 0.000670
26696, 4, 7, 7, 0.466667, 0.437500, stable, 0.000310
