time,x,y,z
0.007,0.02,0.05,1.00
0.019,0.02,0.05,1.03
0.027,0.02,0.06,1.04
0.037,0.02,0.05,1.06
0.070,0.02,0.04,1.05
0.071,0.02,0.03,1.04
0.071,0.01,0.03,1.03
0.077,-0.00,0.04,1.05
0.087,0.01,0.04,1.04
0.101,0.01,0.03,1.02
0.106,0.02,0.03,1.03
0.117,0.03,0.04,1.03
0.128,0.02,0.02,1.04
0.137,0.02,0.02,1.05
0.170,0.02,0.02,1.05
0.170,0.02,0.02,1.07
0.174,0.01,0.02,1.06
0.177,0.03,0.02,1.05
0.187,0.02,0.03,1.05
0.198,0.02,0.02,1.06
0.206,0.04,0.02,1.06
0.217,0.04,0.02,1.05
0.227,0.03,0.02,1.04
0.236,0.03,0.03,1.04
0.261,0.03,0.03,1.04
0.262,0.03,0.03,1.04
0.284,0.04,0.03,1.05
0.284,0.04,0.03,1.04
0.286,0.04,0.03,1.06
0.297,0.04,0.03,1.06
0.306,0.05,0.03,1.05
0.317,0.04,0.04,1.06
0.326,0.02,0.04,1.05
0.336,0.03,0.03,1.04
0.365,0.02,0.04,1.05
0.366,0.02,0.03,1.04
0.367,0.02,0.04,1.03
0.380,0.01,0.04,1.04
0.387,0.01,0.04,1.05
0.397,0.02,0.03,1.08
0.406,0.03,0.04,1.07
0.417,0.02,0.03,1.04
0.427,0.03,0.03,1.04
0.437,0.02,0.04,1.02
0.465,0.03,0.06,1.04
0.469,0.02,0.03,1.04
0.470,0.01,0.04,1.04
0.490,-0.00,0.04,1.05
0.499,0.01,0.04,1.06
0.506,0.02,0.04,1.05
0.517,0.02,0.03,1.06
0.526,0.02,0.03,1.05
0.536,0.03,0.03,1.05
0.557,0.02,0.04,1.04
0.557,0.02,0.04,1.03
0.567,0.02,0.03,1.02
0.587,0.03,0.06,1.02
0.588,0.02,0.06,1.04
0.600,0.01,0.05,1.04
0.606,0.01,0.05,1.03
0.617,0.02,0.05,1.04
0.628,0.01,0.06,1.04
0.637,0.02,0.04,1.04
0.657,0.02,0.05,1.05
0.657,0.02,0.06,1.06
0.687,0.02,0.05,1.04
0.688,0.02,0.06,1.06
0.688,0.02,0.05,1.05
0.699,0.02,0.05,1.06
0.706,0.01,0.06,1.06
0.717,0.02,0.05,1.05
0.727,0.01,0.05,1.05
0.736,0.02,0.04,1.05
0.766,0.02,0.04,1.04
0.767,0.03,0.03,1.06
0.767,0.02,0.03,1.06
0.777,0.02,0.04,1.04
0.787,0.02,0.04,1.05
0.799,0.01,0.04,1.03
0.806,0.02,0.04,1.04
0.817,0.01,0.04,1.03
0.828,0.00,0.04,1.04
0.837,0.01,0.05,1.03
0.854,0.02,0.04,1.02
