time,x,y,z
0.006,0.00,0.17,1.05
0.020,0.02,0.16,1.04
0.021,0.02,0.16,1.06
0.031,0.02,0.15,1.06
0.044,0.02,0.15,1.06
0.050,0.04,0.16,1.07
0.061,0.05,0.16,1.08
0.070,0.05,0.16,1.06
0.080,0.05,0.15,1.06
0.102,0.04,0.17,1.05
0.103,0.05,0.16,1.04
0.110,0.04,0.18,1.04
0.128,0.04,0.17,1.04
0.129,0.05,0.17,1.03
0.141,0.06,0.18,1.02
0.150,0.06,0.18,1.01
0.161,0.07,0.19,1.00
0.171,0.08,0.19,1.00
0.181,0.07,0.19,1.02
0.194,0.06,0.19,1.02
0.201,0.06,0.21,1.02
0.212,0.06,0.20,1.02
0.221,0.06,0.20,1.01
0.231,0.05,0.21,1.02
0.245,0.06,0.20,1.02
0.250,0.06,0.20,1.01
0.261,0.06,0.21,1.00
0.271,0.07,0.20,1.02
0.296,0.06,0.21,1.01
0.296,0.06,0.20,1.02
0.315,0.06,0.20,1.02
0.316,0.06,0.18,1.01
0.322,0.06,0.19,1.02
0.331,0.06,0.19,1.02
0.343,0.06,0.19,1.02
0.350,0.07,0.18,1.02
0.360,0.08,0.18,1.03
0.373,0.07,0.18,1.03
0.380,0.07,0.19,1.04
0.392,0.07,0.18,1.03
0.400,0.06,0.18,1.01
0.411,0.06,0.19,1.03
0.421,0.06,0.19,1.03
0.437,0.06,0.19,1.03
0.441,0.05,0.19,1.03
0.460,0.05,0.20,1.02
0.461,0.06,0.18,1.02
0.471,0.05,0.19,1.03
0.480,0.04,0.18,1.03
0.516,0.06,0.20,1.02
0.517,0.06,0.20,1.07
0.518,0.05,0.20,1.06
0.520,0.05,0.19,1.06
0.531,0.04,0.20,1.06
0.547,0.06,0.20,1.07
0.550,0.04,0.20,1.05
0.560,0.06,0.20,1.05
0.577,0.06,0.18,1.01
0.580,0.06,0.20,1.01
0.593,0.06,0.20,1.02
0.600,0.05,0.19,1.03
0.611,0.05,0.19,1.02
0.627,0.04,0.19,1.04
0.631,0.05,0.20,1.05
0.645,0.04,0.20,1.05
0.650,0.04,0.20,1.06
0.678,0.03,0.18,1.06
0.679,0.04,0.20,1.04
0.679,0.05,0.18,1.05
0.690,0.05,0.18,1.05
0.700,0.06,0.17,1.04
0.715,0.07,0.17,1.02
0.720,0.06,0.17,1.02
0.731,0.05,0.17,1.02
0.741,0.06,0.18,1.03
0.750,0.06,0.18,1.02
0.765,0.06,0.19,1.02
0.772,0.06,0.18,1.02
0.786,0.06,0.18,1.02
0.796,0.06,0.18,1.02
0.800,0.04,0.18,1.01
0.814,0.05,0.18,1.00
0.821,0.04,0.18,1.00
0.830,0.05,0.19,1.02
0.840,0.05,0.20,1.02
0.850,0.04,0.19,1.02
0.860,0.05,0.19,1.03
0.870,0.05,0.18,1.05
0.881,0.05,0.19,1.05
0.891,0.06,0.18,1.05
0.900,0.06,0.18,1.06
0.911,0.06,0.19,1.06
0.933,0.06,0.20,1.06
0.933,0.05,0.18,1.06
0.941,0.05,0.18,1.06
0.950,0.06,0.19,1.06
0.961,0.06,0.20,1.04
0.981,0.05,0.19,1.02
0.990,0.07,0.18,1.01
1.000,0.07,0.18,1.01
1.016,0.07,0.18,1.01
1.026,0.06,0.17,1.02
1.038,0.07,0.18,1.04
1.039,0.05,0.16,1.04
1.050,0.04,0.18,1.04
1.061,0.04,0.18,1.04
1.073,0.04,0.19,1.04
1.080,0.05,0.18,1.04
1.090,0.04,0.17,1.04
1.100,0.04,0.18,1.02
1.112,0.05,0.19,1.02
1.123,0.05,0.17,1.03
1.130,0.04,0.17,1.04
1.141,0.05,0.18,1.02
1.150,0.06,0.18,1.03
1.161,0.06,0.19,1.04
1.173,0.05,0.18,1.03
1.180,0.06,0.18,1.03
1.195,0.06,0.19,1.04
1.200,0.06,0.19,1.02
1.212,0.06,0.19,1.02
1.220,0.07,0.18,1.03
1.236,0.05,0.19,1.03
1.241,0.04,0.18,1.04
1.250,0.04,0.18,1.04
1.261,0.05,0.18,1.04
1.270,0.05,0.18,1.03
1.280,0.05,0.18,1.04
1.314,0.05,0.18,1.02
1.315,0.06,0.17,1.02
1.315,0.06,0.17,1.02
1.325,0.05,0.17,1.02
1.334,0.06,0.17,1.03
1.345,0.06,0.18,1.05
1.350,0.06,0.17,1.04
1.360,0.05,0.17,1.04
1.371,0.06,0.18,1.04
1.381,0.05,0.17,1.04
1.391,0.04,0.19,1.04
1.400,0.05,0.18,1.03
1.411,0.06,0.18,1.03
1.424,0.06,0.18,1.02
1.430,0.04,0.17,1.02
1.441,0.05,0.18,1.02
1.450,0.05,0.18,1.03
1.478,0.04,0.19,1.04
1.479,0.06,0.20,1.03
1.481,0.05,0.19,1.03
1.492,0.06,0.19,1.04
1.511,0.06,0.18,1.04
1.512,0.06,0.18,1.04
1.520,0.06,0.18,1.04
1.530,0.07,0.17,1.02
1.544,0.07,0.17,1.02
1.550,0.06,0.18,1.02
1.560,0.06,0.18,1.03
