time,x,y,z
0.004,0.02,0.20,1.02
0.014,0.03,0.20,1.03
0.021,0.02,0.19,1.02
0.032,0.02,0.20,1.02
0.044,0.02,0.20,1.01
0.051,0.04,0.21,1.01
0.062,0.02,0.21,1.01
0.071,0.02,0.22,1.02
0.082,0.01,0.22,1.03
0.094,0.02,0.22,1.04
0.102,0.00,0.23,1.06
0.112,0.00,0.22,1.06
0.121,0.01,0.22,1.05
0.133,0.02,0.21,1.04
0.144,0.01,0.20,1.03
0.151,0.02,0.20,1.03
0.162,0.02,0.19,1.00
0.176,0.02,0.21,1.00
0.193,0.02,0.21,1.01
0.194,0.02,0.23,1.02
0.201,0.03,0.24,1.00
0.212,0.02,0.24,1.04
0.221,0.00,0.24,1.04
0.232,-0.00,0.24,1.06
0.250,-0.00,0.23,1.05
0.253,-0.02,0.23,1.08
0.266,0.01,0.25,1.05
0.272,0.02,0.24,1.03
0.282,0.01,0.22,1.02
0.300,0.02,0.20,1.02
0.300,0.03,0.18,1.02
0.312,0.04,0.18,1.03
0.321,0.04,0.19,1.02
0.332,0.02,0.24,1.06
0.344,-0.01,0.24,1.03
0.351,-0.01,0.23,1.06
0.362,0.02,0.20,1.04
0.372,0.02,0.18,1.04
0.385,0.02,0.18,1.02
0.397,0.02,0.20,1.02
0.402,0.02,0.21,1.03
0.412,0.02,0.21,1.04
0.421,0.02,0.22,1.01
0.432,0.03,0.22,1.02
0.448,0.03,0.22,1.00
0.451,0.03,0.21,1.02
0.462,0.03,0.20,1.03
0.471,0.02,0.20,1.03
0.491,0.02,0.20,1.02
0.492,0.02,0.20,1.04
0.501,0.03,0.20,1.04
0.512,0.03,0.20,1.03
0.522,0.03,0.19,1.02
0.544,0.03,0.19,1.01
0.544,0.03,0.18,1.03
0.558,0.04,0.18,1.02
0.561,0.03,0.19,1.03
0.571,0.04,0.20,1.02
0.582,0.03,0.20,1.03
0.596,0.02,0.19,1.02
0.602,0.04,0.20,1.02
0.613,0.03,0.21,1.02
0.621,0.04,0.22,1.01
0.632,0.04,0.20,1.02
0.646,0.03,0.20,1.02
0.652,0.02,0.20,1.03
0.662,0.02,0.21,1.04
0.671,0.02,0.21,1.04
0.682,0.03,0.20,1.04
0.712,0.02,0.21,1.04
0.713,0.03,0.20,1.03
0.713,0.02,0.21,1.02
0.721,0.01,0.20,1.03
0.744,0.01,0.20,1.03
0.744,0.01,0.21,1.05
0.753,0.02,0.21,1.04
0.765,0.02,0.21,1.05
0.771,0.02,0.22,1.07
0.782,-0.00,0.22,1.06
0.801,0.02,0.20,1.01
0.802,0.02,0.23,1.03
0.812,0.01,0.21,1.06
0.821,0.02,0.22,1.02
0.832,0.02,0.20,1.03
0.843,0.02,0.20,1.04
0.852,0.02,0.19,1.04
0.862,0.02,0.20,1.04
0.871,0.02,0.20,1.04
0.887,0.01,0.21,1.03
0.903,0.02,0.20,1.02
0.904,0.02,0.20,1.02
