time,x,y,z
0.008,-0.01,0.14,1.06
0.023,-0.00,0.13,1.04
0.026,-0.01,0.11,1.05
0.036,-0.00,0.14,1.02
0.047,-0.01,0.16,1.04
0.056,-0.02,0.14,1.01
0.066,-0.01,0.14,1.02
0.082,-0.01,0.14,1.04
0.086,-0.01,0.14,1.03
0.099,0.01,0.15,1.02
0.113,-0.00,0.14,1.03
0.115,-0.00,0.13,1.03
0.126,-0.02,0.13,1.04
0.135,-0.04,0.12,1.04
0.146,-0.06,0.12,1.05
0.164,-0.04,0.13,1.05
0.166,-0.04,0.13,1.04
0.176,-0.02,0.12,1.06
0.185,-0.01,0.14,1.04
0.204,-0.00,0.14,1.04
0.207,-0.00,0.13,1.05
0.220,-0.01,0.13,1.04
0.231,-0.01,0.12,1.04
0.235,-0.01,0.12,1.04
0.246,-0.01,0.13,1.06
0.263,-0.01,0.14,1.04
0.266,-0.02,0.14,1.04
0.279,-0.03,0.14,1.06
0.285,-0.04,0.16,1.04
0.302,-0.06,0.16,1.03
0.315,-0.05,0.14,1.05
0.316,-0.05,0.13,1.05
0.326,-0.03,0.14,1.05
0.335,-0.02,0.13,1.04
0.346,-0.02,0.14,1.05
0.364,-0.01,0.13,1.03
0.366,-0.00,0.15,1.02
0.376,-0.00,0.16,1.01
0.386,-0.01,0.16,1.03
0.398,-0.00,0.16,1.03
0.406,-0.01,0.16,1.02
0.417,0.01,0.16,1.01
0.426,0.00,0.15,1.01
0.435,0.02,0.13,1.04
0.446,0.02,0.11,1.05
0.463,0.01,0.10,1.04
0.466,0.01,0.10,1.04
0.476,0.01,0.09,1.05
0.485,-0.00,0.10,1.06
0.498,-0.00,0.10,1.06
0.527,-0.01,0.11,1.07
0.528,-0.02,0.11,1.06
0.528,-0.02,0.11,1.07
0.541,-0.00,0.11,1.06
0.546,0.01,0.10,1.05
0.562,0.02,0.09,1.05
0.566,0.02,0.10,1.07
0.576,0.01,0.08,1.05
0.585,0.00,0.08,1.04
0.601,0.00,0.10,1.05
0.607,0.00,0.10,1.06
0.616,0.01,0.10,1.05
0.626,0.02,0.10,1.05
0.635,0.01,0.11,1.04
0.646,0.02,0.09,1.05
0.656,0.01,0.10,1.05
0.666,-0.00,0.11,1.05
0.686,-0.03,0.12,1.04
0.687,-0.02,0.12,1.03
0.696,-0.02,0.13,1.04
0.709,-0.02,0.12,1.04
0.715,-0.02,0.12,1.06
0.727,-0.02,0.11,1.06
0.735,-0.01,0.12,1.05
0.746,-0.02,0.12,1.06
0.763,-0.01,0.11,1.05
0.766,-0.01,0.11,1.06
0.776,-0.02,0.12,1.03
0.786,-0.02,0.12,1.04
0.802,-0.01,0.14,1.03
0.811,-0.02,0.15,1.03
0.816,-0.01,0.14,1.04
0.826,-0.00,0.12,1.04
