time,x,y,z
0.002,0.05,0.20,1.03
0.011,0.06,0.22,1.04
0.021,0.07,0.23,1.03
0.038,0.06,0.25,1.04
0.042,0.06,0.24,1.02
0.066,0.06,0.23,1.04
0.067,0.06,0.23,1.04
0.073,0.06,0.23,1.03
0.083,0.08,0.23,1.03
0.091,0.07,0.22,1.04
0.117,0.07,0.22,1.02
0.118,0.06,0.22,1.01
0.124,0.07,0.22,1.01
0.134,0.07,0.23,1.00
0.141,0.05,0.24,1.02
0.154,0.06,0.24,1.03
0.166,0.05,0.23,1.02
0.177,0.05,0.23,1.04
0.183,0.04,0.22,1.02
0.192,0.05,0.23,1.02
0.202,0.04,0.23,1.01
0.211,0.05,0.23,1.01
0.222,0.05,0.24,1.02
0.235,0.04,0.24,1.04
0.241,0.06,0.24,1.03
0.252,0.06,0.23,1.03
0.266,0.06,0.23,1.01
0.272,0.07,0.23,1.02
0.289,0.08,0.23,1.02
0.295,0.06,0.23,1.02
0.302,0.06,0.22,1.02
0.311,0.06,0.23,1.01
0.321,0.06,0.24,1.04
0.342,0.06,0.24,1.03
0.342,0.07,0.25,1.03
0.352,0.08,0.26,1.03
0.361,0.07,0.26,1.03
0.371,0.08,0.25,1.01
0.383,0.08,0.24,1.01
0.391,0.07,0.22,1.00
0.402,0.07,0.23,1.02
0.411,0.06,0.22,1.00
0.421,0.07,0.22,1.02
0.436,0.07,0.23,1.02
0.441,0.07,0.23,1.04
0.452,0.07,0.23,1.05
0.461,0.07,0.22,1.06
0.472,0.07,0.22,1.07
0.483,0.07,0.23,1.03
0.491,0.06,0.23,1.02
0.502,0.06,0.24,1.02
0.511,0.06,0.24,1.03
0.522,0.05,0.24,1.02
0.537,0.07,0.24,1.02
0.541,0.06,0.25,1.02
0.552,0.06,0.24,1.02
0.561,0.06,0.24,1.02
0.572,0.06,0.25,1.03
0.584,0.06,0.23,1.03
0.591,0.06,0.24,1.04
0.602,0.07,0.23,1.04
0.611,0.06,0.23,1.03
0.621,0.06,0.23,1.01
0.640,0.06,0.22,1.02
0.642,0.07,0.24,1.02
0.652,0.08,0.23,1.00
0.661,0.08,0.24,1.00
0.672,0.07,0.23,1.00
0.688,0.07,0.22,1.01
0.692,0.06,0.24,1.00
0.702,0.06,0.24,1.02
0.711,0.06,0.25,1.03
0.721,0.05,0.26,1.02
0.747,0.05,0.25,1.03
0.749,0.04,0.26,1.04
0.759,0.05,0.25,1.02
0.761,0.06,0.24,1.03
0.772,0.06,0.24,1.03
0.787,0.06,0.24,1.02
0.791,0.06,0.24,1.02
0.802,0.07,0.23,1.00
0.811,0.06,0.22,1.01
0.822,0.06,0.23,1.00
0.838,0.06,0.22,1.03
0.841,0.07,0.24,1.03
0.852,0.05,0.23,1.02
0.861,0.06,0.23,1.04
0.872,0.06,0.24,1.03
0.888,0.07,0.23,1.01
0.906,0.07,0.23,1.05
0.907,0.06,0.22,1.04
0.915,0.06,0.22,1.05
0.921,0.06,0.23,1.02
0.931,0.06,0.22,1.01
0.941,0.05,0.22,1.01
0.954,0.06,0.22,1.01
0.961,0.07,0.22,1.03
0.971,0.06,0.22,1.02
0.987,0.07,0.21,1.02
0.991,0.07,0.21,1.01
1.012,0.06,0.21,1.00
1.013,0.07,0.22,1.00
1.024,0.08,0.23,1.00
1.038,0.07,0.22,1.01
1.041,0.07,0.21,1.03
1.065,0.07,0.21,1.03
1.066,0.06,0.22,1.03
1.074,0.06,0.23,1.03
1.083,0.06,0.22,1.04
1.091,0.06,0.23,1.06
1.104,0.05,0.23,1.07
1.112,0.05,0.23,1.06
1.121,0.06,0.22,1.06
1.142,0.05,0.23,1.04
1.142,0.07,0.22,1.02
1.151,0.06,0.22,1.00
1.161,0.06,0.22,1.00
1.172,0.07,0.21,1.00
1.183,0.07,0.22,1.00
1.191,0.08,0.22,1.00
1.202,0.08,0.23,1.02
1.211,0.06,0.22,1.02
1.222,0.07,0.22,1.02
1.238,0.06,0.21,1.02
1.243,0.06,0.22,1.04
1.252,0.06,0.22,1.04
1.277,0.05,0.22,1.03
1.278,0.06,0.22,1.02
1.294,0.06,0.22,1.02
1.294,0.06,0.20,1.03
1.306,0.06,0.20,1.02
1.311,0.06,0.21,1.03
1.321,0.06,0.21,1.02
1.333,0.05,0.20,1.01
1.341,0.06,0.21,1.03
1.353,0.07,0.22,1.01
1.361,0.06,0.22,1.02
1.372,0.06,0.22,1.01
1.383,0.07,0.22,1.02
1.391,0.06,0.22,1.03
1.402,0.07,0.22,1.02
1.411,0.06,0.21,1.02
1.422,0.06,0.21,1.04
1.434,0.06,0.22,1.02
1.441,0.06,0.22,1.03
1.458,0.06,0.22,1.03
1.462,0.05,0.22,1.02
1.471,0.05,0.22,1.04
1.484,0.05,0.22,1.03
1.491,0.05,0.21,1.02
1.502,0.06,0.22,1.03
1.511,0.06,0.20,1.02
1.522,0.06,0.21,1.03
1.532,0.07,0.21,1.03
1.542,0.07,0.22,1.02
1.555,0.08,0.22,1.02
1.562,0.08,0.22,1.02
1.571,0.08,0.21,1.02
1.584,0.07,0.23,1.02
1.591,0.06,0.22,1.02
1.605,0.06,0.22,1.03
1.611,0.05,0.23,1.04
1.622,0.06,0.22,1.02
