time,x,y,z
0.007,0.05,0.10,1.09
0.018,0.05,0.12,1.06
0.043,0.06,0.12,1.03
0.044,0.05,0.07,1.04
0.047,0.05,0.06,1.05
0.061,0.07,0.06,1.05
0.066,0.07,0.08,1.04
0.076,0.06,0.08,1.03
0.086,0.06,0.09,1.01
0.096,0.04,0.09,1.00
0.106,0.03,0.11,1.00
0.115,0.03,0.10,1.05
0.127,0.04,0.09,1.05
0.135,0.04,0.09,1.07
0.146,0.04,0.09,1.07
0.157,0.04,0.10,1.07
0.165,0.05,0.10,1.07
0.176,0.05,0.10,1.03
0.185,0.04,0.10,1.02
0.196,0.05,0.11,1.01
0.206,0.04,0.12,1.04
0.215,0.02,0.12,1.03
0.226,0.03,0.13,1.03
0.235,0.03,0.12,1.03
0.246,0.04,0.11,1.05
0.261,0.04,0.10,1.06
0.265,0.07,0.14,1.04
0.276,0.03,0.11,1.05
0.285,0.04,0.10,1.04
0.297,0.04,0.10,1.03
0.311,0.04,0.11,1.00
0.315,0.02,0.13,1.00
0.326,0.02,0.14,1.00
0.337,0.02,0.13,1.04
0.346,0.03,0.14,1.03
0.361,0.04,0.14,1.04
0.365,0.04,0.13,1.05
0.376,0.02,0.13,1.04
0.385,0.02,0.13,1.05
0.397,0.03,0.12,1.04
0.408,0.03,0.11,1.02
0.416,0.04,0.10,1.04
0.426,0.06,0.10,1.07
0.435,0.05,0.09,1.07
0.446,0.04,0.10,1.06
0.457,0.05,0.10,1.06
0.465,0.05,0.11,1.06
0.476,0.04,0.11,1.04
0.485,0.03,0.12,1.04
0.498,0.03,0.13,1.03
0.516,0.02,0.13,1.03
0.517,0.04,0.13,1.03
0.526,0.06,0.14,1.02
0.535,0.05,0.13,1.02
0.546,0.04,0.14,1.02
0.561,0.05,0.11,1.00
0.565,0.05,0.11,1.02
0.576,0.06,0.11,1.02
0.585,0.06,0.10,1.03
0.608,0.04,0.10,1.02
0.609,0.04,0.10,1.04
0.616,0.04,0.10,1.03
0.626,0.04,0.12,1.08
0.636,0.02,0.09,1.05
0.646,0.04,0.09,1.04
0.666,0.04,0.11,1.04
0.667,0.04,0.11,1.05
0.677,0.03,0.11,1.02
0.686,0.04,0.11,1.06
0.701,0.04,0.11,1.05
0.713,0.04,0.11,1.05
0.724,0.04,0.10,1.04
0.728,0.04,0.11,1.04
0.737,0.04,0.12,1.04
0.746,0.06,0.11,1.04
0.757,0.05,0.10,1.04
0.766,0.05,0.10,1.04
0.775,0.05,0.10,1.04
0.785,0.05,0.11,1.04
0.796,0.04,0.11,1.05
0.809,0.04,0.11,1.04
0.816,0.05,0.10,1.05
0.826,0.05,0.11,1.05
0.835,0.05,0.10,1.06
0.846,0.04,0.10,1.04
0.856,0.05,0.10,1.05
0.865,0.04,0.10,1.04
0.876,0.03,0.11,1.05
0.885,0.04,0.10,1.04
0.896,0.04,0.11,1.06
0.910,0.05,0.10,1.04
0.916,0.04,0.12,1.04
0.926,0.04,0.11,1.06
0.936,0.04,0.11,1.06
0.946,0.04,0.11,1.05
0.961,0.04,0.10,1.04
0.965,0.04,0.12,1.04
0.976,0.04,0.11,1.04
