time
6.762
6.832
6.929
6.962
7.043
7.114
7.174
7.254
7.322
7.445
7.473
7.523
7.626
7.672
7.742
7.856
7.882
7.952
8.012
8.092
8.164
8.238
8.301
8.372
8.442
