time
1.8
1.82
1.861
1.871
1.922
1.931
1.972
2.001
2.001
2.118
2.118
2.118
2.123
2.141
2.173
2.2
2.211
2.222
2.272
2.281
2.322
2.351
2.371
2.4
2.422
2.422
2.473
2.491
2.523
2.561
2.573
2.6
2.623
2.631
2.673
2.701
2.723
2.771
2.775
2.8
2.823
2.841
2.873
2.911
2.923
2.972
2.981
3.103
3.104
3.104
3.104
3.121
3.125
3.176
3.191
3.2
3.225
3.261
3.274
3.325
3.331
3.376
3.401
3.401
3.426
3.471
3.476
3.526
3.541
3.576
3.6
3.611
3.626
3.676
3.681
3.727
3.751
3.777
3.8
3.824
3.828
3.877
3.893
3.927
3.961
3.977
4
4.033
4.034
4.077
4.102
4.128
4.171
4.178
4.2
4.228
4.241
4.278
4.311
4.378
4.382
4.4
4.429
4.451
4.479
4.521
4.529
4.578
4.733
4.733
4.733
4.734
4.734
4.734
4.734
4.779
4.8
4.8
4.834
4.871
4.879
4.929
4.941
4.978
5
5.011
5.031
5.081
5.081
5.129
5.151
5.179
5.2
5.221
5.228
5.28
5.291
5.33
5.361
5.38
5.4
5.431
5.431
5.48
5.501
5.53
5.571
5.714
5.715
5.715
5.715
5.715
5.715
5.73
5.782
5.782
5.799
5.83
5.852
5.88
5.921
5.93
5.98
5.991
6
6.03
6.062
6.08
6.133
6.133
6.181
6.201
6.201
6.231
6.271
6.281
6.331
6.341
6.381
6.4
6.411
6.431
6.482
6.483
6.531
6.551
6.58
6.6
6.621
6.631
6.682
6.691
6.732
6.761
6.782
6.8
6.832
6.832
6.882
6.901
6.932
6.971
6.982
7
7.032
7.041
7.082
7.111
7.291
7.292
7.292
7.292
7.292
7.292
7.293
7.321
7.334
7.384
7.391
7.4
7.434
7.461
7.484
7.531
7.535
7.584
7.601
7.601
7.634
7.671
7.683
7.734
7.741
7.785
7.8
7.811
7.835
7.881
7.885
7.935
7.951
7.985
8
8.021
8.035
8.085
8.091
8.237
8.237
8.238
8.238
8.238
8.238
8.288
8.301
8.337
8.371
8.388
8.4
8.438
8.442
8.488
8.511
8.538
8.581
8.588
8.6
8.638
8.651
8.688
8.721
8.738
8.788
8.791
8.8
8.838
8.861
8.89
8.931
8.94
8.989
9.001
9.001
9.041
9.071
9.089
9.138
9.143
9.19
9.2
9.211
9.24
9.281
9.29
9.34
9.351
9.39
9.4
9.421
9.44
9.491
9.491
9.54
9.561
9.59
9.6
9.631
9.64
9.799
9.799
9.8
9.8
9.8
9.8
9.842
9.843
9.89
9.911
9.94
9.981
9.99
10
10.04
10.051
10.09
10.121
10.14
10.191
10.191
10.2
10.24
10.261
10.29
10.332
10.34
10.39
10.401
10.401
10.44
10.471
10.49
10.543
10.543
10.592
10.6
10.611
10.642
10.787
10.787
10.787
10.788
10.795
10.8
10.821
10.841
10.893
10.893
10.961
10.992
11
11.034
11.043
11.093
11.101
11.143
11.171
11.193
11.2
11.241
11.245
11.293
11.311
11.343
11.381
11.392
11.4
11.443
11.451
11.494
11.521
11.544
11.591
11.594
11.6
11.644
11.661
11.694
11.731
11.744
11.793
11.801
11.801
11.844
11.871
11.895
11.941
11.945
11.995
12
12.011
12.045
12.081
12.095
12.145
12.151
12.194
12.2
12.221
12.37
12.37
12.371
12.371
12.371
12.397
12.4
12.432
12.447
12.497
12.501
12.547
12.571
12.597
12.6
12.641
12.647
12.698
12.711
12.748
12.781
12.799
12.803
12.851
12.898
12.921
12.95
12.991
13.001
13.001
13.05
13.061
13.099
13.131
13.149
13.202
13.202
13.203
13.249
13.391
13.392
13.392
13.392
13.401
13.401
13.41
13.449
13.481
13.499
13.549
13.553
13.6
13.604
13.621
13.649
13.691
13.699
13.748
13.761
13.801
13.802
13.831
13.849
13.906
13.906
13.949
13.971
14.001
14.004
14.041
14.049
14.102
14.111
14.149
14.181
14.2
14.203
14.249
14.253
14.299
14.322
14.348
14.391
14.401
14.401
14.45
14.461
14.5
14.531
14.55
14.603
14.604
14.604
14.671
14.7
14.741
14.75
14.801
14.801
14.811
14.965
14.965
14.965
14.965
14.965
15.001
15.021
15.05
15.091
15.1
15.15
15.161
15.201
15.201
15.231
15.249
15.3
15.301
