Time
12.081
12.161
12.248
12.309
12.371
12.441
12.525
12.617
12.651
12.731
12.832
12.872
12.941
13.016
13.152
13.155
13.226
13.291
13.361
13.449
13.527
13.572
13.647
13.741
13.782
13.855
13.932
14.035
14.877
14.879
14.881
14.882
14.884
14.896
14.898
14.901
14.903
14.905
14.907
14.909
14.911
14.99
15.073
15.148
15.213
15.304
15.339
15.421
15.488
15.532
15.631
15.701
15.741
15.815
15.926
16.004
16.032
16.105
16.227
16.247
16.316
16.428
16.451
16.521
16.611
16.73
16.732
16.814
16.924
16.944
17.026
17.106
17.151
17.239
17.318
17.408
17.439
17.519
17.608
17.641
17.763
17.787
17.851
