Time
15,091
15,134
15,142
15,164
15,193
15,234
15,244
15,297
15,301
15,336
15,345
15,373
15,447
15,448
15,496
15,514
15,53
15,55
15,584
15,602
15,653
15,705
15,723
15,737
15,754
15,794
15,806
15,856
15,862
15,91
15,933
15,933
15,962
16,005
16,064
16,072
16,115
16,137
16,143
16,167
16,215
16,269
16,283
16,321
16,336
16,354
16,372
16,423
16,423
16,475
16,494
16,576
16,576
16,576
16,627
16,633
16,679
16,704
16,73
16,771
16,777
16,831
16,844
16,881
16,911
16,939
16,941
16,986
17,039
17,054
17,09
17,123
17,133
17,141
17,193
17,24
17,263
17,292
17,333
17,333
17,343
17,394
17,403
17,447
17,51
17,529
17,544
17,546
17,597
17,614
17,649
17,684
17,698
17,732
17,748
17,753
17,801
17,824
17,85
17,893
17,902
17,938
17,954
17,963
18,006
18,034
18,057
18,105
18,108
18,138
18,159
18,174
18,21
18,245
18,26
18,316
18,316
18,33
18,366
18,384
18,418
18,453
18,467
18,517
18,523
18,536
18,573
18,594
18,664
18,675
18,73
18,731
18,778
18,804
18,829
18,872
18,88
18,929
18,944
18,979
19,011
19,078
19,083
19,139
19,14
19,153
19,224
19,233
19,286
19,293
19,333
19,397
19,398
19,437
19,437
19,488
19,502
19,532
19,539
19,574
19,637
19,643
19,692
19,714
19,734
19,784
19,792
19,845
19,853
19,896
19,923
19,937
19,947
19,995
19,998
20,047
20,064
20,101
20,133
20,134
20,153
20,207
20,207
20,273
20,361
20,361
20,361
20,361
20,405
20,412
20,456
20,484
20,506
20,536
20,555
20,556
20,61
20,624
20,662
20,694
20,712
20,737
20,764
20,764
20,817
20,834
20,866
20,905
20,915
20,936
20,968
20,971
21,023
21,044
21,072
21,115
21,122
21,136
21,177
21,183
21,229
21,254
21,279
21,323
21,329
21,38
21,394
21,433
21,464
21,534
21,535
21,535
21,603
21,636
21,674
21,733
21,735
21,743
21,786
21,814
21,837
21,884
21,929
21,933
21,953
21,987
22,023
22,038
22,088
22,093
22,133
22,217
22,218
22,232
22,239
22,291
22,304
22,334
22,34
22,375
22,389
22,439
22,442
22,494
22,514
22,537
22,545
22,585
22,596
22,648
22,653
22,699
22,723
22,729
22,748
22,793
22,798
22,849
22,863
22,901
22,931
22,931
23,005
23,006
23,071
23,105
23,136
23,143
23,208
23,213
23,261
23,283
23,313
23,33
23,354
23,365
23,416
23,423
23,466
23,494
23,518
23,53
23,562
23,569
23,62
23,632
23,674
23,704
23,723
23,736
23,775
23,776
23,83
23,843
23,88
23,914
23,933
23,979
23,982
24,032
24,054
24,083
24,123
24,129
24,186
24,193
24,238
24,264
24,288
24,33
24,331
24,386
24,403
24,441
24,475
24,491
24,533
24,542
24,594
24,614
24,646
24,681
24,696
24,738
24,747
24,753
24,798
24,824
24,892
24,897
24,936
25,019
25,019
25,033
25,047
25,098
25,103
25,134
25,153
25,174
25,203
