time
1.59
1.609
1.615
1.669
1.681
1.72
1.751
1.789
1.82
1.823
1.873
1.891
1.959
1.973
1.988
2.023
2.03
2.073
2.102
2.125
2.169
2.173
2.189
2.227
2.241
2.311
2.326
2.38
2.38
2.388
2.433
2.451
2.482
2.521
2.534
2.59
2.591
2.631
2.658
2.684
2.73
2.784
2.787
2.801
2.837
2.87
2.935
2.938
2.988
2.992
3.011
3.038
3.081
3.091
3.143
3.15
3.192
3.194
3.222
3.246
3.289
3.294
3.347
3.36
3.389
3.397
3.431
3.449
3.501
3.504
3.554
3.57
3.589
3.604
3.641
3.701
3.71
3.751
3.78
3.788
3.8
4.026
4.026
4.026
4.027
4.027
4.027
4.027
4.028
4.059
4.059
4.101
4.131
4.153
4.19
4.199
4.251
4.268
4.304
4.341
4.356
4.392
4.404
4.41
4.457
4.481
4.507
4.55
4.558
4.597
4.608
4.621
4.737
4.738
4.76
4.76
4.79
4.81
4.829
4.862
4.902
4.913
4.963
4.968
4.989
5.014
5.04
5.11
5.114
5.165
5.181
5.188
5.215
5.252
5.268
5.32
5.323
5.374
5.393
5.393
5.423
5.462
5.475
5.531
5.572
5.588
5.6
5.624
5.67
5.728
5.741
5.778
5.788
5.812
5.827
5.881
5.881
5.933
5.951
5.982
5.988
6.019
6.033
6.082
6.088
6.135
6.161
6.184
6.187
6.231
6.235
6.286
6.301
6.34
6.372
6.397
6.397
6.44
6.492
6.511
6.542
6.741
6.742
6.742
6.742
6.743
6.743
6.743
6.789
6.79
6.794
6.845
6.861
6.897
6.93
6.947
6.992
6.996
6.999
7.048
7.071
7.1
7.141
7.153
7.189
7.212
7.251
7.282
7.304
7.35
7.392
7.407
7.531
7.532
7.532
7.556
7.559
7.597
7.61
7.632
7.661
7.702
7.712
7.761
7.771
7.791
7.814
7.842
7.866
7.911
7.914
7.968
7.979
7.988
8.019
8.051
8.073
8.121
8.124
8.174
8.191
8.194
8.224
8.26
8.276
8.33
8.38
8.39
8.4
8.429
8.472
8.478
8.531
8.54
8.582
8.587
8.611
8.634
8.682
8.685
8.737
8.75
8.787
8.822
8.837
8.886
8.889
8.938
8.961
8.994
8.997
9.032
9.093
9.101
9.144
9.172
9.189
9.193
9.24
9.244
9.295
9.452
9.452
9.452
9.452
9.453
9.453
9.453
9.497
9.52
9.548
9.593
9.595
9.598
9.651
9.66
9.704
9.732
9.753
9.789
9.799
9.803
9.857
9.871
9.91
9.942
9.96
9.989
10.012
10.015
10.064
10.082
10.22
10.22
10.221
10.221
10.221
10.264
10.292
10.317
10.36
10.389
10.418
10.431
10.469
10.502
10.522
10.571
10.573
10.591
10.625
10.641
10.675
10.71
10.729
10.78
10.795
10.83
10.851
10.882
10.932
10.935
10.984
10.987
11.001
11.035
11.072
11.089
11.14
11.147
11.193
11.193
11.211
11.243
11.282
11.292
11.343
11.35
11.392
11.394
11.419
11.448
11.489
11.549
11.561
11.588
11.632
11.648
11.701
11.704
11.751
11.771
11.796
11.804
11.841
11.854
11.905
11.908
11.954
11.982
11.99
12.159
12.159
12.16
12.16
12.16
12.16
12.187
12.188
12.204
12.255
12.258
12.307
12.33
12.357
12.395
12.4
12.407
12.463
12.471
12.515
12.542
12.565
12.596
12.61
12.667
12.681
12.716
12.752
12.767
12.794
12.82
12.983
12.984
12.984
12.984
12.985
12.994
13.024
13.03
13.074
13.101
13.127
13.17
13.176
13.196
13.23
13.24
13.282
13.311
13.333
13.382
13.385
13.387
13.434
13.451
13.487
13.521
13.535
13.59
13.59
13.639
13.659
13.69
13.732
13.741
13.795
13.796
13.799
13.843
13.871
13.894
13.942
13.944
13.989
13.994
14.011
14.046
14.082
14.145
14.148
14.192
14.194
14.221
14.248
14.29
14.35
14.36
14.393
14.431
14.452
14.501
14.504
14.555
14.571
14.594
14.641
14.655
14.705
14.708
14.758
14.916
14.917
14.917
14.917
14.918
14.918
14.956
14.993
14.995
15.01
15.061
15.065
15.113
15.131
15.163
15.19
15.201
15.214
15.265
15.269
15.342
15.367
15.389
15.411
15.468
15.491
15.52
15.562
15.569
15.59
15.622
