Instante(s),Pos_x(m),Pos_y(m)
0.0,0.0,0.0
0.093,0.141,0.343
0.158,0.239,0.541
0.191,0.289,0.631
0.281,0.425,0.798
0.374,0.566,0.884
0.411,0.622,0.906
0.498,0.754,0.881
0.562,0.851,0.823
0.658,0.996,0.645
0.702,1.063,0.545
0.77,1.166,0.344
0.879,1.331,-0.094
0.904,1.369,-0.201
0.971,1.47,-0.53
1.072,1.623,-1.127
1.114,1.687,-1.393
1.198,1.814,-1.993
1.276,1.932,-2.611
1.321,2.0,-2.986
