Instante(s),Pos_x(m),Pos_y(m)
0.094,0.0,0.0
0.141,0.193,0.145
0.215,0.302,0.3
0.293,0.413,0.401
0.35,0.483,0.454
0.425,0.597,0.456
0.506,0.715,0.389
0.56,0.771,0.33
0.632,0.885,0.188
0.702,0.981,0.003
0.798,1.143,-0.365
0.839,1.141,-0.517
0.922,1.304,-0.926
1.018,1.458,-1.502
1.05,1.416,-1.683
1.12,1.566,-2.155
1.221,1.756,-2.967
1.251,1.683,-3.196
1.329,1.872,-3.888
1.418,2.017,-4.764
1.469,2.017,-5.273
1.531,2.124,-5.936
