Instante(s),Pos_x(m),Pos_y(m)
0.093,0.0,0.0
0.158,0.255,0.157
0.191,0.299,0.236
0.281,0.464,0.323
0.374,0.619,0.325
0.411,0.645,0.333
0.498,0.82,0.234
0.562,0.905,0.135
0.658,1.092,-0.133
0.702,1.11,-0.252
0.77,1.245,-0.498
0.879,1.476,-1.053
0.904,1.403,-1.165
0.971,1.569,-1.539
1.072,1.787,-2.236
1.114,1.757,-2.519
1.198,1.966,-3.189
1.276,2.083,-3.865
1.321,2.09,-4.261
