Instante(s),Pos_x(m),Pos_y(m)
0.0,0,0
0.094,0.123,0.377
0.141,0.184,0.543
0.215,0.281,0.752
0.293,0.383,0.912
0.35,0.457,0.998
0.425,0.555,1.055
0.506,0.661,1.052
0.56,0.732,1.022
0.632,0.826,0.931
0.702,0.917,0.794
0.798,1.042,0.516
0.839,1.096,0.38
0.922,1.204,0.039
1.018,1.33,-0.446
1.05,1.372,-0.618
1.12,1.463,-1.042
1.221,1.595,-1.753
1.251,1.634,-1.973
1.329,1.736,-2.606
1.418,1.852,-3.404
1.469,1.919,-3.888
1.531,2.0,-4.513
