Instante(s),Pos_x(m),Pos_y(m)
0.07,0,0
0.167,0.218,0.252
0.2,0.246,0.348
0.281,0.362,0.481
0.352,0.449,0.555
0.412,0.52,0.589
0.492,0.633,0.555
0.56,0.712,0.489
0.683,0.913,0.156
0.711,0.87,0.098
0.761,0.951,-0.04
0.864,1.135,-0.482
0.91,1.133,-0.675
0.98,1.248,-1.032
1.094,1.451,-1.791
1.12,1.368,-1.948
1.19,1.516,-2.45
1.25,1.577,-2.909
1.33,1.71,-3.6
1.402,1.789,-4.267
1.476,1.887,-5.008
1.539,1.948,-5.671
1.61,2.053,-6.473
1.68,2.14,-7.311
