time,x,y,z
0.0120,-0.0469,0.2346,0.8603
0.0770,0.0001,0.1720,0.9385
0.1440,-0.0312,0.2033,0.9542
0.2170,-0.0312,0.2033,0.9698
0.2750,0.0001,0.1876,0.9385
0.3650,-0.0312,0.2033,0.9542
0.4160,-0.0156,0.1876,0.9698
0.4950,-0.0156,0.1720,0.9542
0.5670,-0.0312,0.1876,0.9698
0.6350,-0.0156,0.1720,0.9385
0.7060,-0.0156,0.1720,0.9385
0.7860,-0.0156,0.1720,0.9542
0.8450,-0.0156,0.1876,0.9542
0.9210,-0.0156,0.1876,0.9698
0.9860,0.0001,0.1720,0.9542
1.0450,-0.0156,0.1876,0.9698
1.1250,-0.0156,0.1876,1.0011
1.1950,0.0157,0.1876,0.8603
1.2640,0.0001,0.1876,1.0011
1.3350,-0.0156,0.2033,0.9698
1.4090,0.0313,0.1876,0.9072
1.4870,0.0313,0.1876,0.9385
1.5440,0.0939,0.1563,0.9698
1.6150,0.0939,0.1251,0.9542
1.6850,0.0626,0.1720,0.9385
1.7440,0.0783,0.1407,0.9072
1.8250,0.0783,0.1563,0.9542
1.8950,0.0470,0.1876,0.9698
1.9810,0.0313,0.1720,0.9698
2.0350,0.0470,0.1563,0.9698
2.1050,0.0783,0.1563,0.9385
2.1830,0.0939,0.1094,0.9698
2.2450,0.0626,0.1251,0.9542
2.3180,0.0939,0.1720,0.9229
2.3850,0.0939,0.1720,0.9385
2.4550,0.0157,0.1876,0.9854
2.5150,0.0313,0.2189,0.9854
2.5990,0.0470,0.2033,0.9542
2.6550,0.1252,0.0938,0.9072
2.7350,0.1721,0.0781,0.9072
2.8050,0.0626,0.1563,0.8916
2.9000,0.0313,0.2658,0.9542
2.9470,0.0783,0.1720,0.9542
3.0040,0.1252,0.0781,1.0167
3.0890,0.1565,0.1251,0.9072
3.1540,0.1252,0.1407,0.9072
3.2520,0.1408,0.1563,0.9698
3.3070,0.1565,0.1563,0.8916
3.3650,0.1252,0.1094,0.9698
3.4350,0.0470,0.1876,1.0011
3.5060,0.0939,0.1563,0.9854
3.5650,0.0626,0.1876,0.8916
3.6450,0.0783,0.1407,0.9854
3.7150,0.0470,0.1563,0.9542
3.7980,0.0470,0.1563,0.9542
3.8550,0.0783,0.1407,0.9542
3.9260,0.0626,0.1563,0.9698
4.0030,0.0783,0.1407,0.9698
4.0650,0.0783,0.1251,0.9542
4.1350,0.1252,0.1251,1.0324
4.2050,0.0939,0.1094,0.9542
4.2750,0.0783,0.1251,0.9698
4.3350,0.1408,0.1876,0.9072
4.4150,0.1252,0.1876,0.9385
4.4750,0.1252,0.1094,0.9385
4.5550,0.1095,-0.0001,1.1106
4.6250,-0.0156,-0.0001,1.0167
4.7000,0.0157,0.0938,0.9698
4.7650,0.0470,0.1407,0.9385
4.8350,0.0626,0.1094,0.9385
4.9050,0.0939,0.1094,0.9698
4.9750,0.0783,0.1094,0.9542
5.0460,0.1095,0.1407,0.9542
5.1190,0.0470,0.0938,0.9229
5.1850,0.1095,0.1251,0.9698
5.2450,0.1252,0.1563,1.0324
5.3250,0.0470,0.1251,0.9854
5.4190,0.0626,0.1407,0.9542
5.4650,0.0626,0.1563,0.8447
5.5410,0.0626,0.0938,0.8760
5.6240,0.0470,0.1251,0.8916
5.6750,0.0313,0.2346,0.8447
5.7450,0.0313,0.3128,0.8916
5.8170,0.0470,0.2658,0.9229
5.8850,0.0157,0.2502,1.0167
5.9550,0.1095,0.2033,1.0324
6.0490,0.1408,0.2502,0.9072
6.1180,0.1252,0.2189,0.9698
6.1550,0.0157,0.2346,0.9072
6.2380,0.0626,0.2033,0.9385
6.3130,0.0626,0.2346,0.9698
6.3750,0.0939,0.2033,0.9854
6.4450,0.0783,0.2033,0.9072
6.5340,0.0626,0.2033,0.9229
6.5770,0.0626,0.2033,0.9385
6.6550,0.0626,0.1876,0.9698
6.7250,0.0939,0.2033,0.9542
6.8170,0.0783,0.1876,0.9229
