time,x,y,z
0.0260,0.0939,-0.0939,0.9698
0.0910,0.1252,-0.0939,0.9698
0.1610,0.0783,-0.0783,0.9698
0.2310,0.1252,-0.0783,0.9854
0.3020,0.0939,-0.0783,0.9698
0.3720,0.1095,-0.0939,0.9698
0.4420,0.0939,-0.0783,0.9698
0.5510,0.0939,-0.0939,0.9698
0.5890,0.0939,-0.0939,0.9698
0.6530,0.0783,-0.0939,0.9854
0.7280,0.0783,-0.0783,0.9854
0.7920,0.0783,-0.0939,0.9698
0.8620,0.0939,-0.0939,0.9854
0.9320,0.0939,-0.0783,0.9698
0.9920,0.0783,-0.0939,0.9698
1.0620,0.0939,-0.0939,0.9698
1.1320,0.0939,-0.0939,0.9854
1.2040,0.0939,-0.0783,0.9698
1.2820,0.0939,-0.0939,0.9854
1.3530,0.0626,-0.0939,0.9854
1.4300,0.0783,-0.0939,0.9854
1.4820,0.0783,-0.0939,0.9698
1.5620,0.0783,-0.0939,0.9698
1.6320,0.0783,-0.0783,0.9698
1.7020,0.0626,-0.0939,0.9854
1.7620,0.0939,-0.0783,0.9854
1.8420,0.0939,-0.0783,0.9698
1.9120,0.0783,-0.0939,1.0011
1.9720,0.0783,-0.0783,0.9698
2.0520,0.0783,-0.1095,0.9698
2.1310,0.1095,-0.0783,0.9854
2.1920,0.0783,-0.0783,0.9698
2.2630,0.0939,-0.0939,0.9854
2.3360,0.1095,-0.0939,0.9854
2.4020,0.0939,-0.0939,0.9698
2.4720,0.0939,-0.0783,0.9698
2.5420,0.1095,-0.0783,0.9698
2.6120,0.0939,-0.0939,0.9854
2.6720,0.0939,-0.0939,0.9854
2.7430,0.0783,-0.0626,0.9854
2.8120,0.0939,-0.1095,0.9698
2.8930,0.1095,-0.0783,0.9698
2.9540,0.0939,-0.0783,1.0167
3.0410,0.0939,-0.0783,0.9542
3.1020,0.0783,-0.0939,0.9698
3.1720,0.0783,-0.0939,0.9698
3.2480,0.1252,-0.0626,0.9698
3.3130,0.1095,-0.1408,0.9854
3.3840,0.1252,-0.0939,0.9698
3.4550,0.0939,-0.1095,0.9698
3.5130,0.1095,-0.0939,0.9698
3.5930,0.1095,-0.1252,0.9854
3.6660,0.1095,-0.1095,0.9854
3.7430,0.1252,-0.0783,0.9698
3.8030,0.1408,-0.0783,0.9542
3.8630,0.1565,-0.0783,0.9698
3.9540,0.1408,-0.0783,0.9698
4.0120,0.1095,-0.0783,0.9542
4.0820,0.1408,-0.0626,0.9698
4.1790,0.1252,-0.0939,0.9698
4.2120,0.1408,-0.0626,0.9854
4.2930,0.1408,-0.0939,0.9698
4.3660,0.1408,-0.0470,0.9854
4.4320,0.1565,-0.0783,0.9698
4.5030,0.1252,-0.0626,0.9698
4.5730,0.1252,-0.0783,0.9542
4.6320,0.1252,-0.0470,0.9698
4.7120,0.1408,-0.0939,0.9854
4.7830,0.1408,-0.0783,0.9854
4.8590,0.1252,-0.0783,0.9698
4.9230,0.1408,-0.0626,0.9698
4.9930,0.1408,-0.0783,0.9854
5.0640,0.1252,-0.0783,0.9854
5.1330,0.1095,-0.0783,0.9542
5.2030,0.1408,-0.0626,0.9698
5.2720,0.1252,-0.0783,0.9698
5.3430,0.1252,-0.0626,0.9698
