time,x,y,z
0.0410,0.2034,-0.1408,0.9542
0.1130,0.2347,-0.1408,0.9385
0.1890,0.2190,-0.1252,0.9542
0.2410,0.2190,-0.1408,0.9542
0.3220,0.2190,-0.1408,0.9542
0.3910,0.2190,-0.1408,0.9542
0.4610,0.2190,-0.1408,0.9542
0.5310,0.2190,-0.1252,0.9542
0.6030,0.2190,-0.1408,0.9542
0.6860,0.2347,-0.1408,0.9542
0.7420,0.2034,-0.1252,0.9542
0.8120,0.2190,-0.1252,0.9542
0.8830,0.2034,-0.1408,0.9698
0.9420,0.2190,-0.1408,0.9542
1.0120,0.2190,-0.1408,0.9542
1.0910,0.2190,-0.1408,0.9542
1.1620,0.2190,-0.1252,0.9542
1.2320,0.2034,-0.1252,0.9542
1.3010,0.2034,-0.1252,0.9385
1.3710,0.2034,-0.1408,0.9542
1.4320,0.2190,-0.1252,0.9542
1.5160,0.2034,-0.1252,0.9542
1.5840,0.2190,-0.1252,0.9542
1.6420,0.2190,-0.1408,0.9542
1.7220,0.2034,-0.1408,0.9698
1.7920,0.2190,-0.1252,0.9542
1.8530,0.2190,-0.1408,0.9542
1.9310,0.2190,-0.1408,0.9542
2.0020,0.2190,-0.1252,0.9542
2.1030,0.2190,-0.1252,0.9542
2.1420,0.2347,-0.1252,0.9542
2.2120,0.2190,-0.1252,0.9542
2.2870,0.2190,-0.1252,0.9542
2.3510,0.2190,-0.1252,0.9542
2.4210,0.2190,-0.1252,0.9542
2.4920,0.2190,-0.1252,0.9698
2.5520,0.2190,-0.1408,0.9542
2.6220,0.2034,-0.1408,0.9542
2.7020,0.2190,-0.1408,0.9542
2.7610,0.2190,-0.1252,0.9542
2.8420,0.2190,-0.1408,0.9698
2.9130,0.2190,-0.1408,0.9698
3.0000,0.2190,-0.1408,0.9542
3.0520,0.2347,-0.1252,0.9542
3.1310,0.2347,-0.1408,0.9542
3.2130,0.2190,-0.1252,0.9542
3.2620,0.2190,-0.1565,0.9542
3.3320,0.2347,-0.1408,0.9542
3.4020,0.2190,-0.1408,0.9542
3.4710,0.2347,-0.1408,0.9385
3.5320,0.2347,-0.1408,0.9542
3.6170,0.2347,-0.1408,0.9385
3.6990,0.2503,-0.1408,0.9542
3.7520,0.2190,-0.1408,0.9385
3.8220,0.2347,-0.1565,0.9542
3.9020,0.2503,-0.1252,0.9385
3.9620,0.2503,-0.1565,0.9698
4.0320,0.2347,-0.1252,0.9385
4.1070,0.2347,-0.1252,0.9385
4.1720,0.2660,-0.1408,0.9698
4.2420,0.2503,-0.1252,0.9542
4.3130,0.2503,-0.1252,0.9229
4.4000,0.2503,-0.0939,0.9542
4.4520,0.2503,-0.0626,0.9229
4.5220,0.2347,-0.0783,0.9542
4.6080,0.2347,-0.1095,0.9542
4.6620,0.2347,-0.0626,0.9542
4.7370,0.2347,-0.0313,0.9072
4.8080,0.2816,-0.1252,1.0167
4.8710,0.2190,-0.1565,0.9229
4.9440,0.2034,-0.1252,0.9542
5.0130,0.2816,-0.1565,0.9542
5.0810,0.2190,-0.1095,0.9542
5.1520,0.2190,-0.1252,0.8760
5.2230,0.2972,-0.1252,1.0480
5.3090,0.2034,-0.2190,0.9229
5.3620,0.2347,-0.1095,0.9385
5.4330,0.2660,-0.1408,0.9542
5.5070,0.2190,-0.1252,0.9229
5.5720,0.2660,-0.1565,0.9385
5.6320,0.2503,-0.1408,0.9542
5.7220,0.2347,-0.1565,0.9698
5.7720,0.2347,-0.1565,0.9542
5.8520,0.2503,-0.1565,0.9542
5.9130,0.2347,-0.1408,0.9542
6.0090,0.2503,-0.1565,0.9542
6.0620,0.2347,-0.1408,0.9542
6.1220,0.2503,-0.1721,0.9542
6.2140,0.2503,-0.1408,0.9385
6.2720,0.2347,-0.1408,0.9385
6.3420,0.2347,-0.1565,0.9542
6.4420,0.2347,-0.1408,0.9542
6.4810,0.2503,-0.1565,0.9542
6.5420,0.2503,-0.1408,0.9542
6.6220,0.2347,-0.1408,0.9542
6.7090,0.2503,-0.1408,0.9542
6.7620,0.2503,-0.1408,0.9542
6.8320,0.2347,-0.1408,0.9542
6.9290,0.2347,-0.1565,1.0011
6.9620,0.1408,-0.0157,1.3765
7.0430,-0.1563,0.6412,1.9239
7.1140,-0.7038,1.9238,1.9239
7.1740,-0.6412,-0.4536,1.3921
7.2540,0.0001,-0.0939,-0.0781
7.3220,0.0157,-0.1095,-0.0156
7.4450,0.0157,-0.1408,-0.0938
7.4730,-0.0156,-0.1721,-0.0938
7.5230,0.0001,-0.1878,-0.0938
7.6260,0.0470,-0.1252,-0.0469
7.6720,0.0626,-0.0626,-0.0469
7.7420,0.0783,-0.0470,-0.0469
7.8560,0.0470,-0.0470,-0.0469
7.8820,0.0313,-0.0783,-0.0625
7.9520,0.0313,-0.0939,-0.1094
8.0120,0.9229,-1.8301,1.9395
8.0920,0.2034,0.0156,-0.7038
8.1640,-0.2033,-0.1565,0.0157
8.2380,-0.0625,-0.0939,-1.5640
8.3010,-0.2189,-0.2503,-0.8602
8.3720,-0.2815,-0.2347,-0.9697
8.4420,-0.1720,-0.2660,-0.9697
8.5310,-0.1563,-0.2347,-1.0010
8.5820,-0.1094,-0.2190,-0.9853
8.6590,-0.1251,-0.2190,-1.0010
8.7370,-0.1094,-0.2347,-1.0010
8.7920,-0.1094,-0.2347,-0.9853
8.8620,-0.1251,-0.2503,-1.0010
8.9380,-0.1094,-0.2347,-0.9853
9.0020,-0.1094,-0.2347,-1.0010
9.0790,-0.1094,-0.2190,-0.9853
9.1450,-0.1094,-0.2347,-1.0010
9.2020,-0.1094,-0.2347,-1.0010
9.2720,-0.1094,-0.2347,-1.0010
9.3520,-0.1251,-0.2190,-1.0010
9.4770,-0.1094,-0.2347,-0.9853
9.5010,-0.1251,-0.2190,-1.0010
9.5620,-0.1251,-0.2347,-1.0010
9.6410,-0.1094,-0.2347,-1.0010
9.7020,-0.1094,-0.2347,-0.9853
9.7760,-0.1094,-0.2347,-1.0010
9.8580,-0.1094,-0.2347,-0.9853
9.9110,-0.1094,-0.2190,-1.0010
9.9830,-0.1094,-0.2347,-1.0010
10.0520,-0.1094,-0.2347,-1.0010
10.1120,-0.1094,-0.2503,-0.9853
10.1930,-0.1094,-0.2347,-1.0010
10.2620,-0.1094,-0.2347,-0.9853
10.3450,-0.1094,-0.2347,-1.0010
10.4020,-0.1094,-0.2190,-1.0010
10.4760,-0.1251,-0.2347,-0.9853
