time,x,y,z
0.0100,0.0626,0.0625,0.9072
0.0710,-0.0469,0.1251,0.8760
0.1440,-0.0469,0.0781,1.0480
0.2180,-0.0625,0.0781,0.9854
0.2900,0.0001,0.0938,0.9229
0.3520,-0.0469,0.0938,0.9698
0.4220,-0.0625,0.0781,0.9854
0.4810,-0.0156,0.1094,0.9698
0.5620,-0.0625,0.0781,0.9385
0.6230,-0.1094,0.1563,1.0011
0.7010,-0.0625,0.0625,0.9698
0.7720,0.0783,-0.0157,0.9854
0.8310,0.0157,0.0312,0.9698
0.9110,-0.0625,0.1563,0.9854
0.9970,-0.0469,0.1094,0.9698
1.0420,0.0157,0.1251,0.9542
1.1210,0.0470,0.0781,0.9385
1.2020,0.0157,0.0938,0.9854
1.2520,-0.0469,0.1251,0.9854
1.3220,0.0157,0.1094,0.9698
1.4030,0.0470,0.0781,0.9542
1.4710,0.0470,0.1094,0.9385
1.5410,-0.0156,0.1407,0.9698
1.6120,0.0157,0.1094,0.9542
1.6810,-0.0156,0.1720,0.9542
1.7520,-0.1251,0.1094,1.0636
1.8220,0.0157,0.0781,1.0324
1.8910,0.1095,0.1094,0.8916
1.9620,0.0783,0.0781,0.9698
2.0410,0.0939,0.0938,0.9854
2.1380,0.0470,0.0156,1.0011
2.1870,0.0157,0.0625,0.9229
2.2600,-0.0469,0.0156,0.9385
2.3310,-0.0469,-0.0783,0.9854
2.3810,-0.0312,-0.0001,0.9542
2.4610,0.0001,-0.0470,1.0167
2.5510,-0.0156,0.0156,0.9542
2.5910,-0.0312,-0.0001,0.9229
2.6620,-0.0781,0.0156,0.9385
2.7340,-0.0156,0.0938,1.0011
2.8010,-0.0312,0.0156,1.0793
2.8710,0.0157,0.2658,0.9854
2.9410,0.0157,0.0625,0.9072
3.0180,0.0783,-0.0001,0.9072
3.0910,0.0626,0.0781,0.7977
3.2050,-0.0312,0.1094,0.7508
3.2360,-0.0469,0.2189,0.8290
3.3010,-0.0625,0.1407,1.0011
3.3710,-0.1251,0.1720,0.9698
3.4420,-0.0938,0.2815,0.9542
3.5430,-0.1094,0.1251,1.1418
3.5950,0.0157,0.1094,0.9854
3.6430,0.1095,0.2502,0.9698
3.7360,-0.1094,0.1720,1.0167
3.8010,-0.0625,0.1563,0.9385
3.8630,0.0157,0.1563,0.9542
3.9370,0.0001,0.1720,0.9385
3.9920,-0.0781,0.1407,0.9542
4.0720,-0.0156,0.1407,0.9698
4.1550,0.0313,0.1251,0.9854
4.2110,-0.0156,0.1251,0.9698
4.2720,-0.0312,0.1094,0.9698
4.3520,0.0157,0.1251,0.9698
4.4120,0.0001,0.1407,0.9542
4.4920,0.0001,0.1407,0.9229
4.5620,-0.0156,0.1251,0.9542
4.6310,-0.0312,0.1251,0.9698
4.7020,0.0001,0.1251,0.9698
4.7720,0.0313,0.1251,0.9385
4.8520,0.0470,0.1094,0.9698
4.9110,0.0001,0.1094,0.9698
4.9820,0.0001,0.1094,0.9698
5.0520,0.0470,0.1251,0.9542
5.1210,0.0157,0.1251,0.9542
5.1920,0.0157,0.1251,0.9542
5.2630,0.0313,0.1251,0.9542
5.3410,0.0470,0.1094,0.9854
5.3920,0.0001,0.1094,1.0011
5.4620,0.0001,0.1094,0.9698
5.5620,0.0157,0.0938,0.9542
5.6110,0.0157,0.1094,0.9854
5.6820,0.0313,0.1094,0.9854
5.7520,0.0157,0.1094,0.9385
5.8450,0.0001,0.1407,0.9542
5.8920,0.0001,0.3284,0.6570
5.9610,-0.0312,-0.0313,0.0313
6.0320,-0.0312,-0.0939,0.0470
6.1020,-0.0312,-0.0783,0.0313
6.1720,-0.0312,-0.0626,0.0626
6.2540,0.0001,-0.0470,0.1095
6.3110,0.0157,-0.0001,0.1408
6.3960,0.0313,-0.0001,0.1878
6.5070,0.0313,0.0156,0.2034
6.5270,0.0470,0.0156,0.2347
6.6430,0.0470,-0.0157,0.2816
6.6820,0.0313,-0.0626,0.3285
6.7560,0.0157,-0.0939,0.3442
6.8400,0.0001,-0.1252,0.3754
6.8720,-1.5015,0.0312,1.6736
6.9980,1.9865,1.9707,0.9385
7.0110,0.9385,-0.4067,0.1408
7.0860,0.6726,-1.3452,0.8603
7.1710,0.6257,-0.7977,0.5162
7.2420,0.8134,-0.9854,0.5319
7.3130,0.7039,-0.7821,0.5475
7.4140,0.6101,-0.8603,0.5944
7.4350,0.5788,-0.7039,0.5319
7.5030,0.5631,-0.7352,0.5475
7.5770,0.5006,-0.6883,0.5475
7.6410,0.5162,-0.7039,0.5631
7.7150,0.4380,-0.7039,0.5631
7.7860,0.4536,-0.6883,0.5631
7.8790,0.4536,-0.7039,0.5788
7.9230,0.4693,-0.7352,0.5788
7.9940,0.4536,-0.7195,0.5631
8.0790,0.4849,-0.7352,0.5631
8.1320,0.4849,-0.7508,0.5788
8.2030,0.4693,-0.7195,0.5788
8.2910,0.4849,-0.7665,0.5788
8.3320,0.4536,-0.7195,0.5788
8.4120,0.4849,-0.7665,0.5788
8.4820,0.4693,-0.7508,0.5631
8.5780,0.4536,-0.7195,0.5944
8.6220,0.4693,-0.7352,0.5944
8.6940,0.4224,-0.7352,0.5788
8.7870,0.4380,-0.7352,0.5631
8.8320,0.4536,-0.7195,0.5631
8.9020,0.4224,-0.7039,0.5631
9.0100,0.4380,-0.7508,0.5788
9.0420,0.4380,-0.7665,0.5944
9.1110,0.4380,-0.7508,0.5788
9.1880,0.4067,-0.7352,0.5631
9.2520,0.4380,-0.7352,0.5788
9.3220,0.4380,-0.7039,0.5631
9.3970,0.4536,-0.7977,0.5944
9.4610,0.4380,-0.7977,0.6101
9.5320,0.3911,-0.7977,0.5944
9.6020,0.3911,-0.8290,0.5788
9.6860,0.4067,-0.7821,0.5944
9.7420,0.3754,-0.7352,0.5788
9.8120,0.4067,-0.7508,0.5944
9.8900,0.3911,-0.7508,0.6101
9.9510,0.4067,-0.7352,0.6101
10.0220,0.3129,-0.7665,0.6101
10.0950,0.3911,-0.7665,0.6257
10.1610,0.3285,-0.7508,0.6257
10.2340,0.3285,-0.7665,0.6570
10.3080,0.3754,-0.7352,0.6570
10.3960,0.3442,-0.7195,0.6570
10.4410,0.3129,-0.7195,0.6257
10.5120,0.3754,-0.7665,0.6257
10.6190,0.3598,-0.7821,0.6570
10.6530,0.3442,-0.7039,0.6257
10.7230,0.3285,-0.7352,0.6413
10.8080,0.3598,-0.7352,0.6413
10.9010,0.3442,-0.7508,0.6413
10.9320,0.3442,-0.7352,0.6413
11.0110,0.3598,-0.7352,0.6413
11.0950,0.3442,-0.7352,0.6257
11.1420,0.3129,-0.7508,0.6570
11.2120,0.3598,-0.7508,0.6570
11.3160,0.3129,-0.7352,0.6413
11.3520,0.3442,-0.7352,0.6726
11.4220,0.3129,-0.7352,0.6726
11.5030,0.3129,-0.7352,0.6726
11.5720,0.3285,-0.7352,0.6570
11.6410,0.3442,-0.7665,0.6570
11.7120,0.3754,-0.7665,0.6413
11.8140,0.3442,-0.7665,0.6570
11.8430,0.3129,-0.7352,0.6570
11.9370,0.3285,-0.7195,0.6570
12.0070,0.3285,-0.7039,0.6570
12.0620,0.3911,-0.7195,0.6570
12.1320,0.2190,-0.7665,0.6257
12.2260,0.3754,-0.7665,0.6257
12.3030,0.3911,-0.7665,0.5944
12.3410,0.3129,-0.8603,0.6257
12.4110,0.2816,-0.8603,0.6726
12.5360,0.2503,-0.7352,0.6570
12.5540,0.3129,-0.8134,0.7665
