time,AccelerometerX,AccelerometerY,AccelerometerZ,Light
0.8560,0.0000,-0.2922,0.9899,7.903295993804932
0.9070,0.0000,-0.2922,0.9899,7.903295993804932
0.9070,0.0000,-0.2834,0.9929,7.903295993804932
0.9570,0.0000,-0.2834,0.9929,7.903295993804932
0.9790,0.0000,-0.2766,0.9929,7.903295993804932
1.0070,0.0000,-0.2766,0.9929,7.903295993804932
1.0340,0.0000,-0.2766,0.9929,0.0
1.0470,-0.0010,-0.2941,0.9948,0.0
1.0580,-0.0010,-0.2941,0.9948,0.0
1.1080,-0.0010,-0.2941,0.9948,0.0
1.1170,0.0000,-0.2824,0.9938,0.0
1.1570,0.0000,-0.2824,0.9938,0.0
1.1870,-0.0010,-0.2726,0.9909,0.0
1.2070,-0.0010,-0.2726,0.9909,0.0
1.2340,-0.0010,-0.2726,0.9909,0.0
1.2590,0.0000,-0.3068,0.9968,0.0
1.2590,0.0000,-0.3068,0.9968,0.0
1.3080,0.0000,-0.3068,0.9968,0.0
1.3270,-0.0010,-0.2785,0.9948,0.0
1.3580,-0.0010,-0.2785,0.9948,0.0
1.3970,0.0010,-0.3000,0.9958,0.0
1.4080,0.0010,-0.3000,0.9958,0.0
1.4340,0.0010,-0.3000,0.9958,0.0
1.4580,0.0010,-0.3000,0.9958,0.0
1.4670,-0.0010,-0.2834,0.9938,0.0
1.5080,-0.0010,-0.2834,0.9938,0.0
1.5370,0.0000,-0.2873,0.9929,0.0
1.5590,0.0000,-0.2873,0.9929,0.0
1.6070,-0.0020,-0.2766,0.9948,0.0
1.6090,-0.0020,-0.2766,0.9948,0.0
1.6340,-0.0020,-0.2766,0.9948,0.0
1.6590,-0.0020,-0.2766,0.9948,0.0
1.6770,-0.0010,-0.2824,0.9958,0.0
1.7090,-0.0010,-0.2824,0.9958,0.0
1.7470,-0.0010,-0.2863,0.9968,0.0
1.7590,-0.0010,-0.2863,0.9968,0.0
1.8100,-0.0010,-0.2863,0.9968,0.0
1.8170,-0.0010,-0.2853,0.9938,0.0
1.8340,-0.0010,-0.2853,0.9938,0.0
1.8610,-0.0010,-0.2853,0.9938,0.0
1.8870,-0.0010,-0.2873,0.9919,0.0
1.9100,-0.0010,-0.2873,0.9919,0.0
1.9570,-0.0010,-0.2814,0.9938,0.0
1.9600,-0.0010,-0.2814,0.9938,0.0
2.0400,-0.0010,-0.2814,0.9938,0.0
2.0410,-0.0010,-0.2863,0.9948,0.0
2.0410,-0.0010,-0.2863,0.9948,0.0
2.0600,-0.0010,-0.2863,0.9948,0.0
2.0980,-0.0010,-0.2853,0.9958,0.0
2.1110,-0.0010,-0.2853,0.9958,0.0
2.1610,-0.0010,-0.2853,0.9958,0.0
2.1670,-0.0010,-0.2844,0.9938,0.0
2.2170,-0.0010,-0.2844,0.9938,0.0
2.2340,-0.0010,-0.2844,0.9938,0.0
2.2370,-0.0010,-0.2853,0.9919,0.0
2.3140,0.0000,-0.2853,0.9948,0.0
2.3150,0.0000,-0.2853,0.9948,0.0
2.3600,0.0000,-0.2853,0.9948,0.0
2.3770,-0.0010,-0.2834,0.9948,0.0
2.4100,-0.0010,-0.2834,0.9948,0.0
2.4340,-0.0010,-0.2834,0.9948,0.0
2.4470,0.0000,-0.2834,0.9948,0.0
2.4610,0.0000,-0.2834,0.9948,0.0
2.5110,0.0000,-0.2834,0.9948,0.0
2.5170,0.0000,-0.2883,0.9938,0.0
2.5610,0.0000,-0.2883,0.9938,0.0
2.5870,-0.0010,-0.2795,0.9909,0.0
2.6110,-0.0010,-0.2795,0.9909,0.0
2.6340,-0.0010,-0.2795,0.9909,0.0
2.6570,0.0000,-0.2922,0.9958,0.0
2.6610,0.0000,-0.2922,0.9958,0.0
2.7120,0.0000,-0.2922,0.9958,0.0
2.7300,-0.0020,-0.2785,0.9929,0.0
2.7630,-0.0020,-0.2785,0.9929,0.0
2.7970,-0.0010,-0.2863,0.9899,0.0
2.8120,-0.0010,-0.2863,0.9899,0.0
2.8340,-0.0010,-0.2863,0.9899,0.0
2.8620,-0.0010,-0.2863,0.9899,0.0
2.8670,0.0000,-0.2853,0.9929,0.0
2.9140,0.0000,-0.2853,0.9929,0.0
2.9370,0.0000,-0.2863,0.9929,0.0
2.9630,0.0000,-0.2863,0.9929,0.0
3.0070,0.0000,-0.2853,0.9948,0.0
3.0140,0.0000,-0.2853,0.9948,0.0
3.0360,0.0000,-0.2853,0.9948,0.0
3.0630,0.0000,-0.2853,0.9948,0.0
3.0770,0.0000,-0.2853,0.9948,0.0
3.1130,0.0000,-0.2853,0.9948,0.0
3.1470,-0.0010,-0.2824,0.9899,0.0
3.1630,-0.0010,-0.2824,0.9899,0.0
3.2130,-0.0010,-0.2824,0.9899,0.0
3.2170,-0.0010,-0.2844,0.9938,0.0
3.2340,-0.0010,-0.2844,0.9938,0.0
3.2640,-0.0010,-0.2844,0.9938,0.0
3.2870,-0.0010,-0.2893,0.9919,0.0
3.3150,-0.0010,-0.2893,0.9919,0.0
3.3570,-0.0029,-0.2726,0.9948,0.0
3.3640,-0.0029,-0.2726,0.9948,0.0
3.4140,-0.0029,-0.2726,0.9948,0.0
3.4270,-0.0010,-0.2893,0.9958,0.0
3.4340,-0.0010,-0.2893,0.9958,0.0
3.4640,-0.0010,-0.2893,0.9958,0.0
3.4980,-0.0010,-0.2853,0.9938,0.0
3.5150,-0.0010,-0.2853,0.9938,0.0
3.5650,-0.0010,-0.2853,0.9938,0.0
3.5760,-0.0020,-0.2756,0.9929,0.0
3.6160,-0.0020,-0.2756,0.9929,0.0
3.6340,-0.0020,-0.2756,0.9929,0.0
3.6370,0.0000,-0.2863,0.9909,0.0
3.6660,0.0000,-0.2863,0.9909,0.0
3.7070,-0.0010,-0.2883,0.9948,0.0
3.7150,-0.0010,-0.2883,0.9948,0.0
3.7650,-0.0010,-0.2883,0.9948,0.0
3.7770,0.0000,-0.2893,0.9958,0.0
3.8150,0.0000,-0.2893,0.9958,0.0
3.8340,0.0000,-0.2893,0.9958,0.0
3.8470,-0.0020,-0.2756,0.9929,0.0
3.8650,-0.0020,-0.2756,0.9929,0.0
3.9150,-0.0020,-0.2756,0.9929,0.0
3.9170,-0.0020,-0.2785,0.9938,0.0
3.9650,-0.0020,-0.2785,0.9938,0.0
3.9870,0.0010,-0.3010,0.9948,0.0
4.0160,0.0010,-0.3010,0.9948,0.0
4.0360,0.0010,-0.3010,0.9948,0.0
4.0570,-0.0020,-0.2834,0.9958,0.0
4.0660,-0.0020,-0.2834,0.9958,0.0
4.1160,-0.0020,-0.2834,0.9958,0.0
4.1270,0.0000,-0.2922,0.9968,0.0
4.1670,0.0000,-0.2922,0.9968,0.0
4.1980,-0.0029,-0.2687,0.9938,0.0
4.2170,-0.0029,-0.2687,0.9938,0.0
4.2340,-0.0029,-0.2687,0.9938,0.0
4.2670,-0.0029,-0.2687,0.9938,0.0
4.2680,0.0000,-0.2873,0.9929,0.0
4.3160,0.0000,-0.2873,0.9929,0.0
4.3370,0.0000,-0.2853,0.9938,0.0
4.3660,0.0000,-0.2853,0.9938,0.0
4.4070,0.0000,-0.2893,0.9968,0.0
4.4170,0.0000,-0.2893,0.9968,0.0
4.4340,0.0000,-0.2893,0.9968,0.0
4.4660,0.0000,-0.2893,0.9968,0.0
4.4770,0.0000,-0.2912,0.9948,0.0
4.5160,0.0000,-0.2912,0.9948,0.0
4.5470,-0.0029,-0.2697,0.9909,0.0
4.6110,-0.0029,-0.2697,0.9909,0.0
4.6170,-0.0029,-0.2697,0.9909,0.0
4.6220,0.0010,-0.3020,0.9948,0.0
4.6350,0.0010,-0.3020,0.9948,0.0
4.6660,0.0010,-0.3020,0.9948,0.0
4.6870,0.0000,-0.2883,0.9929,0.0
4.7160,0.0000,-0.2883,0.9929,0.0
4.7570,-0.0010,-0.2873,0.9968,0.0
4.7670,-0.0010,-0.2873,0.9968,0.0
4.8180,-0.0010,-0.2873,0.9968,0.0
4.8280,-0.0020,-0.2863,0.9968,0.0
4.8350,-0.0020,-0.2863,0.9968,0.0
4.8680,-0.0020,-0.2863,0.9968,0.0
4.8970,-0.0029,-0.2658,0.9919,0.0
4.9170,-0.0029,-0.2658,0.9919,0.0
4.9680,0.0059,-0.3039,0.9948,0.0
4.9680,0.0059,-0.3039,0.9948,0.0
5.0170,0.0059,-0.3039,0.9948,0.0
5.0340,0.0059,-0.3039,0.9948,0.0
5.0370,0.0010,-0.2951,0.9948,0.0
5.0670,0.0010,-0.2951,0.9948,0.0
5.1070,0.0000,-0.2922,0.9958,0.0
5.1170,0.0000,-0.2922,0.9958,0.0
5.1670,0.0000,-0.2922,0.9958,0.0
5.1780,-0.0049,-0.2345,0.9987,0.0
5.2180,-0.0049,-0.2345,0.9987,0.0
5.2340,-0.0049,-0.2345,0.9987,0.0
5.2500,-0.0020,-0.3313,0.9919,0.0
5.2690,-0.0020,-0.3313,0.9919,0.0
5.3180,0.0049,-0.3225,0.9929,0.0
5.3180,0.0049,-0.3225,0.9929,0.0
5.3680,0.0049,-0.3225,0.9929,0.0
5.3870,-0.0010,-0.2736,0.9919,0.0
5.4180,-0.0010,-0.2736,0.9919,0.0
5.4340,-0.0010,-0.2736,0.9919,0.0
5.4570,-0.0049,-0.2619,0.9977,0.0
5.4680,-0.0049,-0.2619,0.9977,0.0
5.5180,-0.0049,-0.2619,0.9977,0.0
5.5270,0.0010,-0.2981,0.9958,0.0
5.5690,0.0010,-0.2981,0.9958,0.0
5.5970,-0.0010,-0.2511,0.9958,0.0
5.6190,-0.0010,-0.2511,0.9958,0.0
5.6340,-0.0010,-0.2511,0.9958,0.0
5.6670,0.0000,-0.3000,0.9958,0.0
5.6690,0.0000,-0.3000,0.9958,0.0
5.7190,0.0000,-0.3000,0.9958,0.0
5.7370,-0.0127,-0.2424,0.9958,0.0
5.7690,-0.0127,-0.2424,0.9958,0.0
5.8070,0.0010,-0.2766,0.9909,0.0
5.8190,0.0010,-0.2766,0.9909,0.0
5.8340,0.0010,-0.2766,0.9909,0.0
5.8700,0.0010,-0.2766,0.9909,0.0
5.8770,0.0000,-0.2981,0.9938,0.0
5.9190,0.0000,-0.2981,0.9938,0.0
5.9480,0.0029,-0.2981,0.9919,0.0
5.9690,0.0029,-0.2981,0.9919,0.0
6.0180,0.0020,-0.2922,0.9948,0.0
6.0200,0.0020,-0.2922,0.9948,0.0
6.0340,0.0020,-0.2922,0.9948,0.0
6.0700,0.0020,-0.2922,0.9948,0.0
6.0870,0.0010,-0.2775,0.9948,0.0
6.1210,0.0010,-0.2775,0.9948,0.0
6.1580,0.0000,-0.2990,0.9938,0.0
6.1710,0.0000,-0.2990,0.9938,0.0
6.2210,0.0000,-0.2990,0.9938,0.0
6.2270,0.0000,-0.2775,0.9977,0.0
6.2340,0.0000,-0.2775,0.9977,0.0
6.2700,0.0000,-0.2775,0.9977,0.0
6.2970,0.0000,-0.2560,0.9948,0.0
6.3200,0.0000,-0.2560,0.9948,0.0
6.3670,0.0000,-0.2844,0.9919,0.0
6.3700,0.0000,-0.2844,0.9919,0.0
6.4210,0.0000,-0.2844,0.9919,0.0
6.4340,0.0000,-0.2844,0.9919,0.0
6.4370,0.0010,-0.3098,0.9948,0.0
6.4720,0.0010,-0.3098,0.9948,0.0
6.5070,-0.0010,-0.2766,0.9968,0.0
6.5210,-0.0010,-0.2766,0.9968,0.0
6.5710,-0.0010,-0.2766,0.9968,0.0
6.5770,-0.0010,-0.2795,0.9958,0.0
6.6220,-0.0010,-0.2795,0.9958,0.0
6.6340,-0.0010,-0.2795,0.9958,0.0
6.6470,0.0000,-0.2756,0.9938,0.0
6.6720,0.0000,-0.2756,0.9938,0.0
6.7170,-0.0020,-0.2805,0.9938,0.0
6.7230,-0.0020,-0.2805,0.9938,0.0
6.7720,-0.0020,-0.2805,0.9938,0.0
6.7870,0.0000,-0.2766,0.9977,0.0
6.8220,0.0000,-0.2766,0.9977,0.0
6.8340,0.0000,-0.2766,0.9977,0.0
6.8570,-0.0020,-0.2648,0.9977,0.0
6.8730,-0.0020,-0.2648,0.9977,0.0
6.9230,-0.0020,-0.2648,0.9977,0.0
6.9270,-0.0020,-0.3010,0.9958,0.0
6.9730,-0.0020,-0.3010,0.9958,0.0
6.9980,-0.0010,-0.2853,0.9948,0.0
7.0240,-0.0010,-0.2853,0.9948,0.0
7.0350,-0.0010,-0.2853,0.9948,0.0
7.0670,-0.0010,-0.2883,0.9948,0.0
7.0730,-0.0010,-0.2883,0.9948,0.0
7.1240,-0.0010,-0.2883,0.9948,0.0
7.1380,-0.0059,-0.2883,0.9987,0.0
7.1870,-0.0059,-0.2883,0.9987,0.0
7.2070,-0.0029,-0.2805,0.9977,0.0
7.2360,-0.0029,-0.2805,0.9977,0.0
7.2740,-0.0029,-0.2805,0.9977,0.0
7.2770,-0.0039,-0.2961,0.9938,0.0
7.3240,-0.0039,-0.2961,0.9938,0.0
7.3470,-0.0039,-0.2756,0.9958,0.0
7.3740,-0.0039,-0.2756,0.9958,0.0
7.4170,0.0000,-0.2981,0.9938,0.0
7.4240,0.0000,-0.2981,0.9938,0.0
7.4340,0.0000,-0.2981,0.9938,0.0
7.4770,0.0000,-0.2981,0.9938,0.0
7.4870,-0.0029,-0.2580,0.9997,0.0
7.5240,-0.0029,-0.2580,0.9997,0.0
7.5570,-0.0029,-0.2648,0.9977,0.0
7.5740,-0.0029,-0.2648,0.9977,0.0
7.6240,-0.0029,-0.2648,0.9977,0.0
7.6270,-0.0029,-0.3068,0.9948,0.0
7.6340,-0.0029,-0.3068,0.9948,0.0
7.6740,-0.0029,-0.3068,0.9948,0.0
7.6970,-0.0039,-0.2766,0.9929,0.0
7.7250,-0.0039,-0.2766,0.9929,0.0
7.7680,-0.0020,-0.2629,0.9968,0.0
7.7760,-0.0020,-0.2629,0.9968,0.0
7.8250,-0.0020,-0.2629,0.9968,0.0
7.8350,-0.0020,-0.2629,0.9968,0.0
7.8370,-0.0039,-0.2951,0.9977,0.0
7.8750,-0.0039,-0.2951,0.9977,0.0
7.9080,-0.0039,-0.2893,0.9968,0.0
7.9270,-0.0039,-0.2893,0.9968,0.0
7.9770,-0.0039,-0.2893,0.9968,0.0
7.9780,-0.0039,-0.2541,0.9997,0.0
8.0250,-0.0039,-0.2541,0.9997,0.0
8.0340,-0.0039,-0.2541,0.9997,0.0
8.0470,-0.0029,-0.2873,0.9948,0.0
8.0750,-0.0029,-0.2873,0.9948,0.0
8.1170,-0.0020,-0.2990,0.9938,0.0
8.1260,-0.0020,-0.2990,0.9938,0.0
8.1750,-0.0020,-0.2990,0.9938,0.0
8.1880,-0.0039,-0.2893,0.9968,0.0
8.2250,-0.0039,-0.2893,0.9968,0.0
8.2350,-0.0039,-0.2893,0.9968,0.0
8.2570,-0.0020,-0.2609,0.9968,0.0
8.2750,-0.0020,-0.2609,0.9968,0.0
8.3260,-0.0020,-0.2609,0.9968,0.0
8.3260,-0.0039,-0.2824,0.9968,0.0
8.3770,-0.0039,-0.2824,0.9968,0.0
8.3970,-0.0039,-0.2853,0.9919,0.0
8.4260,-0.0039,-0.2853,0.9919,0.0
8.4340,-0.0039,-0.2853,0.9919,0.0
8.4680,-0.0059,-0.2893,0.9948,0.0
8.4770,-0.0059,-0.2893,0.9948,0.0
8.5260,-0.0059,-0.2893,0.9948,0.0
8.5370,-0.0029,-0.2795,0.9968,0.0
8.5780,-0.0029,-0.2795,0.9968,0.0
8.6070,-0.0039,-0.2599,0.9958,0.0
8.6270,-0.0039,-0.2599,0.9958,0.0
8.6340,-0.0039,-0.2599,0.9958,0.0
8.6770,-0.0039,-0.2599,0.9958,0.0
8.6770,-0.0039,-0.2912,0.9938,0.0
8.7260,-0.0039,-0.2912,0.9938,0.0
8.7470,-0.0039,-0.2629,0.9938,0.0
8.7760,-0.0039,-0.2629,0.9938,0.0
8.8170,-0.0049,-0.2648,0.9997,0.0
8.8260,-0.0049,-0.2648,0.9997,0.0
8.8340,-0.0049,-0.2648,0.9997,0.0
8.8770,-0.0049,-0.2648,0.9997,0.0
8.8870,-0.0049,-0.2795,0.9987,0.0
8.9260,-0.0049,-0.2795,0.9987,0.0
8.9570,-0.0039,-0.3196,0.9919,0.0
8.9760,-0.0039,-0.3196,0.9919,0.0
9.0270,-0.0039,-0.3196,0.9919,0.0
9.0280,-0.0098,-0.2345,0.9968,0.0
9.0350,-0.0098,-0.2345,0.9968,0.0
9.0770,-0.0098,-0.2345,0.9968,0.0
9.0970,-0.0039,-0.3626,0.9938,0.0
9.1270,-0.0039,-0.3626,0.9938,0.0
9.1670,-0.0039,-0.2306,0.9987,0.0
9.1770,-0.0039,-0.2306,0.9987,0.0
9.2280,-0.0039,-0.2306,0.9987,0.0
9.2340,-0.0039,-0.2306,0.9987,0.0
9.2370,-0.0039,-0.3010,0.9958,0.0
9.2770,-0.0039,-0.3010,0.9958,0.0
9.3070,-0.0049,-0.2687,0.9948,0.0
9.3770,-0.0020,-0.3147,0.9958,0.0
9.3790,-0.0020,-0.3147,0.9958,0.0
9.4290,-0.0020,-0.3147,0.9958,0.0
9.4350,-0.0020,-0.3147,0.9958,0.0
9.4470,-0.0039,-0.2795,0.9938,0.0
9.4780,-0.0039,-0.2795,0.9938,0.0
9.5170,-0.0029,-0.2844,0.9968,0.0
9.5280,-0.0029,-0.2844,0.9968,0.0
9.5780,-0.0029,-0.2844,0.9968,0.0
9.5870,-0.0029,-0.2951,0.9968,0.0
9.6430,-0.0029,-0.2951,0.9968,0.0
9.6430,-0.0029,-0.2951,0.9968,0.0
9.6570,-0.0068,-0.2775,0.9958,0.0
9.6790,-0.0068,-0.2775,0.9958,0.0
9.7570,-0.0029,-0.2717,0.9968,0.0
9.7570,-0.0029,-0.2717,0.9968,0.0
9.7790,-0.0029,-0.2717,0.9968,0.0
9.7970,-0.0039,-0.2805,0.9948,0.0
9.8300,-0.0039,-0.2805,0.9948,0.0
9.8340,-0.0039,-0.2805,0.9948,0.0
9.8680,-0.0049,-0.2873,0.9958,0.0
9.8810,-0.0049,-0.2873,0.9958,0.0
9.9300,-0.0049,-0.2873,0.9958,0.0
9.9370,-0.0039,-0.2834,0.9977,0.0
9.9800,-0.0039,-0.2834,0.9977,0.0
10.0070,-0.0039,-0.2775,0.9958,0.0
10.0300,-0.0039,-0.2775,0.9958,0.0
10.0340,-0.0039,-0.2775,0.9958,0.0
10.0770,-0.0039,-0.2678,0.9948,0.0
10.0800,-0.0039,-0.2678,0.9948,0.0
10.1300,-0.0039,-0.2678,0.9948,0.0
10.1470,-0.0029,-0.2863,0.9958,0.0
10.1800,-0.0029,-0.2863,0.9958,0.0
10.2170,-0.0029,-0.2893,0.9977,0.0
10.2300,-0.0029,-0.2893,0.9977,0.0
10.2350,-0.0029,-0.2893,0.9977,0.0
10.2810,-0.0029,-0.2893,0.9977,0.0
10.2870,-0.0039,-0.2726,0.9968,0.0
10.3300,-0.0039,-0.2726,0.9968,0.0
10.3570,-0.0029,-0.2795,0.9948,0.0
10.3800,-0.0029,-0.2795,0.9948,0.0
10.4270,-0.0039,-0.2736,0.9958,0.0
10.4300,-0.0039,-0.2736,0.9958,0.0
10.4340,-0.0039,-0.2736,0.9958,0.0
10.4810,-0.0039,-0.2736,0.9958,0.0
10.4970,-0.0029,-0.2824,0.9929,0.0
10.5300,-0.0029,-0.2824,0.9929,0.0
10.5670,-0.0020,-0.2697,0.9968,0.0
10.5800,-0.0020,-0.2697,0.9968,0.0
10.6300,-0.0020,-0.2697,0.9968,0.0
10.6340,-0.0020,-0.2697,0.9968,0.0
10.6370,0.0049,-0.1564,1.0017,0.0
10.6810,0.0049,-0.1564,1.0017,0.0
10.7070,0.0215,-0.0938,0.9919,0.0
10.7310,0.0215,-0.0938,0.9919,0.0
10.7770,0.0098,-0.1104,0.9929,0.0
10.7810,0.0098,-0.1104,0.9929,0.0
10.8310,0.0098,-0.1104,0.9929,0.0
10.8340,0.0098,-0.1104,0.9929,0.0
10.8490,0.0342,-0.1055,0.9850,0.0
10.8820,0.0342,-0.1055,0.9850,0.0
10.9170,-0.0254,-0.1632,0.7593,0.0
10.9320,-0.0254,-0.1632,0.7593,0.0
10.9820,-0.0254,-0.1632,0.7593,0.0
10.9870,0.0283,-0.1290,1.0329,0.0
11.0320,0.0283,-0.1290,1.0329,0.0
11.0340,0.0283,-0.1290,1.0329,0.0
11.0570,0.0537,-0.1769,0.9157,0.0
11.0820,0.0537,-0.1769,0.9157,0.0
11.1270,-0.0049,-0.1779,1.0574,0.0
11.1330,-0.0049,-0.1779,1.0574,0.0
11.1830,-0.0049,-0.1779,1.0574,0.0
11.1970,0.0293,-0.2111,1.0095,0.0
11.2340,0.0293,-0.2111,1.0095,0.0
11.2350,0.0293,-0.2111,1.0095,11.89861011505127
11.2670,0.0469,-0.2345,0.9518,11.89861011505127
11.2840,0.0469,-0.2345,0.9518,11.89861011505127
11.3340,0.0469,-0.2345,0.9518,11.89861011505127
11.3370,0.0479,-0.2443,0.9870,11.89861011505127
11.3850,0.0479,-0.2443,0.9870,11.89861011505127
11.4070,0.0254,-0.1915,0.9118,11.89861011505127
11.4360,0.0254,-0.1915,0.9118,11.89861011505127
11.4370,0.0254,-0.1915,0.9118,7.903295993804932
11.4770,0.0127,-0.2130,0.8512,7.903295993804932
11.5370,0.0127,-0.2130,0.8512,7.903295993804932
11.5480,0.0264,-0.2150,0.8824,7.903295993804932
11.5870,0.0264,-0.2150,0.8824,7.903295993804932
11.6170,0.0264,-0.2160,0.8668,7.903295993804932
11.6370,0.0264,-0.2160,0.8668,0.0
11.6370,0.0264,-0.2160,0.8668,0.0
11.6880,0.0264,-0.2160,0.8668,0.0
11.6880,0.0430,-0.2189,0.8844,0.0
11.7360,0.0430,-0.2189,0.8844,0.0
11.7570,0.0225,-0.2472,0.9762,0.0
11.7860,0.0225,-0.2472,0.9762,0.0
11.8270,-0.0254,-0.1935,0.9577,0.0
11.8350,-0.0254,-0.1935,0.9577,5.411299705505371
11.8350,-0.0254,-0.1935,0.9577,5.411299705505371
11.8860,-0.0254,-0.1935,0.9577,5.411299705505371
11.8970,0.0381,-0.2199,0.9714,5.411299705505371
11.9360,0.0381,-0.2199,0.9714,5.411299705505371
11.9670,0.0684,-0.2345,0.9626,5.411299705505371
11.9870,0.0684,-0.2345,0.9626,5.411299705505371
12.0340,0.0684,-0.2345,0.9626,0.0
12.0370,0.0684,-0.2345,0.9626,0.0
12.0370,0.0469,-0.2414,0.9440,0.0
12.0860,0.0469,-0.2414,0.9440,0.0
12.1070,0.0596,-0.2355,0.9020,0.0
12.1360,0.0596,-0.2355,0.9020,0.0
12.1830,0.0020,-0.2189,0.8893,0.0
12.1860,0.0020,-0.2189,0.8893,0.0
12.2360,0.0020,-0.2189,0.8893,110.3902816772461
12.2360,0.0020,-0.2189,0.8893,110.3902816772461
12.2470,0.0401,-0.2277,0.8199,110.3902816772461
12.3220,0.0401,-0.2277,0.8199,110.3902816772461
12.3230,-0.0117,-0.2218,0.7730,110.3902816772461
12.3890,0.0430,-0.2443,0.8990,110.3902816772461
12.3890,0.0430,-0.2443,0.8990,110.3902816772461
12.4340,0.0430,-0.2443,0.8990,0.0
12.4380,0.0430,-0.2443,0.8990,0.0
12.4570,-0.0039,-0.2463,0.7945,0.0
12.4870,-0.0039,-0.2463,0.7945,0.0
12.5270,0.0000,-0.3196,0.9499,0.0
12.5370,0.0000,-0.3196,0.9499,0.0
12.5870,0.0000,-0.3196,0.9499,0.0
12.5970,-0.2922,-2.0004,0.4525,0.0
12.6340,-0.2922,-2.0004,0.4525,171.53074645996094
12.6380,-0.2922,-2.0004,0.4525,171.53074645996094
12.6670,-0.2345,0.2511,0.2863,171.53074645996094
12.6890,-0.2345,0.2511,0.2863,171.53074645996094
12.7380,0.1583,-0.1016,0.4554,171.53074645996094
12.7380,0.1583,-0.1016,0.4554,171.53074645996094
12.7890,0.1583,-0.1016,0.4554,171.53074645996094
12.8070,-0.0137,-0.1153,1.0710,171.53074645996094
12.8340,-0.0137,-0.1153,1.0710,67.04080963134766
12.8380,-0.0137,-0.1153,1.0710,67.04080963134766
12.8770,0.0254,-0.1857,1.0036,67.04080963134766
12.8880,0.0254,-0.1857,1.0036,67.04080963134766
12.9380,0.0254,-0.1857,1.0036,67.04080963134766
12.9470,0.0078,-0.5893,0.9684,67.04080963134766
12.9880,0.0078,-0.5893,0.9684,67.04080963134766
13.0180,0.0225,-0.2668,0.9929,67.04080963134766
13.0350,0.0225,-0.2668,0.9929,68.64444732666016
13.0390,0.0225,-0.2668,0.9929,68.64444732666016
13.0870,0.0176,-0.2687,0.9948,68.64444732666016
13.0900,0.0176,-0.2687,0.9948,68.64444732666016
13.1390,0.0176,-0.2687,0.9948,68.64444732666016
13.1580,0.0186,-0.2648,0.9997,68.64444732666016
13.1890,0.0186,-0.2648,0.9997,68.64444732666016
13.2270,0.0195,-0.2648,1.0046,68.64444732666016
13.2340,0.0195,-0.2648,1.0046,67.04080963134766
13.2390,0.0195,-0.2648,1.0046,67.04080963134766
13.2890,0.0195,-0.2648,1.0046,67.04080963134766
13.2970,0.0225,-0.2648,1.0036,67.04080963134766
13.3400,0.0225,-0.2648,1.0036,67.04080963134766
13.3670,0.0235,-0.2639,1.0046,67.04080963134766
13.3900,0.0235,-0.2639,1.0046,67.04080963134766
13.4340,0.0235,-0.2639,1.0046,68.64444732666016
13.4370,0.0235,-0.2648,1.0036,68.64444732666016
13.4390,0.0235,-0.2648,1.0036,68.64444732666016
13.4890,0.0235,-0.2648,1.0036,68.64444732666016
13.5070,0.0225,-0.2658,0.9977,68.64444732666016
13.5390,0.0225,-0.2658,0.9977,68.64444732666016
13.5770,0.0235,-0.2668,0.9968,68.64444732666016
13.5890,0.0235,-0.2668,0.9968,68.64444732666016
