
time,AccelerometerX,AccelerometerY,AccelerometerZ,Light
0,0100,0,0391,0,9567,0,4720,0.0
0,0570,0,0391,0,9567,0,4720,0.0
0,0720,0,1456,0,9225,0,3831,0.0
0,0820,0,1456,0,9225,0,3831,0.0
0,0910,0,1456,0,9225,0,3831,0.0
0,2000,0,1456,0,9225,0,3831,0.0
0,2000,0,0479,0,9137,0,4055,0.0
0,2010,0,0479,0,9137,0,4055,0.0
0,2110,-0,0127,0,9303,0,4270,0.0
0,2330,-0,0127,0,9303,0,4270,0.0
0,2810,0,0274,0,9313,0,4407,0.0
0,2840,0,0274,0,9313,0,4407,0.0
0,2900,0,0274,0,9313,0,4407,0.0
0,3350,0,0274,0,9313,0,4407,0.0
0,3520,0,0479,0,9372,0,3958,0.0
0,3830,0,0479,0,9372,0,3958,0.0
0,4220,0,0127,0,9401,0,4016,0.0
0,4320,0,0127,0,9401,0,4016,0.0
0,4850,0,0127,0,9401,0,4016,0.0
0,4920,0,0127,0,9401,0,4016,0.0
0,4920,0,0088,0,9743,0,4065,0.0
0,5370,0,0088,0,9743,0,4065,0.0
0,5620,-0,0420,0,9762,0,4085,0.0
0,5860,-0,0420,0,9762,0,4085,0.0
0,6330,0,0166,0,9469,0,3880,0.0
0,6330,0,0166,0,9469,0,3880,0.0
0,6830,0,0166,0,9469,0,3880,0.0
0,6910,0,0166,0,9469,0,3880,0.0
0,7020,0,0459,0,8824,0,3323,0.0
0,7330,0,0459,0,8824,0,3323,0.0
0,7720,0,1476,0,9352,0,5140,0.0
0,7830,0,1476,0,9352,0,5140,0.0
0,8330,0,1476,0,9352,0,5140,0.0
0,8420,0,2003,0,9245,0,4906,0.0
0,8820,0,2003,0,9245,0,4906,0.0
0,8910,0,2003,0,9245,0,4906,0.0
0,9120,0,2345,0,9088,0,4212,0.0
0,9330,0,2345,0,9088,0,4212,0.0
0,9820,0,3010,0,9039,0,3870,0.0
0,9860,0,3010,0,9039,0,3870,0.0
1,0340,0,3010,0,9039,0,3870,0.0
1,0520,0,2922,0,8951,0,3772,0.0
1,0840,0,2922,0,8951,0,3772,0.0
1,0910,0,2922,0,8951,0,3772,0.0
1,1220,0,3557,0,8942,0,3459,0.0
1,1340,0,3557,0,8942,0,3459,0.0
1,1830,0,3557,0,8942,0,3459,0.0
1,1920,0,4065,0,8629,0,2570,0.0
1,2340,0,4065,0,8629,0,2570,0.0
1,2620,0,4280,0,8111,0,1867,0.0
1,2850,0,4280,0,8111,0,1867,0.0
1,2910,0,4280,0,8111,0,1867,0.0
1,3320,0,5775,0,7857,0,1573,0.0
1,3350,0,5775,0,7857,0,1573,0.0
1,3850,0,5775,0,7857,0,1573,0.0
1,4020,0,5834,0,7759,0,1192,0.0
1,4350,0,5834,0,7759,0,1192,0.0
1,4720,0,5091,0,7955,0,0792,0.0
1,4840,0,5091,0,7955,0,0792,0.0
1,4910,0,5091,0,7955,0,0792,0.0
1,5340,0,5091,0,7955,0,0792,0.0
1,5420,0,4710,0,5678,0,0059,0.0
1,5850,0,4710,0,5678,0,0059,0.0
1,6120,0,5844,0,4681,-0,1759,0.0
1,6350,0,5844,0,4681,-0,1759,0.0
1,6820,0,8238,0,4055,-0,0919,0.0
1,6850,0,8238,0,4055,-0,0919,0.0
1,6910,0,8238,0,4055,-0,0919,0.0
1,7350,0,8238,0,4055,-0,0919,0.0
1,7520,0,8404,0,4495,-0,0596,0.0
1,7850,0,8404,0,4495,-0,0596,0.0
1,8220,0,9381,0,1642,-0,1837,0.0
1,8350,0,9381,0,1642,-0,1837,0.0
1,8860,0,9381,0,1642,-0,1837,0.0
1,8920,0,9381,0,1642,-0,1837,3.57550048828125
1,8920,0,9547,0,0205,-0,3098,3.57550048828125
1,9360,0,9547,0,0205,-0,3098,3.57550048828125
1,9620,0,8453,-0,0557,-0,4837,3.57550048828125
1,9860,0,8453,-0,0557,-0,4837,3.57550048828125
2,0320,0,8560,-0,1270,-0,5766,3.57550048828125
2,0360,0,8560,-0,1270,-0,5766,3.57550048828125
2,0860,0,8560,-0,1270,-0,5766,3.57550048828125
2,0910,0,8560,-0,1270,-0,5766,10.445135116577148
2,1020,0,8854,-0,2062,-0,7261,10.445135116577148
2,1360,0,8854,-0,2062,-0,7261,10.445135116577148
2,1720,0,6391,-0,2502,-0,7271,10.445135116577148
2,1860,0,6391,-0,2502,-0,7271,10.445135116577148
2,2370,0,6391,-0,2502,-0,7271,10.445135116577148
2,2420,0,2873,-0,1671,-0,6567,10.445135116577148
2,2870,0,2873,-0,1671,-0,6567,10.445135116577148
2,2910,0,2873,-0,1671,-0,6567,19.044452667236328
2,3120,0,6723,-0,3117,-0,7222,19.044452667236328
2,3360,0,6723,-0,3117,-0,7222,19.044452667236328
2,3820,0,7153,-0,4779,-0,6284,19.044452667236328
2,3870,0,7153,-0,4779,-0,6284,19.044452667236328
2,4370,0,7153,-0,4779,-0,6284,19.044452667236328
2,4520,0,3772,-0,5033,-0,5404,19.044452667236328
2,4870,0,3772,-0,5033,-0,5404,19.044452667236328
2,4910,0,3772,-0,5033,-0,5404,152.21034240722656
2,5220,0,3098,-0,6352,-0,4476,152.21034240722656
2,5370,0,3098,-0,6352,-0,4476,152.21034240722656
2,5870,0,3098,-0,6352,-0,4476,152.21034240722656
2,5920,0,3098,-0,7476,-0,3635,152.21034240722656
2,6370,0,3098,-0,7476,-0,3635,152.21034240722656
2,6620,0,2707,-0,8248,-0,5257,152.21034240722656
2,7840,0,2707,-0,8248,-0,5257,152.21034240722656
2,7840,0,2707,-0,8248,-0,5257,102.35556030273438
2,7840,0,1544,-0,9049,-0,5277,102.35556030273438
2,7840,0,1544,-0,9049,-0,5277,102.35556030273438
2,7890,0,1544,-0,9049,-0,5277,102.35556030273438
2,8020,0,1798,-0,9420,-0,4749,102.35556030273438
2,8390,0,1798,-0,9420,-0,4749,102.35556030273438
2,8720,0,1739,-0,9547,-0,3577,102.35556030273438
2,8900,0,1739,-0,9547,-0,3577,102.35556030273438
2,8940,0,1739,-0,9547,-0,3577,27.02290153503418
2,9380,0,1739,-0,9547,-0,3577,27.02290153503418
2,9420,0,0254,-1,1492,-0,2853,27.02290153503418
2,9890,0,0254,-1,1492,-0,2853,27.02290153503418
3,0120,0,2140,-1,1609,-0,3352,27.02290153503418
3,0410,0,2140,-1,1609,-0,3352,27.02290153503418
3,0820,0,0068,-1,0945,-0,2863,27.02290153503418
3,0920,0,0068,-1,0945,-0,2863,27.02290153503418
3,0920,0,0068,-1,0945,-0,2863,91.11186218261719
3,1410,0,0068,-1,0945,-0,2863,91.11186218261719
3,1520,0,0723,-1,1561,-0,3078,91.11186218261719
3,1900,0,0723,-1,1561,-0,3078,91.11186218261719
3,2220,0,1808,-1,1267,-0,3596,91.11186218261719
3,2400,0,1808,-1,1267,-0,3596,91.11186218261719
3,2920,0,1808,-1,1267,-0,3596,91.11186218261719
3,2930,0,0635,-1,0916,-0,2590,91.11186218261719
3,2940,0,0635,-1,0916,-0,2590,253.74293518066406
3,3620,0,1202,-1,1336,-0,2287,253.74293518066406
3,3910,0,1202,-1,1336,-0,2287,253.74293518066406
3,5110,-0,1739,-1,0525,-0,0967,253.74293518066406
3,5110,-0,1739,-1,0525,-0,0967,253.74293518066406
3,5120,-0,1739,-1,0525,-0,0967,253.74293518066406
3,5120,-0,1739,-1,0525,-0,0967,79.87452697753906
3,5120,0,0635,-1,0544,-0,1427,79.87452697753906
3,5420,0,0635,-1,0544,-0,1427,79.87452697753906
3,5720,0,0801,-1,0642,-0,1270,79.87452697753906
3,5920,0,0801,-1,0642,-0,1270,79.87452697753906
