time,x,y,z
0.1860,0.0157,0.1094,0.9385
0.1890,0.0001,0.1094,0.9385
0.1960,0.0001,0.1094,0.9698
0.2830,0.0157,0.1094,0.9698
0.3730,0.0001,0.0781,0.9698
0.4010,-0.0156,0.1094,0.9698
0.5040,-0.0312,0.1251,0.9698
0.5920,0.0001,0.0938,0.9698
0.6180,0.0001,0.0938,0.9698
0.7040,-0.0156,0.1094,0.9698
0.8190,-0.0156,0.0938,0.9854
0.8240,-0.0156,0.1094,0.9542
0.9450,-0.0312,0.1251,0.9542
0.9630,-0.0312,0.1251,0.9698
1.0330,-0.0312,0.0781,1.0011
1.1300,0.0001,0.0938,0.9854
1.2130,-0.0312,0.1251,0.9385
1.3000,-0.0312,0.1407,0.9542
1.3130,-0.0312,0.1094,0.9854
1.4050,-0.0156,0.0938,0.9698
1.5220,0.0001,0.0938,0.9698
1.5240,0.0157,0.0938,0.9698
1.6070,0.0157,0.0938,0.9698
1.7010,0.0157,0.1094,0.9542
1.7970,0.0001,0.0938,0.9854
1.8130,0.0001,0.1094,0.9542
1.9060,0.0001,0.0938,0.9542
1.9990,0.0001,0.1094,0.9698
2.0170,0.0001,0.1094,0.9698
2.1270,0.0157,0.1094,0.9698
2.1550,0.0001,0.0938,0.9698
2.2440,-0.0156,0.1094,0.9542
2.3770,0.0001,0.1094,0.9698
2.3800,0.0001,0.0938,0.9698
2.4830,0.0001,0.0938,0.9542
2.5980,-0.0156,0.0938,0.9698
2.6010,-0.0156,0.1094,0.9698
2.6810,0.0001,0.0938,0.9698
2.7920,0.0001,0.0781,0.9542
2.7940,0.0001,0.1094,0.9698
2.8720,-0.0156,0.0938,0.9698
2.9690,-0.0156,0.1094,0.9698
2.9950,0.0001,0.0938,0.9698
3.0660,-0.0156,0.0938,0.9542
3.1780,-0.0156,0.1094,0.9698
3.2080,-0.0312,0.1094,0.9542
3.2950,-0.0156,0.0938,0.9698
3.3910,-0.0156,0.0938,0.9698
3.4170,-0.0312,0.1094,0.9698
3.5010,-0.0156,0.1094,0.9698
3.6050,-0.0156,0.0938,0.9698
3.6340,-0.0156,0.0781,0.9854
3.7140,-0.0156,0.0938,0.9542
3.8350,0.0157,0.0938,0.2816
3.8380,0.0313,-0.0470,0.0783
3.9280,-0.0156,-0.0626,0.0157
4.0430,-0.0156,-0.0783,0.0470
4.0450,-0.0156,-0.0470,0.0626
4.1730,-0.0469,0.0625,0.1408
4.2060,0.0001,-0.0157,0.1565
4.2930,0.0626,-0.0157,0.1721
4.3840,0.0939,0.0156,0.2034
4.4730,0.0470,0.0469,0.2034
4.4750,0.1095,-0.0001,0.2034
4.5780,0.1878,-0.1408,0.2190
4.6090,0.2034,-0.2190,0.2190
4.6950,0.1252,-0.2660,0.2503
4.7960,1.4234,-1.7675,1.9083
4.8900,-0.4222,1.1417,0.4224
4.8930,1.5172,-0.2660,1.4234
4.9850,0.4067,0.4379,0.6883
5.0140,0.5162,0.1876,0.7821
5.0980,0.2816,-0.1878,0.7821
5.1910,0.3442,0.0312,0.7977
5.3340,0.3285,-0.1721,0.9542
5.3360,0.3285,-0.2190,0.8760
5.4170,0.3129,-0.1565,0.7821
5.4440,0.2660,-0.1878,0.8290
5.5290,0.2190,-0.1565,0.8290
5.6320,0.2660,-0.1565,0.8603
5.6560,0.2816,-0.1565,0.9072
5.7380,0.2816,-0.1565,0.9385
5.8280,0.2660,-0.1252,0.9542
5.8550,0.2972,-0.1565,0.9229
5.9390,0.3129,-0.1408,0.9385
6.0580,0.2972,-0.1408,0.9229
6.0880,0.2660,-0.1408,0.9229
6.2080,0.2972,-0.1565,0.9072
6.2280,0.2816,-0.1408,0.9385
6.3300,0.2972,-0.1721,0.9385
6.3560,0.2816,-0.1408,0.9385
6.4450,0.2816,-0.1408,0.9229
6.5110,0.2972,-0.1565,0.9229
6.5960,0.2660,-0.1408,0.9229
6.6890,0.2816,-0.1565,0.9385
6.7110,0.2816,-0.1565,0.9229
6.8020,0.3129,-0.1721,0.9229
6.8770,0.3129,-0.1721,0.9229
6.9740,0.2660,-0.1408,0.9385
6.9880,0.2660,-0.1408,0.9385
7.0710,0.2972,-0.1408,0.9229
7.1890,0.3129,-0.1252,0.9385
7.1910,0.2816,-0.1565,0.9385
7.2930,0.2816,-0.1252,0.9385
7.4120,0.3129,-0.1408,0.9229
7.4140,0.2816,-0.1565,0.9229
7.4740,0.2816,-0.1408,0.9229
7.5920,0.2972,-0.1408,0.9385
7.6240,0.2972,-0.1565,0.9542
7.7620,0.2972,-0.1252,0.9385
7.7640,0.2816,-0.1408,0.9229
7.8370,0.2660,-0.1565,0.9385
8.0320,0.2816,-0.1408,0.9229
8.0340,0.2816,-0.1408,0.9385
8.0350,0.2972,-0.1408,0.9385
8.2470,0.2816,-0.1408,0.9229
8.2500,0.2972,-0.1408,0.9229
8.2540,0.2816,-0.1252,0.9385
8.3940,0.2816,-0.1408,0.9229
8.3960,0.2816,-0.1408,0.9385
8.5630,0.2816,-0.1252,0.9385
8.5650,0.2972,-0.1408,0.9385
8.7050,0.2816,-0.1252,0.9229
8.7090,0.2503,-0.1252,0.9542
8.8120,0.2816,-0.1252,0.9385
8.8140,0.2816,-0.1408,0.9229
8.8860,0.2660,-0.1408,0.9385
9.0110,0.2816,-0.1095,0.9542
9.0180,0.2660,-0.1252,0.9229
9.1510,0.2816,-0.1252,0.9385
9.1530,0.2347,-0.0939,0.9542
9.2970,0.2972,-0.1252,0.9385
9.2990,0.2503,-0.1252,0.9698
9.4240,0.2190,-0.0939,0.9542
9.5210,0.2190,-0.1408,0.9542
9.5230,0.2347,-0.0939,0.9542
9.5910,0.2034,-0.1252,0.9385
9.6720,0.1721,-0.1252,0.9229
9.7600,0.2190,-0.1095,0.9542
9.8450,0.2660,-0.1565,0.9854
