time,x,y,z
0.0180,-0.2189,0.3597,0.4224
0.0880,-0.1251,0.2502,0.6413
0.1710,-0.0156,0.2033,0.7821
0.2280,-0.2815,0.1876,0.8134
0.2880,-0.0312,0.0781,0.7977
0.3810,-0.1407,-0.0157,0.9385
0.4380,-0.3128,-0.0626,0.9542
0.5080,-0.2502,-0.1095,0.8760
0.5840,-0.2502,-0.2660,1.0793
0.6490,-0.2189,-0.3129,1.0793
0.7180,-0.1563,-0.3442,1.0636
0.8000,-0.1563,-0.2190,1.1262
0.8480,-0.0469,-0.1721,1.0324
0.9190,0.0470,-0.2034,0.9072
0.9990,0.2660,-0.2503,0.9854
1.0680,0.5006,-0.1252,0.6570
1.1380,0.5788,-0.3129,0.8447
1.2090,0.7821,-0.2034,0.4380
1.3190,0.9542,-0.2816,0.0783
1.3510,0.7821,-0.1878,-0.0938
1.4090,0.6413,-0.1721,-0.1094
1.4980,1.0324,-0.1252,-0.0938
1.5580,1.1262,-0.1252,-0.0156
1.6290,0.9698,-0.1252,-0.0781
1.6990,1.1106,-0.0626,-0.0938
1.7590,1.2044,-0.0470,-0.0938
1.8380,1.1418,-0.0470,-0.0312
1.9080,1.1575,-0.0313,-0.0625
2.0030,1.2670,-0.0313,-0.0781
2.0480,1.1262,-0.0470,-0.0938
2.1180,1.0636,-0.0626,-0.0781
2.2040,1.0480,-0.0626,-0.0781
2.2580,0.9698,-0.0626,-0.0938
2.3290,0.8760,-0.0626,-0.0781
2.4130,1.0011,-0.0470,-0.0625
2.4970,0.9542,-0.0470,-0.0625
2.5490,1.0011,-0.0470,-0.0781
2.6180,0.9854,-0.0470,-0.0781
2.7060,0.9698,-0.0470,-0.0781
2.7590,0.9072,-0.0470,-0.0938
2.8280,1.0167,-0.0626,-0.1094
2.9260,1.0167,-0.0470,-0.1094
2.9690,1.0636,-0.0313,-0.0938
3.0380,1.0324,-0.0313,-0.1094
3.1080,1.0011,-0.0313,-0.0938
3.1890,1.0011,-0.0470,-0.0938
3.2490,1.0011,-0.0470,-0.0938
3.3280,1.0011,-0.0313,-0.0938
3.3880,0.9542,-0.0470,-0.0938
3.4490,1.0480,-0.0313,-0.0938
3.5290,1.0167,-0.0470,-0.0938
3.5980,1.0011,-0.0470,-0.0938
3.6690,0.9854,-0.0313,-0.0781
3.7380,0.9698,-0.0313,-0.0781
3.8170,0.9854,-0.0470,-0.0781
3.8790,1.0167,-0.0313,-0.0781
3.9520,1.0167,-0.0470,-0.0781
4.0200,0.9698,-0.0313,-0.0781
4.0790,1.0167,-0.0313,-0.0781
4.1580,1.0011,-0.0313,-0.0938
4.2290,1.0324,-0.0313,-0.0938
4.3120,0.9854,-0.0470,-0.0938
4.3690,0.9854,-0.0313,-0.0781
4.4290,1.0167,-0.0313,-0.0938
4.5320,0.9854,-0.0313,-0.0781
4.5790,1.0011,-0.0313,-0.0781
4.6510,0.9542,-0.0313,-0.0781
4.7300,0.9698,-0.0470,-0.0781
4.7800,1.0324,-0.0313,-0.0781
4.8590,1.0324,-0.0470,-0.0781
4.9290,1.0480,-0.0470,-0.0938
5.0240,1.0167,-0.0470,-0.0781
