time,x,y,z
0.0180,0.0470,0.1876,0.9542
0.2220,0.0626,0.2346,0.9229
0.2240,0.0783,0.2033,0.9072
0.2270,0.0783,0.2033,0.9385
0.3540,0.0626,0.2189,0.9385
0.3580,0.0470,0.2346,0.9385
0.5300,0.0626,0.2189,0.9385
0.5320,0.0470,0.2189,0.9229
0.5680,0.0626,0.2346,0.9385
0.7320,0.0626,0.1876,0.9385
0.7340,0.0470,0.2033,0.9229
0.8700,0.0470,0.2189,0.9542
0.8720,0.0783,0.2033,0.9385
0.9750,0.0626,0.1876,0.9698
0.9910,0.0626,0.2033,0.9542
1.1550,0.0626,0.2033,0.9385
1.1570,0.0783,0.2033,0.9385
1.2780,0.0626,0.2033,0.9385
1.2850,0.0783,0.2033,0.9385
1.4520,0.0783,0.1876,0.9385
1.4540,0.0783,0.2033,0.9385
1.5930,0.0783,0.1876,0.9385
1.5950,0.0783,0.2033,0.9542
1.7100,0.0783,0.1876,0.9385
1.7120,0.0783,0.2033,0.9229
1.8720,0.0783,0.1720,0.9698
1.8750,0.0783,0.1876,0.9542
2.0140,0.0626,0.2033,0.9385
2.0160,0.0783,0.1876,0.9542
2.1000,0.0783,0.1876,0.9385
2.1050,0.0626,0.1876,0.9542
2.2030,0.0783,0.1720,0.9542
2.2820,0.0626,0.1876,0.9542
2.3650,0.0939,0.1876,0.9542
2.4440,0.0783,0.1720,0.9698
2.5190,0.0783,0.1876,0.9542
2.5370,0.0783,0.1876,0.9385
2.6130,0.0939,0.1720,0.9385
2.6940,0.0783,0.1876,0.9542
2.7720,0.0470,0.1876,0.9229
2.8720,0.0783,0.1876,0.9072
2.8740,0.0783,0.1720,0.9542
2.9660,0.0470,0.1720,0.9542
3.0800,0.0626,0.1720,0.9385
3.0860,0.0626,0.1876,0.9698
3.1810,0.0626,0.1720,0.9542
3.3040,0.0626,0.1720,0.9542
3.3060,0.0626,0.1720,0.9385
3.4030,0.0626,0.2033,0.9542
3.5070,0.0783,0.1876,0.9542
3.5090,0.0783,0.1876,0.9542
3.5870,0.0626,0.2033,0.9385
3.6820,0.0626,0.1563,0.9385
3.7700,0.0626,0.1876,0.9385
3.7920,0.0783,0.1720,0.9229
3.8890,0.0157,0.1251,0.8603
3.9280,0.1252,0.0156,0.1408
3.9980,-0.0156,-0.0783,0.0313
4.0880,0.0001,-0.0626,0.0470
4.1780,0.0157,-0.0626,0.0626
4.2080,0.0157,-0.0626,0.0939
4.2890,0.0157,-0.0470,0.1565
4.3690,-0.0156,0.0938,0.2034
4.4720,-0.0312,-0.1095,0.1565
4.4920,0.1252,-0.0470,0.2034
4.5750,0.0001,0.1094,0.2503
4.6770,0.2190,-0.0783,0.2347
4.7050,0.1878,-0.2190,0.2347
4.7740,0.1721,-0.2347,0.2347
4.8750,0.2660,-0.4224,0.4849
4.9080,-0.5161,1.5640,0.3598
4.9790,1.5642,1.7674,0.7508
5.0860,-0.1876,-1.7206,1.0793
5.1640,-0.2658,0.6256,0.1565
5.1880,-0.2502,-0.7821,1.7675
5.2770,0.6570,0.0781,0.7352
5.3820,0.3598,-0.0470,0.9698
5.4080,0.1721,-0.0626,0.6883
5.5200,0.0939,-0.0313,0.8916
5.5480,0.2034,-0.1565,0.9072
5.6080,0.1095,-0.0939,0.9542
5.7070,0.1095,-0.1721,0.9229
5.7860,0.0783,-0.0939,0.9542
5.8180,0.0939,-0.1565,0.9698
5.9010,0.2034,-0.0783,0.9542
5.9880,0.0626,-0.1408,1.0011
6.1010,0.0939,-0.1252,0.9854
6.1030,0.1252,-0.1408,0.9698
6.1830,0.0939,-0.1408,0.9542
6.3010,0.0783,-0.1252,0.9854
6.3080,0.1095,-0.1408,0.9854
6.3900,0.0939,-0.1565,0.9854
6.4790,0.1408,-0.1565,0.9542
6.5220,0.0626,-0.1565,0.9854
6.5970,0.1252,-0.1252,0.9542
