time,x,y,z
0.001,-0.08,0.20,1.02
0.012,-0.10,0.19,1.00
0.020,-0.10,0.18,1.06
0.034,-0.09,0.20,1.03
0.040,-0.06,0.19,1.09
0.050,-0.02,0.21,1.08
0.060,-0.05,0.20,1.00
0.072,-0.06,0.16,0.97
0.081,-0.08,0.19,0.98
0.090,-0.07,0.16,0.99
0.100,-0.10,0.17,1.02
0.109,-0.08,0.19,1.07
0.120,-0.10,0.21,1.07
0.136,-0.08,0.21,1.09
0.139,-0.06,0.19,1.09
0.153,-0.06,0.18,1.08
0.160,-0.06,0.19,1.04
0.170,-0.06,0.20,1.03
0.181,-0.05,0.18,1.02
0.189,-0.06,0.17,1.02
0.200,-0.06,0.16,1.02
0.209,-0.07,0.17,1.02
0.220,-0.08,0.16,1.02
0.236,-0.07,0.16,1.03
0.239,-0.07,0.15,1.05
0.249,-0.06,0.15,1.06
0.259,-0.08,0.16,1.06
0.271,-0.07,0.17,1.06
0.284,-0.06,0.17,1.05
0.289,-0.06,0.17,1.04
0.300,-0.06,0.16,1.03
0.309,-0.08,0.18,1.00
0.320,-0.10,0.17,1.00
0.335,-0.10,0.18,1.02
0.340,-0.08,0.18,1.03
0.350,-0.05,0.16,1.03
0.359,-0.02,0.15,1.03
0.370,-0.03,0.15,1.03
0.381,-0.03,0.16,1.01
0.389,-0.03,0.16,1.02
0.400,-0.02,0.17,1.04
0.409,-0.02,0.18,1.03
0.420,-0.04,0.17,1.02
0.436,-0.04,0.19,1.02
0.439,-0.04,0.20,1.04
0.450,-0.02,0.16,1.04
0.459,-0.02,0.14,1.04
0.471,-0.01,0.13,1.06
0.484,-0.00,0.12,1.08
0.489,-0.01,0.14,1.07
0.500,-0.02,0.16,1.07
0.509,-0.01,0.17,1.04
0.520,-0.01,0.16,1.04
0.535,-0.01,0.16,1.02
0.539,-0.02,0.16,1.01
0.550,-0.02,0.15,1.04
0.559,-0.02,0.15,1.02
0.572,-0.02,0.14,1.04
0.585,-0.03,0.14,1.04
0.589,-0.04,0.13,1.04
0.600,-0.03,0.14,1.06
0.609,-0.03,0.14,1.07
0.620,-0.03,0.15,1.07
0.636,-0.02,0.15,1.08
0.639,-0.02,0.15,1.07
0.650,-0.03,0.14,1.07
0.659,-0.01,0.14,1.08
0.675,-0.02,0.15,1.07
0.685,-0.02,0.15,1.06
0.690,-0.02,0.15,1.04
0.700,-0.03,0.14,1.04
0.709,-0.02,0.15,1.02
0.720,-0.03,0.15,1.02
0.735,-0.02,0.16,1.03
0.739,-0.01,0.17,1.03
0.750,-0.01,0.18,1.03
0.759,-0.00,0.18,1.02
0.776,-0.01,0.17,1.03
0.785,-0.02,0.16,1.03
0.789,-0.02,0.16,1.03
0.800,-0.02,0.15,1.04
0.809,-0.02,0.15,1.05
0.820,-0.02,0.15,1.06
0.836,-0.02,0.15,1.06
0.839,-0.02,0.14,1.08
0.850,-0.02,0.14,1.07
0.859,-0.02,0.14,1.07
0.871,-0.02,0.15,1.08
0.885,-0.02,0.15,1.06
0.889,-0.01,0.16,1.06
0.900,-0.01,0.16,1.04
0.909,-0.02,0.16,1.02
0.920,-0.02,0.16,1.02
0.936,-0.02,0.16,1.03
