time,x,y,z
0.008,0.01,0.05,1.05
0.016,0.02,0.04,1.05
0.027,0.02,0.03,1.05
0.035,0.02,0.04,1.06
0.046,0.02,0.04,1.05
0.063,0.01,0.04,1.04
0.065,-0.01,0.02,1.05
0.075,-0.00,0.04,1.05
0.085,-0.00,0.03,1.06
0.099,0.01,0.03,1.02
0.106,0.01,0.02,1.03
0.115,0.01,0.02,1.02
0.129,0.01,0.02,1.03
0.135,0.02,0.02,1.03
0.146,0.01,0.04,1.02
0.162,0.02,0.03,1.05
0.165,0.01,0.01,1.04
0.175,0.01,0.02,1.04
0.185,0.02,0.01,1.04
0.199,0.02,0.02,1.03
0.206,0.02,0.01,1.02
0.215,0.03,0.03,1.04
0.229,0.02,0.03,1.03
0.235,0.02,0.03,1.02
0.246,0.02,0.04,1.03
0.262,0.00,0.04,1.04
0.265,0.02,0.04,1.03
0.279,0.02,0.03,1.02
0.285,0.02,0.04,1.06
0.295,0.02,0.04,1.04
0.315,0.01,0.03,1.05
0.316,0.01,0.03,1.04
0.326,0.01,0.03,1.04
0.335,0.01,0.02,1.03
0.345,0.01,0.02,1.04
0.357,0.01,0.03,1.04
0.365,0.01,0.02,1.03
0.375,0.02,0.03,1.04
0.385,0.01,0.02,1.03
0.398,0.01,0.03,1.02
0.411,0.02,0.02,1.03
0.415,0.02,0.02,1.03
0.429,0.02,0.02,1.04
0.446,0.02,0.02,1.05
0.457,0.02,0.02,1.06
0.465,0.02,0.02,1.06
0.479,0.02,0.02,1.02
0.485,0.02,0.02,1.05
0.495,0.03,0.02,1.02
0.517,0.02,0.03,1.02
0.518,0.02,0.03,1.03
0.530,0.02,0.03,1.03
0.535,0.02,0.04,1.03
0.545,0.02,0.03,1.04
0.562,0.02,0.03,1.03
0.565,0.02,0.04,1.05
0.575,0.02,0.03,1.04
0.585,0.02,0.04,1.04
0.596,0.02,0.03,1.03
0.610,0.01,0.03,1.02
0.615,0.02,0.03,1.03
0.626,0.02,0.03,1.03
0.635,0.02,0.02,1.03
0.646,0.02,0.02,1.03
0.661,0.03,0.03,1.03
0.665,0.02,0.03,1.03
0.679,0.02,0.03,1.03
0.685,0.02,0.04,1.03
0.695,0.01,0.04,1.04
0.712,0.02,0.04,1.04
0.717,0.02,0.04,1.04
0.727,0.02,0.03,1.05
0.735,0.02,0.03,1.03
0.745,0.02,0.02,1.03
0.757,0.01,0.04,1.05
0.765,0.03,0.04,1.05
0.776,0.03,0.04,1.04
0.785,0.03,0.03,1.02
0.795,0.03,0.04,1.03
0.813,0.04,0.04,1.06
0.817,0.04,0.03,1.04
0.828,0.03,0.04,1.02
0.835,0.04,0.04,1.04
0.846,0.03,0.04,1.03
0.858,0.04,0.00,1.06
0.865,0.04,0.02,1.05
0.876,0.02,0.02,1.04
0.885,0.01,0.03,1.05
0.895,0.02,0.04,1.03
0.913,0.02,0.04,1.02
0.917,0.01,0.03,1.02
0.928,0.00,0.04,1.04
0.935,0.01,0.03,1.05
0.946,0.01,0.03,1.05
0.958,0.01,0.03,1.04
0.965,0.02,0.02,1.05
0.975,0.01,0.03,1.05
0.985,0.02,0.04,1.04
0.995,0.01,0.04,1.04
1.013,0.02,0.04,1.03
1.033,0.01,0.03,1.04
1.033,0.00,0.03,1.02
1.039,-0.00,0.03,1.04
1.045,0.01,0.03,1.03
1.057,0.02,0.03,1.04
1.065,0.02,0.04,1.04
1.075,0.02,0.04,1.04
1.085,0.01,0.04,1.04
1.095,0.01,0.03,1.04
1.117,0.02,0.04,1.02
