time,x,y,z
0.006,-0.04,0.08,1.08
0.023,-0.03,0.07,1.06
0.024,-0.04,0.09,1.07
0.037,-0.02,0.10,1.08
0.046,-0.02,0.12,1.07
0.052,0.00,0.11,1.06
0.062,-0.00,0.12,1.06
0.072,0.00,0.11,1.05
0.082,-0.00,0.11,1.04
0.095,0.01,0.13,1.04
0.102,0.01,0.12,1.04
0.114,0.02,0.13,1.02
0.123,0.02,0.12,1.03
0.133,0.02,0.13,1.02
0.143,0.01,0.14,1.04
0.152,0.00,0.14,1.03
0.163,0.01,0.14,1.03
0.179,-0.01,0.14,1.04
0.183,-0.00,0.14,1.04
0.193,-0.01,0.13,1.05
0.203,-0.01,0.13,1.05
0.217,-0.02,0.14,1.06
0.223,-0.01,0.14,1.06
0.232,-0.01,0.14,1.07
0.244,-0.01,0.14,1.08
0.252,-0.02,0.14,1.06
0.263,-0.00,0.13,1.05
0.279,0.01,0.13,1.03
0.284,0.01,0.12,1.01
0.297,0.02,0.14,1.04
0.302,-0.01,0.14,1.05
0.312,-0.00,0.16,1.04
0.332,-0.02,0.13,1.03
0.332,-0.00,0.14,1.02
0.343,-0.01,0.15,1.01
0.352,0.00,0.16,1.04
0.363,0.01,0.14,1.01
0.373,0.02,0.12,1.03
0.383,0.03,0.10,1.02
0.397,0.02,0.12,1.03
0.402,0.02,0.12,1.04
0.413,0.01,0.14,1.03
0.423,-0.00,0.13,1.06
0.434,-0.00,0.12,1.06
0.450,0.00,0.12,1.05
0.457,-0.00,0.12,1.07
0.462,-0.00,0.14,1.07
0.473,0.02,0.14,1.05
0.483,0.01,0.14,1.07
0.501,-0.00,0.14,1.06
0.502,-0.00,0.13,1.05
0.512,0.01,0.12,1.07
0.523,0.02,0.12,1.04
0.532,0.02,0.12,1.06
0.543,0.02,0.11,1.07
0.552,0.02,0.12,1.06
0.563,0.03,0.12,1.05
0.573,0.02,0.12,1.03
0.583,0.03,0.11,1.04
0.592,0.01,0.12,1.04
0.602,0.02,0.12,1.02
0.613,0.01,0.12,1.03
0.623,0.00,0.12,1.03
0.633,0.01,0.13,1.03
0.643,0.01,0.12,1.04
0.652,0.00,0.13,1.03
0.667,0.00,0.12,1.04
0.675,0.01,0.11,1.04
0.682,0.01,0.12,1.06
0.696,0.02,0.14,1.06
0.702,0.02,0.14,1.08
0.713,0.02,0.13,1.05
0.722,0.01,0.12,1.06
0.733,0.02,0.14,1.04
0.745,0.02,0.14,1.04
0.752,0.02,0.12,1.03
0.762,0.03,0.13,1.03
0.773,0.03,0.11,1.04
0.783,0.02,0.13,1.03
0.793,0.02,0.12,1.04
0.802,0.02,0.12,1.04
0.813,0.02,0.11,1.03
0.841,0.02,0.12,1.03
0.842,0.03,0.12,1.04
0.843,0.03,0.12,1.06
0.858,0.02,0.12,1.05
0.862,0.02,0.12,1.04
0.876,0.02,0.13,1.06
0.882,0.01,0.12,1.05
0.893,0.01,0.12,1.04
0.902,0.01,0.12,1.05
0.912,0.00,0.12,1.04
0.922,-0.00,0.13,1.04
0.932,-0.00,0.12,1.04
0.945,0.00,0.12,1.04
0.952,0.02,0.12,1.05
0.963,0.01,0.12,1.03
0.981,0.01,0.12,1.04
0.982,0.02,0.12,1.05
0.997,0.02,0.12,1.04
1.013,0.02,0.12,1.05
1.014,0.01,0.12,1.05
1.036,0.01,0.12,1.03
1.036,0.02,0.12,1.05
1.042,0.01,0.12,1.04
1.052,0.01,0.12,1.03
1.063,0.01,0.13,1.03
1.073,0.01,0.10,1.04
1.082,0.02,0.11,1.05
1.092,0.02,0.12,1.04
1.102,0.02,0.12,1.04
1.117,0.02,0.12,1.04
1.126,0.02,0.12,1.05
1.132,0.02,0.12,1.04
1.146,0.03,0.10,1.04
1.152,0.02,0.11,1.04
1.163,0.03,0.12,1.04
1.179,0.02,0.12,1.04
1.183,0.01,0.12,1.03
1.196,-0.00,0.12,1.04
1.202,0.01,0.13,1.04
1.213,0.00,0.14,1.05
1.233,-0.00,0.14,1.04
1.233,0.00,0.13,1.05
1.247,0.01,0.12,1.06
1.252,0.01,0.12,1.06
1.263,0.01,0.11,1.06
1.280,0.02,0.10,1.07
1.284,0.02,0.10,1.05
