time,x,y,z
0.005,-0.03,0.19,1.06
0.025,-0.02,0.21,1.03
0.025,-0.02,0.22,1.02
0.038,-0.01,0.22,1.03
0.049,-0.00,0.20,1.02
0.053,-0.02,0.20,1.01
0.061,-0.02,0.19,1.01
0.071,-0.00,0.18,1.02
0.081,-0.01,0.19,1.02
0.100,-0.01,0.20,1.02
0.100,-0.01,0.18,1.01
0.111,-0.02,0.19,1.02
0.133,-0.00,0.19,1.02
0.133,-0.01,0.19,1.03
0.144,-0.01,0.19,1.02
0.151,-0.02,0.20,1.02
0.161,-0.03,0.17,1.03
0.179,-0.02,0.18,1.04
0.181,-0.02,0.18,1.03
0.193,-0.04,0.19,1.05
0.201,-0.04,0.19,1.04
0.216,-0.03,0.19,1.04
0.221,-0.04,0.19,1.06
0.232,-0.04,0.18,1.06
0.244,-0.05,0.19,1.06
0.252,-0.05,0.18,1.06
0.266,-0.04,0.19,1.05
0.271,-0.04,0.18,1.06
0.281,-0.05,0.18,1.06
0.300,-0.04,0.17,1.04
0.301,-0.03,0.17,1.05
0.316,-0.04,0.18,1.04
0.321,-0.04,0.17,1.04
0.332,-0.03,0.18,1.02
0.348,-0.02,0.19,1.04
0.351,-0.03,0.19,1.03
0.362,-0.03,0.19,1.02
0.371,-0.02,0.20,1.03
0.382,-0.02,0.19,1.04
0.403,-0.02,0.19,1.04
0.404,-0.02,0.18,1.04
0.413,-0.03,0.17,1.06
0.421,-0.02,0.16,1.05
0.432,-0.03,0.15,1.05
0.443,-0.03,0.15,1.04
0.451,-0.04,0.15,1.05
0.461,-0.03,0.16,1.06
0.471,-0.03,0.16,1.05
0.481,-0.03,0.16,1.04
0.499,-0.02,0.17,1.03
0.503,-0.02,0.17,1.04
0.516,-0.01,0.18,1.04
0.521,-0.03,0.17,1.04
0.532,-0.04,0.18,1.04
0.546,-0.03,0.16,1.05
0.551,-0.04,0.17,1.04
0.562,-0.03,0.17,1.06
0.571,-0.02,0.17,1.06
0.582,-0.03,0.18,1.04
0.605,-0.03,0.18,1.04
0.606,-0.02,0.19,1.05
0.614,-0.02,0.18,1.05
0.621,-0.02,0.18,1.04
0.632,-0.01,0.19,1.04
0.646,-0.01,0.18,1.06
0.651,-0.01,0.17,1.04
0.661,-0.01,0.17,1.06
0.671,-0.01,0.18,1.04
0.682,0.00,0.18,1.03
0.703,-0.00,0.18,1.04
0.703,-0.00,0.18,1.06
0.713,-0.00,0.18,1.03
0.721,-0.01,0.18,1.06
0.732,-0.00,0.19,1.05
0.743,0.00,0.19,1.05
0.751,0.01,0.18,1.04
0.762,0.01,0.18,1.03
0.771,0.00,0.21,1.04
0.782,0.01,0.18,1.02
0.793,-0.00,0.18,1.00
0.801,-0.01,0.18,1.01
0.816,0.00,0.18,1.02
0.821,-0.01,0.18,1.02
0.832,-0.01,0.20,1.02
0.843,-0.02,0.19,1.02
0.851,-0.03,0.20,1.04
0.862,-0.04,0.19,1.04
0.871,-0.03,0.20,1.04
0.881,-0.03,0.20,1.03
0.898,-0.02,0.18,1.04
0.901,-0.02,0.18,1.05
0.920,-0.01,0.19,1.04
0.921,-0.03,0.20,1.04
0.931,-0.02,0.21,1.05
0.946,-0.02,0.21,1.05
0.951,-0.01,0.22,1.04
0.966,-0.02,0.21,1.04
0.979,-0.01,0.21,1.03
0.986,-0.02,0.20,1.03
0.999,-0.00,0.19,1.03
1.011,0.00,0.19,1.04
1.012,0.01,0.18,1.04
