time,x,y,z
0.006,-0.06,0.20,1.08
0.012,-0.08,0.20,1.09
0.022,-0.09,0.19,1.08
0.032,-0.07,0.19,1.07
0.041,-0.06,0.21,1.06
0.056,-0.03,0.20,1.03
0.063,-0.02,0.22,1.02
0.078,-0.02,0.22,1.01
0.084,-0.02,0.22,1.02
0.091,-0.03,0.24,1.01
0.102,-0.04,0.23,1.00
0.112,-0.04,0.23,1.01
0.122,-0.05,0.22,1.00
0.139,-0.06,0.23,1.02
0.144,-0.06,0.23,1.02
0.152,-0.06,0.23,1.02
0.163,-0.05,0.22,1.04
0.172,-0.06,0.21,1.03
0.183,-0.05,0.21,1.04
0.191,-0.06,0.21,1.04
0.205,-0.05,0.20,1.02
0.213,-0.06,0.20,1.04
0.223,-0.08,0.20,1.05
0.237,-0.07,0.22,1.05
0.241,-0.06,0.22,1.04
0.273,-0.06,0.24,1.04
0.274,-0.05,0.24,1.03
0.274,-0.06,0.24,1.04
0.281,-0.06,0.22,1.04
0.291,-0.05,0.22,1.03
0.303,-0.04,0.21,1.02
0.312,-0.05,0.21,1.04
0.322,-0.04,0.21,1.02
0.350,-0.06,0.21,1.02
0.351,-0.04,0.22,1.04
0.356,-0.03,0.22,1.03
0.361,-0.03,0.22,1.02
0.371,-0.04,0.21,1.04
0.384,-0.04,0.21,1.03
0.391,-0.06,0.20,1.03
0.401,-0.08,0.18,1.04
0.411,-0.07,0.18,1.04
0.421,-0.10,0.19,1.04
0.435,-0.08,0.20,1.04
0.442,-0.06,0.19,1.04
0.452,-0.04,0.20,1.04
0.461,-0.03,0.20,1.03
0.472,-0.01,0.21,1.05
0.486,-0.00,0.20,1.04
0.491,-0.00,0.21,1.05
0.502,-0.00,0.21,1.03
0.513,-0.02,0.20,1.04
0.522,-0.04,0.20,1.02
0.542,-0.06,0.19,1.03
0.543,-0.08,0.19,1.02
0.553,-0.08,0.20,1.04
0.569,-0.08,0.20,1.03
0.570,-0.07,0.20,1.02
0.587,-0.06,0.20,1.00
0.596,-0.05,0.19,1.02
0.602,-0.05,0.18,1.01
0.611,-0.03,0.18,1.01
0.621,-0.05,0.19,0.99
0.640,-0.06,0.21,0.98
0.640,-0.07,0.21,1.01
0.651,-0.08,0.20,1.01
0.661,-0.09,0.18,1.02
0.671,-0.11,0.15,1.04
0.681,-0.12,0.16,1.03
0.691,-0.12,0.13,1.03
0.701,-0.10,0.14,1.03
0.711,-0.07,0.13,1.02
0.721,-0.04,0.14,1.04
0.732,-0.03,0.14,1.02
0.766,-0.04,0.15,1.02
0.767,-0.04,0.14,1.04
0.768,-0.06,0.15,1.07
0.775,-0.06,0.16,1.04
0.798,-0.03,0.14,1.06
0.800,-0.01,0.13,1.05
0.801,0.01,0.12,1.06
0.811,0.02,0.09,1.04
0.821,0.02,0.10,1.04
0.839,-0.00,0.09,1.06
0.840,-0.01,0.07,1.04
0.851,0.01,0.06,0.99
0.861,0.04,0.02,0.91
0.872,0.01,0.18,1.09
0.886,0.02,0.22,1.21
0.891,0.08,0.14,1.11
0.902,0.11,0.13,1.00
0.913,0.12,0.16,0.99
0.922,0.11,0.18,1.00
0.932,0.08,0.17,1.07
0.941,0.08,0.17,1.10
0.957,0.09,0.16,1.06
0.976,0.10,0.16,1.06
0.977,0.09,0.16,1.07
0.987,0.09,0.16,1.06
0.991,0.12,0.15,1.06
1.002,0.12,0.14,1.05
1.013,0.13,0.14,1.05
1.021,0.14,0.15,1.03
1.036,0.14,0.15,1.00
1.041,0.14,0.17,1.00
1.051,0.15,0.19,1.02
1.063,0.18,0.22,1.05
1.079,0.20,0.24,1.06
1.080,0.20,0.24,1.07
