time,x,y,z
0.005,0.11,0.19,1.02
0.009,0.12,0.19,1.02
0.020,0.10,0.19,0.99
0.035,0.12,0.16,1.01
0.039,0.11,0.17,1.00
0.050,0.10,0.16,1.02
0.059,0.10,0.16,1.00
0.085,0.09,0.16,1.01
0.086,0.09,0.16,1.02
0.098,0.10,0.14,1.02
0.100,0.10,0.15,1.02
0.109,0.10,0.15,1.00
0.120,0.09,0.14,1.00
0.134,0.09,0.13,1.01
0.139,0.10,0.14,1.02
0.150,0.08,0.16,1.01
0.159,0.07,0.13,1.02
0.179,0.08,0.14,1.00
0.179,0.08,0.13,1.00
0.189,0.08,0.15,1.04
0.200,0.07,0.12,1.04
0.209,0.05,0.11,1.05
0.220,0.06,0.12,1.03
0.230,0.08,0.13,1.04
0.239,0.10,0.13,1.03
0.250,0.08,0.12,1.03
0.259,0.08,0.12,1.03
0.284,0.06,0.11,1.02
0.287,0.05,0.11,1.04
0.290,0.07,0.12,1.05
0.300,0.08,0.11,1.05
0.309,0.06,0.13,1.02
0.320,0.05,0.12,1.03
0.329,0.05,0.12,1.03
0.339,0.05,0.12,1.04
0.350,0.06,0.12,1.04
0.359,0.06,0.11,1.03
0.374,0.06,0.12,1.02
0.400,0.05,0.12,1.02
0.400,0.04,0.11,1.03
0.401,0.04,0.12,1.02
0.410,0.05,0.10,1.03
0.420,0.03,0.10,1.03
0.432,0.03,0.12,1.01
0.439,0.05,0.12,1.01
0.450,0.04,0.11,1.02
0.459,0.04,0.05,1.19
0.483,0.07,0.18,0.96
0.484,0.04,0.14,0.97
0.490,0.04,0.11,1.02
0.500,0.04,0.10,1.02
0.510,0.03,0.10,1.02
0.520,0.02,0.11,0.99
0.535,0.03,0.10,0.95
0.540,0.03,0.09,0.97
0.551,0.04,0.08,1.00
0.559,0.04,0.10,1.04
0.583,0.03,0.09,1.05
0.584,0.04,0.09,1.06
0.591,0.04,0.10,1.05
0.602,0.04,0.10,1.05
0.609,0.04,0.09,1.04
0.620,0.03,0.09,1.01
0.630,0.03,0.10,1.00
0.639,0.03,0.08,1.02
0.651,0.02,0.08,1.02
0.659,-0.00,0.08,1.03
0.669,-0.00,0.06,1.01
0.707,-0.00,0.06,1.02
0.707,0.02,0.07,1.02
0.708,0.02,0.08,1.02
0.711,0.01,0.07,1.02
0.725,0.02,0.07,1.04
0.731,0.01,0.07,1.05
0.739,0.01,0.08,1.04
0.750,0.02,0.08,1.02
0.759,0.02,0.08,1.02
0.779,0.03,0.08,1.02
0.780,0.03,0.09,1.03
0.790,0.01,0.09,1.02
0.805,0.02,0.07,1.02
0.809,0.02,0.07,1.03
0.820,0.02,0.06,1.02
0.833,0.02,0.08,1.02
0.839,0.01,0.08,1.02
0.850,0.01,0.07,1.03
0.859,0.01,0.08,1.02
0.871,0.01,0.09,1.04
0.896,0.02,0.10,1.04
0.897,0.02,0.09,1.04
0.900,0.01,0.08,1.03
0.909,0.02,0.08,1.04
0.920,0.01,0.09,1.03
0.930,0.02,0.10,1.03
0.939,0.02,0.08,1.03
0.950,0.01,0.08,1.02
0.959,0.02,0.08,1.02
0.981,0.02,0.08,1.02
0.982,0.02,0.09,1.03
0.997,0.02,0.08,1.04
1.022,0.03,0.09,1.05
1.023,0.01,0.08,1.02
1.023,0.02,0.08,1.02
1.030,0.02,0.07,1.04
1.040,0.02,0.07,1.05
1.050,0.01,0.07,1.04
1.059,0.02,0.08,1.04
1.085,0.02,0.08,1.04
1.085,0.02,0.08,1.04
1.091,0.02,0.08,1.03
1.100,0.02,0.08,1.05
1.109,0.02,0.08,1.03
1.120,0.03,0.07,1.03
1.130,0.04,0.08,1.01
1.139,0.03,0.05,1.03
1.149,0.02,0.08,1.02
1.159,0.03,0.06,1.04
1.186,0.03,0.06,1.04
1.187,0.02,0.07,1.04
1.197,0.03,0.07,1.02
1.199,0.03,0.07,1.03
1.210,0.02,0.08,1.03
1.220,0.02,0.07,1.00
1.230,0.02,0.07,1.02
1.239,0.02,0.08,1.02
1.250,0.03,0.08,1.03
1.259,0.04,0.08,1.04
1.285,0.03,0.10,1.03
1.286,0.03,0.08,1.04
1.289,0.02,0.08,1.04
1.300,0.03,0.08,1.02
1.309,0.02,0.08,1.04
1.320,0.02,0.08,1.04
1.331,0.02,0.08,1.02
1.339,0.02,0.08,1.02
1.350,0.02,0.08,1.04
1.359,0.02,0.08,1.04
1.383,0.02,0.07,1.04
1.383,0.02,0.07,1.04
1.399,0.02,0.08,1.02
1.400,0.04,0.08,1.02
1.409,0.03,0.08,1.02
1.420,0.02,0.08,1.02
1.435,0.03,0.08,1.03
1.439,0.03,0.08,1.03
1.450,0.04,0.08,1.02
1.459,0.04,0.08,1.01
1.475,0.04,0.08,1.02
1.507,0.03,0.08,1.03
1.508,0.04,0.08,1.04
1.508,0.02,0.08,1.04
1.509,0.04,0.07,1.02
1.520,0.04,0.07,1.02
1.531,0.04,0.08,1.01
1.539,0.03,0.09,1.03
1.550,0.04,0.09,1.04
1.559,0.04,0.08,1.04
1.576,0.05,0.08,1.02
1.602,0.04,0.08,1.02
1.603,0.04,0.09,1.03
1.604,0.04,0.08,1.03
1.609,0.04,0.08,1.03
1.620,0.02,0.08,1.04
1.630,0.04,0.09,1.03
1.639,0.04,0.09,1.02
1.650,0.03,0.08,1.05
1.659,0.04,0.10,1.04
1.673,0.03,0.09,1.03
1.681,0.02,0.08,1.03
1.696,0.04,0.08,1.02
1.699,0.03,0.09,1.03
1.709,0.03,0.08,1.02
1.720,0.03,0.08,1.02
1.734,0.04,0.09,1.03
1.739,0.04,0.08,1.04
1.750,0.02,0.09,1.02
1.759,0.04,0.08,1.02
1.783,0.04,0.08,1.04
1.784,0.02,0.08,1.02
1.790,0.03,0.09,1.03
1.800,0.03,0.09,1.03
1.809,0.04,0.08,1.03
1.820,0.03,0.09,1.03
1.835,0.04,0.08,1.04
1.839,0.04,0.08,1.04
1.850,0.04,0.08,1.02
1.859,0.04,0.09,1.01
1.888,0.03,0.09,1.02
1.890,0.04,0.08,1.03
1.890,0.03,0.08,1.02
1.904,0.03,0.08,1.01
1.909,0.04,0.10,1.02
1.920,0.03,0.10,1.02
1.931,0.03,0.08,1.03
1.939,0.04,0.10,1.02
1.950,0.03,0.09,1.02
1.982,0.03,0.09,1.02
1.983,0.03,0.09,1.04
1.990,0.02,0.10,1.02
2.000,0.03,0.08,1.03
2.011,0.02,0.09,1.04
2.029,0.03,0.09,1.02
2.040,0.04,0.08,1.02
2.050,0.03,0.10,1.04
2.059,0.04,0.09,1.04
2.072,0.04,0.09,1.02
2.095,0.02,0.09,1.03
2.096,0.02,0.07,1.04
2.099,0.03,0.08,1.03
2.109,0.02,0.10,1.03
2.120,0.02,0.09,1.03
2.134,0.02,0.09,1.02
2.139,0.04,0.08,0.99
2.151,0.02,0.09,1.00
2.159,0.02,0.11,1.04
2.180,0.03,0.09,1.03
2.180,0.02,0.09,1.03
2.191,0.03,0.09,1.04
2.200,0.02,0.10,1.03
2.209,0.03,0.10,1.01
2.220,0.02,0.08,1.01
2.236,0.02,0.09,1.04
2.239,0.03,0.10,1.04
2.250,0.03,0.08,1.04
2.260,0.03,0.09,1.04
2.287,0.03,0.08,1.03
2.287,0.04,0.09,1.02
2.289,0.03,0.09,1.03
2.301,0.04,0.09,1.04
2.309,0.02,0.09,1.04
2.320,0.03,0.10,1.02
2.331,0.03,0.09,1.01
2.339,0.02,0.10,1.01
2.350,0.03,0.09,1.01
2.359,0.04,0.09,1.01
2.387,0.03,0.09,1.03
2.387,0.03,0.08,1.02
2.391,0.03,0.09,1.02
2.400,0.03,0.09,1.03
2.409,0.02,0.09,1.02
2.420,0.03,0.10,1.03
2.434,0.02,0.09,1.04
2.439,0.03,0.10,1.03
2.450,0.03,0.10,1.03
2.459,0.03,0.09,1.04
2.481,0.03,0.10,1.05
2.482,0.03,0.08,1.06
2.489,0.03,0.10,1.06
2.504,0.04,0.09,1.04
2.509,0.03,0.09,1.06
2.520,0.04,0.10,1.02
2.530,0.04,0.10,1.02
2.539,0.03,0.10,1.01
2.550,0.04,0.10,1.03
2.559,0.03,0.10,1.04
2.574,0.04,0.11,1.04
2.601,0.03,0.09,1.03
2.602,0.04,0.10,1.04
2.603,0.03,0.09,1.03
2.609,0.04,0.10,1.03
2.620,0.03,0.10,1.02
2.630,0.04,0.11,1.01
2.639,0.04,0.10,1.03
2.650,0.04,0.09,1.01
2.659,0.04,0.09,1.02
2.673,0.04,0.10,1.02
2.700,0.03,0.09,1.02
2.701,0.03,0.08,1.02
2.710,0.02,0.08,1.02
2.720,0.04,0.09,1.02
2.735,0.03,0.08,1.02
2.739,0.04,0.08,1.03
2.750,0.04,0.08,1.02
2.759,0.04,0.10,1.02
2.786,0.04,0.09,1.02
2.787,0.03,0.08,1.04
2.789,0.03,0.08,1.03
2.803,0.03,0.10,1.02
2.809,0.04,0.09,1.02
2.820,0.03,0.09,1.02
2.830,0.03,0.09,1.00
2.839,0.03,0.09,1.02
2.850,0.03,0.09,1.04
2.859,0.03,0.09,1.02
2.870,0.02,0.08,1.04
2.890,0.02,0.08,1.03
2.891,0.03,0.09,1.04
2.902,0.02,0.08,1.03
2.917,0.03,0.09,1.04
2.919,0.03,0.09,1.04
2.935,0.03,0.10,1.02
2.939,0.02,0.09,1.03
2.950,0.03,0.09,1.03
2.959,0.03,0.10,1.01
2.970,0.03,0.10,1.04
2.990,0.03,0.08,1.03
2.991,0.04,0.09,1.02
3.015,0.03,0.08,1.02
3.016,0.04,0.09,1.03
3.020,0.03,0.08,1.02
3.036,0.03,0.08,1.02
3.042,0.03,0.09,1.04
3.055,0.03,0.09,1.02
3.059,0.03,0.08,1.02
3.070,0.03,0.08,1.03
3.101,0.02,0.08,1.02
3.102,0.03,0.08,1.02
3.102,0.03,0.08,1.02
3.114,0.03,0.08,1.02
3.120,0.02,0.09,1.02
3.140,0.03,0.10,1.03
3.150,0.03,0.06,1.07
3.159,0.03,0.07,1.02
3.170,0.03,0.08,1.04
3.198,0.03,0.08,1.01
3.199,0.03,0.09,1.02
3.199,0.04,0.09,1.04
3.220,0.04,0.08,1.03
3.230,0.03,0.07,1.03
3.239,0.02,0.07,1.05
3.250,0.03,0.08,1.03
3.259,0.02,0.08,1.03
3.269,0.03,0.10,1.01
3.289,0.02,0.09,1.04
3.299,0.02,0.08,1.03
3.299,0.02,0.08,1.04
3.320,0.02,0.08,1.04
3.321,0.03,0.09,1.02
3.331,0.02,0.08,1.02
3.339,0.02,0.08,1.01
3.350,0.02,0.08,1.02
3.359,0.02,0.08,1.03
3.370,0.02,0.07,1.04
3.389,0.02,0.08,1.03
3.403,0.02,0.08,1.03
3.404,0.02,0.07,1.03
3.423,0.03,0.08,1.03
3.423,0.03,0.07,1.02
3.433,0.03,0.07,1.04
3.439,0.02,0.08,1.03
3.450,0.02,0.08,1.03
3.459,0.03,0.09,1.02
3.470,0.03,0.08,1.02
3.490,0.03,0.07,1.01
3.491,0.02,0.08,1.03
3.517,0.03,0.08,1.03
3.518,0.02,0.08,1.04
3.519,0.03,0.07,1.02
3.535,0.03,0.07,1.02
3.539,0.03,0.08,1.02
3.550,0.04,0.07,1.02
3.559,0.03,0.08,1.02
3.570,0.03,0.07,1.02
3.595,0.03,0.08,1.02
3.598,0.03,0.07,1.02
3.599,0.03,0.08,1.02
3.609,0.02,0.07,1.02
3.620,0.02,0.07,1.04
3.633,0.02,0.08,1.04
3.639,0.02,0.08,1.04
3.650,0.02,0.08,1.03
3.659,0.02,0.09,1.03
3.669,0.03,0.07,1.03
3.709,0.02,0.08,1.04
3.710,0.03,0.08,1.04
3.710,0.02,0.08,1.03
3.711,0.04,0.08,1.02
3.721,0.03,0.09,1.02
3.732,0.02,0.08,1.03
3.739,0.02,0.08,1.03
3.750,0.03,0.08,1.03
3.759,0.03,0.08,1.02
3.769,0.02,0.08,1.03
3.810,0.03,0.08,1.03
3.811,0.04,0.08,1.05
3.811,0.03,0.10,1.03
3.812,0.03,0.08,1.04
3.820,0.03,0.08,1.03
3.833,0.03,0.08,1.02
3.839,0.03,0.09,1.03
3.853,0.03,0.08,1.04
3.859,0.02,0.09,1.03
3.870,0.03,0.09,1.02
3.890,0.02,0.08,1.03
3.891,0.02,0.08,1.04
3.909,0.03,0.09,1.02
3.912,0.03,0.08,1.02
3.920,0.03,0.08,1.02
3.931,0.03,0.08,1.03
3.939,0.03,0.08,1.04
3.950,0.03,0.08,1.02
3.959,0.04,0.08,1.02
3.970,0.04,0.08,1.03
3.998,0.02,0.08,1.02
4.002,0.04,0.08,1.03
4.003,0.03,0.08,1.02
4.011,0.03,0.08,1.03
4.020,0.04,0.08,1.04
4.034,0.04,0.08,1.04
4.039,0.02,0.08,1.04
4.055,0.02,0.07,1.02
4.068,0.03,0.08,1.03
4.070,0.03,0.08,1.04
4.084,0.02,0.10,1.03
4.089,0.02,0.08,1.01
4.099,0.03,0.08,1.04
4.109,0.02,0.06,1.03
4.121,0.03,0.09,1.02
4.132,0.02,0.08,1.02
4.149,0.03,0.08,1.02
4.150,0.04,0.06,1.03
4.159,0.02,0.08,1.05
4.170,0.02,0.07,1.02
4.180,0.02,0.09,1.03
4.189,0.02,0.08,1.04
4.200,0.02,0.08,1.04
4.209,0.02,0.09,1.03
4.228,0.02,0.09,1.04
4.230,0.03,0.09,1.03
4.239,0.03,0.09,1.02
4.250,0.02,0.08,1.03
4.260,0.03,0.09,1.02
4.270,0.02,0.08,1.04
4.284,0.03,0.09,1.04
4.289,0.03,0.08,1.03
4.300,0.03,0.09,1.02
4.310,0.02,0.09,1.03
4.330,0.03,0.09,1.02
4.331,0.04,0.08,1.02
4.339,0.04,0.08,1.00
4.350,0.03,0.10,1.03
4.361,0.03,0.08,1.03
4.370,0.03,0.08,1.03
4.384,0.04,0.08,1.03
4.389,0.04,0.08,1.03
4.400,0.03,0.08,1.02
