time,x,y,z
0.003,0.05,0.03,1.04
0.004,0.05,0.04,1.05
0.004,0.05,0.04,1.05
0.004,0.05,0.04,1.05
0.005,0.05,0.04,1.06
0.005,0.03,0.06,1.04
0.016,0.04,0.08,1.03
0.024,0.04,0.04,1.05
0.027,0.04,0.06,1.05
0.037,0.05,0.06,1.03
0.066,0.05,0.06,1.04
0.068,0.05,0.06,1.04
0.080,0.05,0.05,1.04
0.097,0.05,0.06,1.03
0.099,0.04,0.06,1.04
0.108,0.04,0.06,1.05
0.118,0.04,0.07,1.04
0.127,0.03,0.07,1.04
0.151,0.04,0.06,1.04
0.152,0.04,0.07,1.04
0.157,0.04,0.06,1.04
0.173,0.03,0.06,1.04
0.177,0.04,0.05,1.04
0.188,0.04,0.06,1.04
0.198,0.05,0.05,1.05
0.208,0.05,0.05,1.04
0.221,0.06,0.06,1.04
0.227,0.05,0.07,1.04
0.238,0.04,0.05,1.04
0.262,0.05,0.08,1.04
0.263,0.05,0.06,1.04
0.300,0.04,0.06,1.04
0.301,0.04,0.06,1.04
0.302,0.05,0.05,1.02
0.302,0.04,0.05,1.06
0.307,0.05,0.05,1.06
0.318,0.04,0.05,1.05
0.327,0.04,0.05,1.03
0.343,0.04,0.06,1.03
0.348,0.04,0.05,1.02
0.377,0.04,0.06,1.03
0.378,0.05,0.06,1.02
0.378,0.04,0.06,1.04
0.388,0.04,0.06,1.03
0.405,0.04,0.06,1.04
0.407,0.04,0.05,1.04
0.417,0.04,0.06,1.03
0.427,0.04,0.05,1.05
0.445,0.04,0.06,1.04
0.455,0.04,0.06,1.04
0.477,0.04,0.06,1.04
0.478,0.04,0.05,1.03
0.478,0.04,0.07,1.03
0.488,0.04,0.07,1.04
0.498,0.05,0.06,1.04
0.508,0.04,0.05,1.05
0.517,0.04,0.05,1.04
0.527,0.03,0.06,1.07
0.545,0.06,0.05,1.03
0.551,0.05,0.08,1.05
0.578,0.04,0.06,1.07
0.579,0.04,0.06,1.02
0.579,0.04,0.05,1.04
0.588,0.03,0.07,1.05
0.598,0.05,0.06,1.06
0.607,0.04,0.06,1.05
0.618,0.04,0.06,1.05
0.627,0.04,0.06,1.04
0.645,0.04,0.06,1.04
0.649,0.04,0.05,1.05
0.680,0.04,0.06,1.04
0.681,0.04,0.05,1.04
0.681,0.03,0.06,1.04
0.688,0.04,0.06,1.05
0.698,0.04,0.06,1.05
0.708,0.04,0.06,1.05
0.725,0.03,0.06,1.04
0.727,0.04,0.05,1.04
0.738,0.04,0.06,1.03
0.748,0.04,0.06,1.04
0.771,0.03,0.06,1.04
0.771,0.04,0.06,1.04
0.793,0.04,0.06,1.04
0.794,0.04,0.05,1.05
0.798,0.05,0.06,1.05
0.808,0.04,0.06,1.06
0.818,0.04,0.06,1.05
0.827,0.04,0.05,1.05
0.853,0.04,0.06,1.04
0.854,0.04,0.06,1.04
0.860,0.04,0.05,1.03
0.876,0.03,0.06,1.04
0.877,0.04,0.06,1.04
0.888,0.04,0.05,1.04
0.903,0.04,0.06,1.04
0.907,0.04,0.06,1.02
0.918,0.04,0.06,1.04
0.927,0.04,0.06,1.03
0.937,0.03,0.05,1.02
0.971,0.04,0.06,1.02
1.002,0.05,0.06,1.04
1.003,0.05,0.06,1.04
1.003,0.04,0.06,1.03
1.004,0.05,0.05,1.04
1.004,0.05,0.06,1.05
1.017,0.04,0.05,1.05
1.019,0.04,0.04,1.06
1.027,0.04,0.05,1.05
1.038,0.03,0.04,1.06
1.062,0.03,0.05,1.06
1.063,0.03,0.04,1.05
1.097,0.03,0.05,1.05
1.098,0.03,0.04,1.04
1.099,0.04,0.05,1.06
1.099,0.04,0.05,1.05
1.107,0.03,0.06,1.05
1.122,0.04,0.05,1.04
1.127,0.03,0.05,1.04
1.137,0.05,0.05,1.04
1.148,0.04,0.07,1.03
1.165,0.04,0.06,1.04
1.167,0.05,0.06,1.04
1.181,0.05,0.05,1.04
1.202,0.04,0.05,1.04
1.202,0.04,0.05,1.04
1.207,0.04,0.05,1.04
1.220,0.03,0.05,1.06
1.227,0.03,0.06,1.06
1.238,0.03,0.05,1.06
1.248,0.02,0.05,1.05
1.262,0.04,0.05,1.05
1.271,0.04,0.05,1.04
1.289,0.04,0.06,1.05
1.290,0.03,0.06,1.04
1.298,0.05,0.05,1.03
1.308,0.04,0.05,1.04
1.318,0.04,0.04,1.05
1.327,0.04,0.06,1.05
1.343,0.04,0.05,1.06
1.352,0.04,0.05,1.06
1.372,0.04,0.05,1.04
1.373,0.04,0.06,1.05
1.377,0.04,0.05,1.04
