time,x,y,z
0.002,0.06,0.00,1.06
0.012,0.06,0.01,1.04
0.023,0.06,0.02,1.03
0.032,0.06,0.01,1.04
0.041,0.05,0.00,1.03
0.065,0.06,-0.00,1.04
0.065,0.06,0.00,1.05
0.072,0.08,-0.00,1.04
0.093,0.05,-0.00,1.04
0.094,0.06,-0.01,1.04
0.103,0.07,-0.01,1.04
0.111,0.05,-0.00,1.02
0.121,0.06,0.01,1.02
0.149,0.05,0.00,1.02
0.151,0.06,-0.00,1.02
0.152,0.04,0.00,1.02
0.162,0.06,-0.00,1.03
0.172,0.05,0.00,1.03
0.186,0.05,0.01,1.04
0.191,0.05,-0.00,1.02
0.202,0.04,-0.00,1.04
0.212,0.05,0.00,1.04
0.221,0.07,-0.01,1.02
0.252,0.09,-0.01,1.05
0.253,0.06,0.01,1.02
0.253,0.06,0.01,1.02
0.262,0.07,-0.01,1.03
0.271,0.06,-0.20,1.06
0.285,0.01,-0.14,1.06
0.291,0.05,-0.09,1.02
0.301,0.04,-0.02,1.08
0.312,0.04,-0.04,1.09
0.321,0.05,-0.01,1.10
0.343,0.06,0.00,1.11
0.344,0.09,0.02,1.07
0.369,0.08,0.03,1.02
0.370,0.08,0.04,1.00
0.371,0.07,0.03,0.96
0.386,0.06,0.04,0.98
0.391,0.06,0.05,0.98
0.401,0.07,0.05,0.98
0.412,0.06,0.04,0.98
0.422,0.04,0.04,0.98
0.458,0.06,0.03,1.01
0.459,0.06,0.02,1.00
0.459,0.06,0.02,1.02
0.461,0.05,0.01,1.02
0.472,0.06,-0.00,1.04
0.481,0.07,-0.01,1.04
0.491,0.06,0.02,1.06
0.501,0.07,0.02,1.08
0.511,0.07,0.02,1.07
0.521,0.07,0.02,1.08
0.555,0.06,0.02,1.08
0.555,0.06,0.01,1.06
0.556,0.06,0.02,1.06
0.563,0.04,0.02,1.02
0.572,0.03,0.02,1.01
0.582,0.02,0.02,1.01
0.591,0.04,0.02,1.02
0.601,0.03,0.02,1.04
0.611,0.04,0.02,1.04
0.622,0.04,0.01,1.04
0.654,0.04,-0.00,1.05
0.655,0.03,-0.00,1.05
0.656,0.03,-0.00,1.06
0.661,0.04,-0.00,1.05
0.673,0.03,0.00,1.04
0.683,0.02,-0.00,1.04
0.691,0.02,0.00,1.02
0.702,0.02,0.02,1.02
0.711,0.03,0.02,1.03
0.721,0.03,0.01,1.03
0.749,0.04,-0.00,1.04
0.750,0.03,0.00,1.05
0.755,0.04,0.00,1.06
0.761,0.04,-0.00,1.05
0.771,0.04,-0.02,1.04
0.781,0.03,-0.00,1.04
0.791,0.03,0.00,1.04
0.801,0.03,-0.00,1.03
0.812,0.03,0.00,1.02
0.821,0.02,0.01,1.02
0.841,0.03,0.02,1.01
0.852,0.02,0.01,1.02
0.852,0.03,0.02,1.02
0.870,0.02,0.01,1.06
0.872,0.02,0.01,1.05
0.882,0.03,0.00,1.06
0.891,0.02,-0.01,1.06
0.902,0.01,-0.00,1.05
0.913,0.02,-0.02,1.04
0.922,0.02,-0.00,1.04
0.939,0.02,0.01,1.04
0.970,0.02,0.01,1.05
0.970,0.04,0.03,1.05
0.971,0.04,0.02,1.05
0.971,0.04,0.02,1.04
0.990,0.04,0.03,1.05
0.992,0.03,0.02,1.04
1.002,0.03,0.00,1.03
1.011,0.03,-0.00,1.00
1.021,0.01,0.00,0.99
1.049,0.01,-0.00,1.00
1.050,0.02,0.01,0.99
1.053,0.01,0.02,0.98
1.061,0.01,0.02,1.00
1.072,0.02,0.03,1.01
1.082,0.03,0.02,1.04
1.091,0.02,0.02,1.05
1.102,0.02,0.02,1.06
1.112,0.03,0.02,1.05
1.121,0.02,0.01,1.05
1.151,0.02,0.01,1.06
1.152,0.01,-0.00,1.06
1.153,0.00,-0.00,1.06
1.162,0.00,-0.01,1.06
1.174,0.00,-0.01,1.05
1.184,0.00,-0.02,1.05
1.191,0.02,-0.01,1.05
1.202,0.01,-0.01,1.06
1.212,0.02,-0.00,1.05
1.221,0.03,-0.00,1.03
1.247,0.03,0.01,1.03
1.247,0.04,0.02,1.02
1.255,0.04,0.00,1.03
1.262,0.05,0.02,1.04
1.271,0.06,0.02,1.02
1.285,0.05,0.02,1.02
1.291,0.06,0.03,1.02
1.302,0.06,0.02,1.03
1.312,0.06,0.02,1.06
1.322,0.05,0.01,1.04
1.345,0.05,-0.01,1.03
1.346,0.05,-0.00,1.04
1.360,0.05,0.02,1.04
1.362,0.04,0.03,1.02
1.372,0.06,0.04,1.04
1.382,0.04,0.04,1.04
1.391,0.04,0.02,1.05
1.402,0.06,0.04,1.06
1.411,0.06,0.03,1.06
1.421,0.06,0.05,1.02
1.454,0.05,0.06,1.03
1.455,0.04,0.05,1.01
1.456,0.04,0.04,1.04
1.461,0.05,0.03,1.06
1.474,0.03,0.02,1.06
1.484,0.04,0.02,1.07
1.491,0.03,0.01,1.06
1.502,0.02,-0.01,1.06
1.511,0.02,-0.00,1.04
1.521,0.02,-0.00,1.02
1.555,0.02,0.00,1.03
1.556,0.03,-0.00,1.03
1.556,0.04,-0.00,1.03
1.562,0.04,-0.00,1.00
1.572,0.04,0.00,1.01
1.582,0.05,0.01,1.02
1.591,0.05,0.02,1.00
1.602,0.06,0.03,1.00
1.612,0.06,0.03,1.00
1.621,0.07,0.02,1.00
1.656,0.06,0.03,1.00
1.656,0.06,0.02,1.02
1.657,0.06,0.02,1.00
1.663,0.05,0.02,1.00
1.672,0.06,0.02,1.00
1.684,0.05,0.01,1.02
1.691,0.05,0.02,1.03
1.702,0.05,0.01,1.03
1.712,0.03,0.02,1.05
1.721,0.03,0.02,1.06
1.745,0.06,0.01,1.06
1.746,0.05,0.01,1.08
1.753,0.04,0.01,1.06
1.761,0.03,-0.00,1.05
1.775,0.04,0.00,1.05
1.782,0.03,-0.00,1.04
1.791,0.02,0.00,1.05
1.802,0.03,0.00,1.07
1.812,0.02,0.01,1.08
1.822,0.03,-0.00,1.07
1.853,0.01,0.00,1.06
1.854,0.00,-0.00,1.04
1.854,0.01,0.01,1.07
1.861,0.02,-0.01,1.08
1.872,0.02,-0.01,1.10
1.898,0.04,-0.03,1.09
