time,x,y,z
0.007,-0.04,0.16,1.07
0.017,-0.03,0.15,1.07
0.031,-0.02,0.13,1.07
0.035,-0.02,0.14,1.09
0.048,-0.01,0.15,1.06
0.057,-0.02,0.14,1.04
0.067,-0.02,0.14,1.04
0.078,-0.01,0.14,1.03
0.085,-0.02,0.14,1.03
0.096,-0.02,0.15,1.04
0.106,-0.01,0.16,1.04
0.116,-0.01,0.16,1.05
0.129,-0.01,0.16,1.07
0.135,-0.00,0.16,1.08
0.146,-0.00,0.16,1.07
0.156,-0.02,0.15,1.05
0.167,-0.01,0.14,1.04
0.179,-0.00,0.15,1.04
0.185,-0.00,0.15,1.04
0.196,0.00,0.15,1.04
0.206,0.01,0.15,1.05
0.216,0.01,0.15,1.05
0.230,-0.00,0.15,1.05
0.235,0.01,0.15,1.05
0.246,0.01,0.15,1.04
0.256,0.00,0.14,1.04
0.269,0.01,0.16,1.04
0.286,0.00,0.16,1.04
0.296,-0.00,0.16,1.03
0.306,0.01,0.16,1.02
0.316,0.01,0.16,1.01
0.330,-0.00,0.11,1.00
0.335,-0.06,0.20,1.06
0.346,0.11,0.26,1.04
0.356,-0.00,0.11,1.06
0.366,-0.02,0.12,1.02
0.379,0.03,0.18,1.06
0.386,0.03,0.15,1.05
0.396,0.01,0.14,1.03
0.406,0.01,0.15,1.03
0.416,0.01,0.16,1.04
0.429,0.01,0.16,1.04
0.435,-0.00,0.17,1.04
0.446,0.02,0.17,1.03
0.456,0.02,0.16,1.02
0.466,0.01,0.16,1.02
0.483,0.01,0.17,1.03
0.485,0.00,0.18,1.05
0.496,0.01,0.16,1.04
0.506,0.01,0.17,1.03
0.516,0.02,0.17,1.04
0.530,0.02,0.18,1.04
0.535,0.02,0.16,1.05
0.546,0.01,0.16,1.04
0.556,0.01,0.18,1.04
0.569,0.01,0.18,1.04
0.578,0.02,0.18,1.05
0.586,0.02,0.18,1.02
0.596,0.01,0.18,1.01
0.606,0.01,0.18,1.01
0.616,0.01,0.18,1.03
0.626,0.02,0.18,1.04
0.635,0.02,0.17,1.04
0.646,0.01,0.18,1.04
0.656,0.01,0.17,1.03
0.669,0.01,0.16,1.04
0.678,0.01,0.15,1.06
0.685,0.01,0.16,1.06
0.696,0.01,0.14,1.05
0.705,0.02,0.17,1.02
0.716,0.03,0.14,1.04
0.730,0.02,0.18,1.04
0.735,0.03,0.15,1.04
0.746,0.02,0.17,1.03
0.756,0.03,0.16,1.04
0.768,0.02,0.15,1.03
0.785,0.02,0.17,1.03
0.786,0.02,0.18,1.01
0.796,0.02,0.16,1.04
0.806,0.02,0.17,1.03
0.816,0.03,0.16,1.02
0.829,0.02,0.16,1.02
0.835,0.02,0.16,1.02
0.846,0.02,0.16,1.02
0.856,0.02,0.16,1.04
0.867,0.02,0.16,1.04
0.877,0.02,0.17,1.01
0.885,0.02,0.18,1.03
0.896,0.01,0.18,1.03
0.906,0.01,0.17,1.03
0.916,0.02,0.17,1.04
0.929,0.03,0.17,1.05
0.935,0.02,0.16,1.05
0.946,0.02,0.18,1.04
0.956,0.02,0.18,1.03
0.969,0.02,0.16,1.04
0.981,0.03,0.17,1.04
0.985,0.02,0.16,1.04
0.996,0.02,0.16,1.05
1.006,0.03,0.16,1.05
1.023,0.03,0.15,1.06
1.032,0.02,0.16,1.04
1.036,0.01,0.16,1.06
1.055,0.00,0.16,1.06
1.056,0.01,0.16,1.05
1.066,0.01,0.17,1.03
1.091,0.02,0.17,1.04
1.092,0.00,0.17,1.04
1.095,0.02,0.16,1.02
1.105,0.01,0.16,1.03
1.116,0.02,0.16,1.04
1.126,0.02,0.16,1.03
1.135,0.03,0.16,1.03
1.146,0.03,0.16,1.03
1.157,0.03,0.16,1.04
1.172,0.03,0.16,1.03
1.179,0.03,0.16,1.03
1.186,0.03,0.16,1.01
1.196,0.03,0.17,1.03
1.206,0.02,0.16,1.02
1.216,0.02,0.17,1.03
1.229,0.03,0.16,1.04
1.235,0.04,0.16,1.04
1.245,0.04,0.16,1.04
1.257,0.03,0.17,1.04
1.267,0.02,0.17,1.03
1.284,0.02,0.16,1.04
1.286,0.02,0.15,1.04
1.296,0.02,0.15,1.04
1.306,0.03,0.17,1.04
1.316,0.03,0.17,1.04
1.326,0.02,0.16,1.02
1.335,0.02,0.16,1.04
1.346,0.02,0.16,1.02
1.356,0.03,0.16,1.01
1.366,0.02,0.16,1.04
1.384,0.02,0.16,1.04
1.386,0.02,0.16,1.04
1.396,0.02,0.17,1.04
1.406,0.02,0.18,1.02
1.416,0.02,0.17,1.05
1.426,0.02,0.17,1.03
1.435,0.02,0.16,1.03
1.446,0.01,0.16,1.03
1.456,0.01,0.16,1.04
1.470,0.02,0.16,1.05
1.478,0.02,0.16,1.04
1.485,0.02,0.16,1.04
1.496,0.01,0.17,1.04
1.506,0.02,0.17,1.04
1.516,0.02,0.16,1.04
1.526,0.00,0.17,1.05
1.535,0.02,0.16,1.04
1.546,0.02,0.16,1.03
1.556,0.02,0.16,1.03
1.571,0.02,0.16,1.04
1.578,0.02,0.17,1.02
1.585,0.03,0.17,1.04
1.596,0.02,0.17,1.04
1.606,0.02,0.16,1.03
1.616,0.02,0.17,1.04
1.626,0.02,0.16,1.04
1.635,0.02,0.16,1.04
1.646,0.01,0.16,1.04
1.656,0.01,0.16,1.04
1.674,0.02,0.16,1.03
1.685,0.02,0.17,1.04
1.686,0.01,0.16,1.03
1.696,0.02,0.16,1.04
1.706,0.02,0.17,1.03
1.716,0.01,0.16,1.02
1.727,0.01,0.16,1.02
1.741,0.02,0.16,1.04
1.747,0.01,0.16,1.03
1.757,0.02,0.15,1.01
1.765,0.02,0.15,1.03
1.782,0.02,0.15,1.04
1.786,0.02,0.15,1.04
1.796,0.02,0.15,1.04
1.806,0.02,0.18,1.03
1.816,0.02,0.17,1.04
1.826,0.03,0.16,1.06
1.835,0.02,0.17,1.03
1.846,0.02,0.16,1.03
1.856,0.02,0.16,1.04
1.870,0.02,0.16,1.04
1.880,0.03,0.17,1.05
1.885,0.03,0.17,1.05
1.899,0.02,0.16,1.04
1.907,0.02,0.16,1.03
1.916,0.01,0.16,1.04
1.926,0.01,0.16,1.04
1.936,0.01,0.17,1.03
1.946,0.02,0.17,1.03
1.956,0.02,0.16,1.03
1.970,0.02,0.17,1.02
1.977,0.02,0.16,1.03
1.986,0.02,0.16,1.04
1.996,0.02,0.16,1.06
2.006,0.01,0.16,1.04
2.016,0.02,0.16,1.04
2.026,0.02,0.16,1.03
2.035,0.02,0.16,1.03
2.045,0.02,0.17,1.02
2.057,0.02,0.16,1.04
2.066,0.02,0.17,1.05
2.085,0.02,0.16,1.04
2.085,0.02,0.16,1.05
2.096,0.02,0.17,1.04
2.106,0.00,0.17,1.03
2.116,0.02,0.16,1.04
2.126,0.02,0.16,1.04
2.135,0.01,0.16,1.05
2.146,0.02,0.15,1.02
2.156,0.02,0.16,1.02
2.167,0.02,0.16,1.04
2.182,0.02,0.16,1.04
2.186,0.02,0.17,1.04
2.196,0.02,0.15,1.02
2.206,0.02,0.16,1.04
2.216,0.02,0.16,1.04
2.230,0.02,0.16,1.03
2.235,0.01,0.16,1.04
2.246,0.02,0.16,1.04
2.255,0.02,0.16,1.04
2.271,0.01,0.16,1.03
2.284,0.02,0.16,1.04
2.286,0.02,0.16,1.04
2.296,0.01,0.16,1.04
2.306,0.01,0.16,1.03
2.316,0.01,0.17,1.04
2.329,0.01,0.16,1.04
2.335,0.01,0.17,1.03
2.346,0.01,0.16,1.05
2.355,-0.00,0.16,1.03
2.378,0.00,0.16,1.04
2.383,0.01,0.15,1.06
2.386,0.01,0.16,1.03
2.396,0.01,0.16,1.02
2.412,0.01,0.16,1.02
2.415,0.02,0.17,1.03
2.429,0.02,0.16,1.04
2.435,0.02,0.15,1.04
2.446,0.02,0.16,1.05
2.470,0.02,0.16,1.03
2.481,0.02,0.17,1.03
2.485,0.02,0.15,1.05
2.496,0.02,0.16,1.04
2.506,0.02,0.15,1.03
2.516,0.01,0.16,1.03
2.526,0.01,0.16,1.04
2.535,0.03,0.16,1.03
2.546,0.02,0.16,1.03
2.556,0.02,0.16,1.04
2.566,0.02,0.16,1.04
2.584,0.03,0.16,1.05
2.586,0.02,0.16,1.02
2.596,0.02,0.16,1.02
2.606,0.02,0.16,1.04
2.616,0.02,0.17,1.04
2.626,0.02,0.16,1.04
2.635,0.02,0.16,1.04
2.646,0.01,0.16,1.05
2.657,0.01,0.16,1.04
2.679,0.01,0.16,1.04
2.680,0.01,0.15,1.05
2.685,0.02,0.16,1.04
2.696,0.02,0.16,1.04
2.707,0.01,0.15,1.05
2.716,0.01,0.15,1.04
2.731,0.00,0.16,1.02
2.735,0.01,0.16,1.04
2.745,0.02,0.15,1.04
2.756,0.02,0.15,1.04
2.771,0.01,0.16,1.04
2.781,0.01,0.15,1.04
2.785,0.02,0.16,1.04
2.796,0.02,0.16,1.04
2.807,0.01,0.16,1.04
2.816,0.02,0.15,1.04
2.826,0.01,0.17,1.04
2.835,0.02,0.15,1.04
2.846,0.02,0.14,1.04
2.856,0.03,0.14,1.04
2.867,0.03,0.15,1.03
2.885,0.02,0.16,1.05
2.886,0.02,0.17,1.03
2.896,0.03,0.16,1.06
2.909,0.01,0.17,1.05
2.916,0.02,0.15,1.02
2.926,0.01,0.16,1.02
2.935,0.02,0.15,1.04
2.946,0.01,0.15,1.04
2.956,0.01,0.15,1.06
2.975,0.02,0.15,1.04
2.976,0.00,0.16,1.04
2.985,-0.00,0.16,1.04
2.996,0.00,0.15,1.04
3.007,-0.00,0.16,1.05
3.016,0.01,0.16,1.03
3.027,0.01,0.15,1.04
3.036,0.02,0.15,1.04
3.045,0.02,0.16,1.03
3.073,0.02,0.14,1.04
3.074,0.02,0.15,1.04
3.078,0.02,0.15,1.06
3.085,0.02,0.14,1.05
3.096,0.02,0.15,1.05
3.106,0.02,0.15,1.05
3.116,0.01,0.16,1.05
3.126,0.01,0.16,1.04
3.135,0.02,0.16,1.03
3.146,0.01,0.16,1.05
3.156,0.02,0.15,1.05
3.172,0.01,0.15,1.04
3.188,0.01,0.16,1.04
3.191,0.02,0.14,1.04
3.197,0.02,0.16,1.05
3.206,0.01,0.15,1.04
3.216,0.01,0.16,1.04
3.226,0.01,0.15,1.04
3.235,0.02,0.16,1.03
3.246,0.02,0.15,1.03
3.256,0.02,0.15,1.04
3.266,0.01,0.16,1.05
3.285,0.01,0.15,1.04
3.286,0.02,0.16,1.03
3.296,0.02,0.15,1.04
3.313,0.02,0.15,1.04
3.316,0.01,0.15,1.03
3.327,0.02,0.15,1.03
3.335,0.02,0.14,1.03
3.346,0.01,0.14,1.03
3.356,0.01,0.15,1.04
3.366,0.02,0.15,1.03
3.384,0.02,0.15,1.05
3.385,0.01,0.15,1.03
3.396,0.02,0.15,1.02
3.413,0.02,0.15,1.04
3.416,0.02,0.15,1.06
3.430,0.02,0.14,1.04
3.435,0.01,0.14,1.05
3.446,0.02,0.14,1.04
3.471,0.02,0.14,1.04
3.472,0.02,0.15,1.05
3.485,0.02,0.15,1.04
3.486,0.02,0.15,1.00
3.496,0.02,0.14,1.03
3.513,0.02,0.15,1.03
3.516,0.01,0.15,1.05
3.530,0.02,0.15,1.04
3.535,0.01,0.15,1.04
3.546,0.02,0.15,1.04
3.556,0.01,0.15,1.04
3.574,0.02,0.16,1.03
3.576,0.02,0.14,1.06
3.586,0.01,0.14,1.05
3.596,0.01,0.15,1.03
3.606,0.01,0.14,1.04
3.616,0.01,0.14,1.04
3.626,0.01,0.15,1.05
3.635,0.02,0.15,1.03
3.645,0.02,0.15,1.02
3.655,0.01,0.15,1.04
3.668,0.01,0.15,1.03
3.687,0.02,0.15,1.02
3.688,0.01,0.15,1.05
3.697,0.02,0.15,1.05
3.706,0.02,0.14,1.03
3.716,0.02,0.15,1.04
3.727,0.02,0.16,1.04
3.736,0.02,0.15,1.03
3.747,0.02,0.15,1.03
3.758,0.02,0.15,1.04
3.765,0.02,0.15,1.04
3.790,0.02,0.14,1.04
3.791,0.00,0.14,1.05
3.795,0.02,0.15,1.06
3.806,0.01,0.15,1.05
3.816,0.02,0.14,1.03
3.830,0.02,0.15,1.03
3.835,0.02,0.15,1.04
3.845,0.01,0.15,1.04
3.856,0.00,0.14,1.06
3.873,0.01,0.15,1.05
3.875,0.02,0.14,1.04
3.885,0.01,0.16,1.04
3.896,0.02,0.14,1.03
3.906,0.02,0.15,1.04
3.916,0.02,0.15,1.05
3.930,0.01,0.15,1.05
3.935,0.02,0.14,1.04
3.945,0.01,0.14,1.06
3.956,0.02,0.16,1.04
3.967,0.03,0.14,1.06
3.985,0.02,0.16,1.04
3.986,0.01,0.16,1.06
3.996,0.02,0.15,1.03
4.008,0.02,0.17,1.04
4.016,0.02,0.16,1.03
4.026,0.03,0.15,1.03
4.036,0.02,0.14,1.05
4.046,0.01,0.16,1.05
4.064,0.01,0.14,1.03
