time,x,y,z
0.004,0.02,0.14,1.08
0.005,0.04,0.14,1.06
0.018,0.03,0.14,1.05
0.028,0.03,0.14,1.04
0.035,0.04,0.14,1.05
0.045,0.04,0.13,1.04
0.055,0.05,0.15,1.03
0.085,0.05,0.16,1.02
0.085,0.05,0.16,1.03
0.086,0.05,0.17,1.04
0.095,0.04,0.16,1.03
0.108,0.04,0.15,1.03
0.118,0.04,0.15,1.04
0.125,0.05,0.14,1.04
0.135,0.04,0.14,1.03
0.145,0.04,0.14,1.05
0.156,0.06,0.14,1.05
0.171,0.06,0.14,1.04
0.175,0.06,0.13,1.05
0.188,0.06,0.14,1.04
0.195,0.05,0.13,1.04
0.207,0.06,0.14,1.04
0.219,0.05,0.15,1.04
0.225,0.04,0.16,1.03
0.240,0.04,0.16,1.02
0.257,0.04,0.18,1.03
0.258,0.04,0.17,1.02
0.270,0.05,0.17,1.00
0.278,0.05,0.17,1.03
0.290,0.06,0.17,1.04
0.296,0.05,0.15,1.05
0.306,0.06,0.16,1.02
0.327,0.06,0.16,1.03
0.327,0.06,0.19,1.05
0.339,0.04,0.15,1.02
0.345,0.06,0.18,1.03
0.355,0.05,0.17,1.05
0.382,0.04,0.16,1.04
0.383,0.05,0.17,1.04
0.387,0.05,0.16,1.04
0.396,0.05,0.16,1.05
0.406,0.06,0.17,1.06
0.430,0.04,0.17,1.04
0.431,0.05,0.17,1.05
0.435,0.05,0.16,1.03
0.445,0.05,0.15,1.03
0.485,0.04,0.15,1.03
0.486,0.04,0.15,1.02
0.487,0.06,0.16,1.02
0.488,0.06,0.16,1.04
0.503,0.06,0.16,1.01
0.504,0.05,0.16,1.02
0.521,0.05,0.17,1.03
0.525,0.04,0.17,1.04
0.535,0.04,0.18,1.05
0.545,0.03,0.17,1.05
0.560,0.03,0.16,1.05
0.567,0.04,0.16,1.05
0.575,0.05,0.15,1.04
0.589,0.04,0.15,1.03
0.595,0.04,0.15,1.04
0.606,0.05,0.15,1.03
0.617,0.05,0.15,1.04
0.632,0.05,0.15,1.02
0.639,0.05,0.15,1.04
0.645,0.06,0.15,1.04
0.655,0.04,0.16,1.05
0.671,0.04,0.15,1.04
0.675,0.04,0.15,1.03
0.685,0.03,0.16,1.06
0.695,0.03,0.16,1.05
0.705,0.04,0.15,1.05
0.718,0.03,0.16,1.04
0.725,0.04,0.16,1.04
0.737,0.04,0.15,1.02
0.745,0.04,0.16,1.02
0.756,0.05,0.15,1.02
0.779,0.04,0.16,1.04
0.781,0.04,0.15,1.02
0.793,0.04,0.15,1.04
0.794,0.04,0.15,1.04
0.805,0.05,0.14,1.06
0.818,0.06,0.14,1.06
0.825,0.03,0.14,1.05
0.836,0.04,0.15,1.06
0.845,0.04,0.15,1.05
0.855,0.04,0.15,1.04
0.872,0.04,0.16,1.04
0.877,0.04,0.14,1.05
0.886,0.04,0.16,1.03
0.895,0.04,0.14,1.04
0.906,0.04,0.15,1.03
0.918,0.05,0.14,1.04
0.925,0.04,0.13,1.06
0.936,0.04,0.13,1.05
0.945,0.05,0.14,1.06
0.956,0.06,0.13,1.04
0.983,0.05,0.14,1.02
0.983,0.04,0.14,1.04
0.984,0.04,0.16,1.05
0.999,0.04,0.17,1.04
